 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
142,2022,ENERO,2022-01-02,DOMINGO,23:17:00,ESTRELLAMIENTO,CODE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,CALLE,HACIENDA DEL SABINO Y HACIENDA LAS ARBOLEDAS,"25.791215849047237, -100.5636848888823",
574,2022,ENERO,2022-01-04,MARTES,11:38:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,REAL DE LINCOLN,CALLE,NERVA Y OTON,"25.81123944195228, -100.5456749901244",
523,2022,ENERO,2022-01-05,MIERCOLES,14:58:00,DIVERSO,DAÑOS,LLAMADA AL 911,COLONIA,LAS BRISAS RESIDENCIAL,CARRETERA,CARR. ICAMOLE Y BRISAS,"25.82707680072638, -100.59127396273385",
444,2022,ENERO,2022-01-08,SABADO,21:25:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,PRIVADAS OASIS,AVENIDA,MORELOS Y MONTERREY,"25.812205191705683, -100.61495477252375",
384,2022,ENERO,2022-01-09,DOMINGO,11:03:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,LAS ARBOLEDAS,AVENIDA,HEBERTO CASTILLO Y SOR JUANA INES,"25.79622326914663, -100.58493807460621",
334,2022,ENERO,2022-01-09,DOMINGO,05:59:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LAS ARBOLEDAS,AVENIDA,HEBERTO CASTILLO Y SOR JUANA INES,"25.79614349927008, -100.58481299371952",
316,2022,ENERO,2022-01-09,DOMINGO,11:17:00,VOLCADURA,DAÑOS,LLAMADA AL 911,COLONIA,LA RESERVA,AVENIDA,PROL.RUIZ CORTINES Y LA RESERVA,"25.77482141833579, -100.44156159339249",
124,2022,ENERO,2022-01-09,DOMINGO,22:01:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y SIERRA HERMOSA,"25.787118074341628, -100.58268059774954",
276,2022,ENERO,2022-01-10,LUNES,22:30:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y PASEO DE LAS TORRES,"25.779909722420626, -100.58785072492967",
575,2022,ENERO,2022-01-10,LUNES,16:06:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,LOMAS JARDINES,AVENIDA,LINCOLN Y JARDIN DE LAS LOMAS,"25.775007730757707, -100.43239067409834",
390,2022,ENERO,2022-01-11,MARTES,10:33:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LAS BRISAS RESIDENCIAL,CALLE,CALLE 49 Y CALLE 14,"25.832102995774, -100.58956595922362",
576,2022,ENERO,2022-01-11,MARTES,14:31:00,DIVERSO,DAÑOS,LLAMADA AL 911,COLONIA,LOS PARQUES,AVENIDA,DEL ROBLE Y LINCOLN,"25.784966055378057, -100.47547906082458",
173,2022,ENERO,2022-01-11,MARTES,21:41:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,BOSQUE DE LAS LOMAS,AVENIDA,PASEO DE LOS LEONES Y LAS LOMAS,"25.754747551168084, -100.43708981850962",
542,2022,ENERO,2022-01-13,JUEVES,11:16:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,LINCOLN FRENTE A ELEKTRA,"25.788002968278818, -100.48901275794422",
96,2022,ENERO,2022-01-14,VIERNES,18:46:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LA CRUZ,AVENIDA,JUAREZ Y PROL. HIDALGO,"25.81200922112623, -100.59748682643095",
339,2022,ENERO,2022-01-14,VIERNES,17:24:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,PRADERAS,CALLE,PRADERAS DE HIDALGO  PRADERAS DE GARCIA,"25.77896416929273, -100.59139475068419",
561,2022,ENERO,2022-01-14,VIERNES,22:15:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,CAMINO A SAN JOSE Y SAN ROBERTO,"25.79274881082766, -100.4772243646045",
406,2022,ENERO,2022-01-15,SABADO,06:13:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,LINCOLN Y SIERRA LEONA,"25.77568683608876, -100.43354975453467",
391,2022,ENERO,2022-01-15,SABADO,08:33:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA Y ENTRADA A FRISA,"25.759058834477415, -100.53969735397826",
668,2022,ENERO,2022-01-15,SABADO,09:37:00,ALCANCE,CODE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FRENTE A EMPRESA ALCALI,"25.766010046078957, -100.55093376461873",
97,2022,ENERO,2022-01-15,SABADO,17:48:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,BUGAMBILIAS,CALLE,PASEO DE LA ESTACION Y CAMPANILLA,"25.799713033487254, -100.60838274409844",
635,2022,ENERO,2022-01-15,SABADO,16:02:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LAS ARBOLEDAS,AVENIDA,HEBERTO CASTILLO Y SIERRA REAL,"25.787821228845957, -100.58145008749324",
392,2022,ENERO,2022-01-16,DOMINGO,10:19:00,CRUCERO,CODE,LLAMADA AL 911,COLONIA,ENCINOS,CALLE,BLVD. DE LAS PLAZAS Y VALLADOLI,"25.824072779943574, -100.59385443038083",
228,2022,ENERO,2022-01-16,DOMINGO,04:31:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,AVENIDA,HEBERTO CASTILLO Y HACIENDA CASA GRANDE,"25.78515103032271, -100.57980002661064",
241,2022,ENERO,2022-01-16,DOMINGO,22:05:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DE ALCALI,CARRETERA,CARR. A GARCIA FRENTE A EMPRESA ALCALI,"25.766174214877598, -100.55094895821551",
408,2022,ENERO,2022-01-17,LUNES,07:46:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,SAMSARA,AVENIDA,LINCOLN Y LIBRAMIENTO,"25.77838984262498, -100.44765149082613",
278,2022,ENERO,2022-01-18,MARTES,00:20:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VILLAS DE ALCALI,CARRETERA,CARR. A GARCIA FRENTE A EMPRESA ALCALI,"25.766225931244566, -100.55115123661228",
365,2022,ENERO,2022-01-18,MARTES,17:20:00,LATERAL,CODE/ DAÑOS,LLAMADA AL 911,COLONIA,CENTRO DE GARCIA,CALLE,MIGUEL HIDALGO Y MARIANO ESCOBEDO,"25.812001677218888, -100.59718471852824",
229,2022,ENERO,2022-01-19,MIERCOLES,11:32:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA Y COLOSIO,"25.745140725944044, -100.52722053964726",
126,2022,ENERO,2022-01-21,VIERNES,04:21:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LA RESERVA,AVENIDA,PASEO DE LOS LEONES Y ROTONDA,"25.758760740952003, -100.44532941098804",
652,2022,ENERO,2022-01-22,SABADO,12:07:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,HEROES DE LINCOLN,AVENIDA,LINCOLN FRENTE A HEROES DE LINCOLN,"25.805974946543028, -100.56031658601142",
447,2022,ENERO,2022-01-23,DOMINGO,10:51:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,LINCOLN Y SIERRA LEONA,"25.776161811955827, -100.43614903482373",
317,2022,ENERO,2022-01-23,DOMINGO,16:42:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,REAL DE CAPELLANIA,CALLE,FICUS   Y CAPELLANIA,"25.786775092751686, -100.58927181545799",
103,2022,ENERO,2022-01-23,DOMINGO,18:40:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VILLAS DE ALCALI,CARRETERA,CARR. A GARCIA Y VILLAS DE ALCALI,"25.777897447734674, -100.57001939401079",
367,2022,ENERO,2022-01-23,DOMINGO,19:10:00,ATROPELLO,CODE,LLAMADA AL 911,COLONIA,MIRADOR DE GARCIA,AVENIDA,HEBERTO CASTILLO Y SOR JUAN INES DE LA CRUZ,"25.796250148305454, -100.58477760018246",
215,2022,ENERO,2022-01-26,MIERCOLES,03:50:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN Y VERANDA,"25.782950775410768, -100.46759572313533",
581,2022,ENERO,2022-01-26,MIERCOLES,07:11:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,PORTAL DE LINCOLN,AVENIDA,LINCOLN  ANTES PUENTE DE PORTAL DE LINCOLN,"25.80013388180506, -100.54217148067593",
476,2022,ENERO,2022-01-27,JUEVES,07:10:00,SALIDA DE CAMINO,DAÑOS,LLAMADA AL 911,COLONIA,URBIVILLA DEL PRADO,AVENIDA,LAS TORRES Y PASEO DEL PRADO,"25.78295615035289, -100.59077294501871",
4370,2022,ENERO,2022-01-27,JUEVES,22:39:00,ATROPELLO,EN TRAMITE,LLAMADA AL 911,COLONIA,LOMAS JARDINES,AVENIDA,LINCOLN Y LOMAS JARDINES,"25.775027956179905, -100.43229488698312",
678,2022,ENERO,2022-01-30,DOMINGO,08:10:00,ATROPELLO,FINIQUITADO,LLAMADA AL 911,COLONIA,PASEO DE LAS MINAS,AVENIDA,HIERRO Y TITANIO,"25.80093466775163, -100.58337345453802",
685,2022,ENERO,2022-01-30,DOMINGO,09:01:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,MISION SAN JUAN,AVENIDA,LINCOLN Y MISION SAN JUAN,"25.78251634079839, -100.46534773311251",
298,2022,ENERO,2022-01-30,DOMINGO,10:49:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,CALLE,RETORNO A PARAJE SAN JOSE Y LIBRAMIENTO NORESTE,"25.78251634079839, -100.46534773311251",
299,2022,ENERO,2022-01-31,LUNES,08:22:00,VOLCADURA,DAÑOS,LLAMADA AL 911,COLONIA,CUMBRES PRIVALIA,AVENIDA,LAS MITRAS Y VESTA,"25.766730940604617, -100.4602672329496",
655,2022,ENERO,2022-01-31,LUNES,20:25:00,VOLCADURA,CODE,LLAMADA AL 911,COLONIA,CERRITOS,CARRETERA,CARR. A ICAMOLE Y CERRITOS,"25.857633796840037, -100.67116364859851",
279,2022,ENERO,2022-01-31,LUNES,21:45:00,ATROPELLO,EN TRAMITE,LLAMADA AL 911,COLONIA,VISTA DEL VALLE,AVENIDA,VISTA PONIENTE Y VISTA BELLA,"25.81622704201812, -100.5407814323872",
342,2022,FEBRERO,2022-02-01,MARTES,08:09:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN Y VERANDA,"25.78283056635536, -100.4670693583976",
343,2022,FEBRERO,2022-02-01,MARTES,14:00:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,LINCOLN Y LOMAS JARDINES,"25.775267079701173, -100.43237829078122",
104,2022,FEBRERO,2022-02-02,MIERCOLES,20:01:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PARQUE INDUSTRIAL,CALLE,ZINC Y BETA,"25.786090556739364, -100.44037435215803",
230,2022,FEBRERO,2022-02-03,JUEVES,,CAIDA DE PERSONA,EN TRAMITE,LLAMADA AL 911,COLONIA,AMPLIACION LOS NOGALES,AVENIDA,MARAVILLAS Y OLIVO,"25.7975675123083, -100.5997088694835",
703,2022,FEBRERO,2022-02-04,VIERNES,09:27:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,REAL DE CAPELLANIA,AVENIDA,LAS TORRES Y TOLEDO,"25.786228207962775, -100.58930138674285",
582,2022,FEBRERO,2022-02-04,VIERNES,13:17:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,ARBOLEDAS,AVENIDA,HEBERTO CASTILLO Y MEZQUITE,"25.79115256940745, -100.58294070262622",
681,2022,FEBRERO,2022-02-04,VIERNES,05:52:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,JOYAS DEL CARRIZAL,AVENIDA,MORELOS Y JOYAS EUROPEAS,"25.814250597668625, -100.61986512867047",
682,2022,FEBRERO,2022-02-05,SABADO,13:28:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,HACIENDA DE CAPELLANIA,AVENIDA,HACIENDA DEL SOL Y PESEO DE LOS LEONES,"25.791634711366697, -100.5599137986969",
657,2022,FEBRERO,2022-02-06,DOMINGO,15:23:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR.A GARCIA FTE. ALCALI,"25.76600235362582, -100.55085617727347",
245,2022,FEBRERO,2022-02-06,DOMINGO,23:01:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DEL ALCALI,AVENIDA,HEBERTO Y HACIENDA DEL SOL,"25.78219835657205, -100.57688185340163",
397,2022,FEBRERO,2022-02-06,DOMINGO,14:25:00,ESTRELLAMIENTO,CODE,LLAMADA AL 911,COLONIA,AMPLIACION LOS NOGALES,CALLE,NARANJO Y CIPRES,"25.80173266740734, -100.59945498287307",
282,2022,FEBRERO,2022-02-07,LUNES,00:40:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PRIV. LAS VILLAS,AVENIDA,LAS VILLAS Y VILLA ARGON,"25.790756286082203, -100.5694298955791",
584,2022,FEBRERO,2022-02-07,LUNES,19:06:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,REAL DE PALMAS Y MINEROS,"25.794852575987534, -100.49029828744051",
607,2022,FEBRERO,2022-02-08,MARTES,10:37:00,CRUCERO,DAÑOS,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR.A GARCIA Y LIBRAMIENTO,"25.735655461375277, -100.52386457434305",
639,2022,FEBRERO,2022-02-08,MARTES,19:10:00,ESTRELLAMIENTO,CODE/DAÑOS,LLAMADA AL 911,COLONIA,CENTRO DE GARCIA,CALLE,PORFIRIO DIAZ T GENERAL TREVIÑO,"25.808121172436113, -100.59459293844476",
620,2022,FEBRERO,2022-02-08,MARTES,15:45:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,HACIENDA DE CAPELLANIA,AVENIDA,HEBERTO CASTILLO Y HACIENDA DEL SOL,"25.782182662680963, -100.57690247401382",
751,2022,FEBRERO,2022-02-09,MIERCOLES,16:02:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,MISION SAN JUAN,CALLE,MISION AZUR Y MISION LA FE,"25.789331626731432, -100.4623171056713",
234,2022,FEBRERO,2022-02-10,JUEVES,01:21:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,SANTA MARIA,AVENIDA,LINCOLN Y SANTA MARIA,"25.78666498173048, -100.4838495926355",
608,2022,FEBRERO,2022-02-10,JUEVES,09:29:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR.A GARCIA FTE. A VITRO,"25.771033446096343, -100.55889250669458",
563,2022,FEBRERO,2022-02-11,VIERNES,01:32:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PASEO DE LAS MINAS,CALLE,PLATA Y FIERRO,"25.80066405457715, -100.57675173899725",
721,2022,FEBRERO,2022-02-11,VIERNES,08:15:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,CUMBRES,AVENIDA,PASEO DE LOS LEONES Y LAS MITRAS,"25.760955686550297, -100.4611979916781",
349,2022,FEBRERO,2022-02-11,VIERNES,17:33:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CALLE,HUMBERTO LOBO Y OMICRON,"25.792111552239177, -100.44941077051617",
231,2022,FEBRERO,2022-02-11,VIERNES,00:44:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,SAN MARTIN,AVENIDA,LERDO DE TEJADA Y HIDALGO,"25.80219174809395, -100.58672499693496",
722,2022,FEBRERO,2022-02-13,DOMINGO,06:50:00,ESTRELLAMIENTO,CODE / DAÑOS,LLAMADA AL 911,COLONIA,MISION SAN JUAN,AVENIDA,LINCOLN Y ANILLO PERIFERICO,"25.783200395561547, -100.4684435045358",
621,2022,FEBRERO,2022-02-13,DOMINGO,15:28:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,PRIVADA LAS VILLAS,AVENIDA,PRIV.LAS VILLAS Y VILLA SEVILLA,"25.789887652125422, -100.5728484576153",
283,2022,FEBRERO,2022-02-13,DOMINGO,03:21:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,AVENIDA,HEBERTO CASTILLO Y HDA.CASA GRANDE,"25.785125408129396, -100.57980923101954",
565,2022,FEBRERO,2022-02-13,DOMINGO,04:46:00,DIVERSO,DAÑOS,LLAMADA AL 911,COLONIA,LAS LOMAS JARDINES,AVENIDA,LINCOLN Y JARDIN DE LAS LOMAS,"25.7749980693386, -100.43236921643634",
261,2022,FEBRERO,2022-02-14,LUNES,06:59:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR.A GARCIA Y COLOSIO,"25.74526033152284, -100.5273051414501",
100,2022,FEBRERO,2022-02-14,LUNES,07:27:00,ALCANCE,DAÑOS,LLAMADA AL 911,COLONIA,,AVENIDA,LINCOLN FRENTE A ORTA,"25.78605328744679, -100.48060302410246",
789,2022,FEBRERO,2022-02-15,MARTES,13:21:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,SAN MARTIN,AVENIDA,HEBERTO CASTILLO  Y VICENTE GUERRERO,"25.80186282885332, -100.58662383419653",
753,2022,FEBRERO,2022-02-15,MARTES,18:23:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,AVENIDA,LIBRAMIENTO Y PARAJE SAN JOSE,"25.79193240929312, -100.42748941533839",
400,2022,FEBRERO,2022-02-15,MARTES,14:40:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PASEO DE LAS MINAS,AVENIDA,COBRE Y TITANIO,"25.798152263552357, -100.5766343015938",
790,2022,FEBRERO,2022-02-16,MIERCOLES,10:56:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,PORTAL DE LINCOLN,AVENIDA,LINCOLN Y JHON F.KENEDY,"25.79738122759683, -100.53693513786065",
754,2022,FEBRERO,2022-02-16,MIERCOLES,17:56:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LOMAS JARDINES,AVENIDA,LINCOLN Y SIERRA LEONA,"25.776198886697173, -100.43648945556902",
868,2022,FEBRERO,2022-02-17,JUEVES,02:59:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN Y LA AUTOPISTA,"25.783192212976708, -100.46825165310803",
178,2022,FEBRERO,2022-02-17,JUEVES,00:01:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLA AZUL,CALLE,VILLA SEVILLA Y VILLA AZUL,"25.819895872870855, -100.6141119718218",
566,2022,FEBRERO,2022-02-18,VIERNES,00:21:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,PASEO DEL LAS MINAS,AVENIDA,HEBERTO CASTILLO Y TITANIO,"25.800938866632087, -100.58621222973781",
262,2022,FEBRERO,2022-02-18,VIERNES,11:05:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FRENTE A ALCALI,"25.766089590158696, -100.55097571387128",
708,2022,FEBRERO,2022-02-18,VIERNES,18:15:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,,CARRETERA,LIBRAMIENTO Y COLOSIO,"25.74186455043862, -100.51552889445406",
179,2022,FEBRERO,2022-02-18,VIERNES,22:05:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,LINCOLN Y CAMINO A SAN JOSE,"25.78869301107517, -100.49152601618718",
869,2022,FEBRERO,2022-02-19,SABADO,22:25:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y SIERRA PAPAGAYOS,"25.78643052798442, -100.58368851193966",
622,2022,FEBRERO,2022-02-19,SABADO,14:15:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LAS MINAS,AVENIDA,TITANIO Y HIERRO,"25.80098120465705, -100.58337403975202",
181,2022,FEBRERO,2022-02-20,DOMINGO,05:10:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN,"25.78322466873432, -100.46823922117923",
885,2022,FEBRERO,2022-02-20,DOMINGO,22:32:00,FRONTAL,CODE,LLAMADA AL 911,COLONIA,CENTRO DE GARCIA,AVENIDA,MORELOS Y OCAMPO,"25.81357387167129, -100.60721606359648",
710,2022,FEBRERO,2022-02-20,DOMINGO,20:08:00,ALCANCE,EN TRTAMITE,LLAMADA AL 911,COLONIA,ALTAVIILLA,AVENIDA,LINCOLN Y ALTAVILLA,"25.79405342720253, -100.52167026425866",
888,2022,FEBRERO,2022-02-21,LUNES,01:31:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,SANTA MARIA,AVENIDA,LINCOLN Y SANTA MARIA,"25.786708873378647, -100.48419099880059",
711,2022,FEBRERO,2022-02-21,LUNES,08:43:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA Y COLOSIO,"25.74518876497076, -100.527283593066",
491,2022,FEBRERO,2022-02-21,LUNES,07:45:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,CUMBRES ELITE,AVENIDA,LEONES Y CUMBRES ELITE,"25.75136527906897, -100.43263948781062",
483,2022,FEBRERO,2022-02-21,LUNES,09:00:00,SALIDA DE CAMINO,DAÑOS,LLAMADA AL 911,COLONIA,SECTOR OLIMPIA,AVENIDA,VERANDA,"25.78024803701615, -100.46752336507278",
712,2022,FEBRERO,2022-02-21,LUNES,12:35:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,ARBOLEDAS,AVENIDA,HEBERTO CASTILLO Y SIERRA REAL,"25.787877526140793, -100.58145131120158",
599,2022,FEBRERO,2022-02-21,LUNES,18:31:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,LA CRUZ,AVENIDA,BENITO JUARES Y CALLE CUARTA,"25.810436593870236, -100.6146072374907",
791,2022,FEBRERO,2022-02-21,LUNES,21:10:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LOMAS JARDINES,AVENIDA,LINCOLN Y LOMAS JARDINES,"25.775062166136365, -100.43228499486489",
662,2022,FEBRERO,2022-02-21,LUNES,20:44:00,ESTRELLAMIENTO,CODE / DAÑOS,LLAMADA AL 911,COLONIA,ALTAVIILLA,AVENIDA,LINCOLN Y ALTAVILLA,"25.79202556661125, -100.51787921386232",
892,2022,FEBRERO,2022-02-21,LUNES,00:23:00,SALIDA DE CAMINO,DAÑOS,LLAMADA AL 911,COLONIA,VISTA MONTAÑA,AVENIDA,SIERRA REAL Y VISTA MONTAÑA,"25.763468904805137, -100.59513249490598",
742,2022,FEBRERO,2022-02-22,MARTES,13:00:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,PRIV. LAS VILLAS,AVENIDA,HEBERTO CASTILLO FRENTE A SMART,"25.785965517438434, -100.5801435580436",
756,2022,FEBRERO,2022-02-22,MARTES,06:02:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VILLAS DEL PONIENTE,AVENIDA,LATERAL DE LINCOLN Y VILLA DEL REY,"25.773956410935952, -100.42674006385224",
600,2022,FEBRERO,2022-02-22,MARTES,18:45:00,FRONTAL,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA CENTRO,CALLE,HIDALGO Y ESCOBEDO,"25.811986779324332, -100.59717237468111",
547,2022,FEBRERO,2022-02-22,MARTES,19:43:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,COLINAS DEL RIO,CALLE,RIO SAN LUIS Y RIO SALADO,"25.806010055947585, -100.60899913717296",
689,2022,FEBRERO,2022-02-22,MARTES,07:17:00,ESTRELLAMIENTO,CODE/DAÑOS,LLAMADA AL 911,COLONIA,LA RESERVA,AVENIDA,PROL.RUIZ CORTINEZ,"25.774804916632796, -100.44152713546458",
758,2022,FEBRERO,2022-02-23,MIERCOLES,05:31:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LOS PARQUES,AVENIDA,LATERAL DE LA AUTOPISTA Y LINCOLN,"25.78461462648673, -100.4737844889811",
412,2022,FEBRERO,2022-02-23,MIERCOLES,18:21:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,LAS LOMAS,AVENIDA,LINCOLN Y LOMAS JARDINES,"25.775056385256637, -100.4322955994114",
182,2022,FEBRERO,2022-02-23,MIERCOLES,03:10:00,VOLCADURA,DAÑOS,LLAMADA AL 911,COLONIA,DOMINIO CUMBRES,AVENIDA,PASEO DE LOS LEONES Y CALZADA LAS CUMBRES,"25.76051778625002, -100.4636694587116",
131,2022,FEBRERO,2022-02-23,MIERCOLES,21:35:00,ATROPELLO,EN TRAMITE/ CODE,LLAMADA AL 911,COLONIA,PASEO DE CAPELLANIAS,AVENIDA,ANILLO PERIFERICO Y PASEO DE LA ESTACION,"25.797311579398798, -100.60926354117157",
951,2022,FEBRERO,2022-02-27,DOMINGO,09:47:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MONTE NOVA,CALLE,MONTE TOLEDO Y MONTE NOVA,"25.771400017764503, -100.43670869899047",
413,2022,FEBRERO,2022-02-27,DOMINGO,17:39:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MIRADOR DE GARCIA,AVENIDA,PROL. SOR JUAN INES Y HEBERTO CASTILLO,"25.796237025966892, -100.58478936782402",
725,2022,FEBRERO,2022-02-27,DOMINGO,20:18:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,PASEO DEL NOGAL,AVENIDA,SOR JUAN INES Y PIEDRA AZUL,"25.795789427672737, -100.59392690348173",
893,2022,FEBRERO,2022-02-27,DOMINGO,02:04:00,CRUCERO,DAÑOS,LLAMADA AL 911,COLONIA,VILLAS DEL PONIENTE,AVENIDA,LINCOLN,"25.773194926756013, -100.4257615066966",
