 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
1003,2022,MARZO,2022-03-12,SABADO,17:37:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,SAMSARA,AVENIDA,LINCOLN Y LIBRAMIENTO,"25.78316409846182, -100.46845855342295",
3361,2022,NOVIEMBRE,2022-11-17,JUEVES,07:40:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR.GARCIA FTE. ALA CUETARA,"25.775379504699163, -100.56592461636981",
870,2022,MARZO,2022-03-13,DOMINGO,03:28:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,RIBERAS DE CAPILLANIA,CALLE,CRISTO REY Y EMILIANO ZAPATA,"25.806720427978576, -100.61325393182025",
2514,2022,NOVIEMBRE,2022-11-17,JUEVES,16:55:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA  REAL,BLVD,HEBERTO CASTILLO Y SIERRA REAL,"25.788262835893967, -100.58126601908215",
497,2022,MARZO,2022-03-14,LUNES,21:41:00,ALCANCE,DAÑOS,LLAMADA AL 911,COLONIA,LOS PARQUES,AVENIDA,DEL ROBLE Y LOS PARQUES,"25.78479644342752, -100.47510086910339",
3228,2022,NOVIEMBRE,2022-11-17,JUEVES,17:01:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS  BICENTENARIO,AVENIDA,LINCOLN,"25.781481508335744, -100.45922793578619",
771,2022,MARZO,2022-03-15,MARTES,17:04:00,ESTRELLAMIENTO,CODE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,CALLE,VILLA CORONA Y VILLA DE CHAPULTEPEC,"25.779274323579358, -100.4346765678952",
1998,2022,NOVIEMBRE,2022-11-17,JUEVES,00:46:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA E,AVENIDA,HACIENDA DEL SOL Y SAN ANTONIO,"25.78955255560411, -100.56412713215325",
1005,2022,MARZO,2022-03-15,MARTES,18:01:00,SALIDA DE CAMINO,DAÑOS,LLAMADA AL 911,COLONIA,ESTACION DURAZNO,CARRETERA,CARR. A GARCIA Y COLOSIO,"25.745114513874757, -100.5272317315991",
3380,2022,NOVIEMBRE,2022-11-18,VIERNES,18:24:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,FRAY LA 11,CALLE,FRAY ANDRES DE  LOS OLMOS,"25.79956820728842, -100.59549249258262",
1058,2022,MARZO,2022-03-16,MIERCOLES,01:56:00,ESTRELLAMIENTO,FINIQUTADO /DAÑOS,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,CALLE,PRADERAS Y SAN JOSE,"25.793630075195054, -100.42999624488866",
2921,2022,NOVIEMBRE,2022-11-19,SABADO,12:30:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,BOSQUES DE LAS LOMAS,AVENIDA,LINCOLN  Y  JARDIN  DELAS  LOMAS,"25.77498479029149, -100.4323694034686",
808,2022,MARZO,2022-03-16,MIERCOLES,14:45:00,ESTRELLAMIENTO,FIQUITADO,LLAMADA AL 911,COLONIA,BENITO JUAREZ,CALLE,JUANA A SOBREVILLA Y ESCOBEDO,"25.80164818867361, -100.59243926119609",
3133,2022,NOVIEMBRE,2022-11-20,DOMINGO,06:41:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,COLINAS DEL RIO,CALLE,RIO SAN JUAN Y FATIMA,"25.80558376818506, -100.60962093680475",
1104,2022,MARZO,2022-03-16,MIERCOLES,15:06:00,ALCANCE,FIQUITADO,LLAMADA AL 911,COLONIA,LOS NOGALES,CALLE,CERESO Y TREBOL,"25.804646272609155, -100.60333613025807",
1296,2022,NOVIEMBRE,2022-11-23,MIERCOLES,23:56:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,SAMSARA,CALLE,BELLINI Y GLAMBELLINO,"25.777325668631835, -100.44902837027148",
729,2022,MARZO,2022-03-17,JUEVES,05:30:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,PUNTA ALTA,AVENIDA,LINCOLN Y PUNTA ALTA,"25.795025914800092, -100.53000892958974",
1896,2022,NOVIEMBRE,2022-11-24,JUEVES,09:02:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,LINCOLN Y MITRAS PONIENTE,"25.776180589895855, -100.4361232511397",
615,2022,MARZO,2022-03-17,JUEVES,,CRUCERO,CODE,LLAMADA AL 911,COLONIA,VALLE DE SAN BLAS,CALLE,DR.WILLIAM HERVEY Y DR.ALBERTO ACEVES,"25.80575674629134, -100.56878434818564",
3207,2022,NOVIEMBRE,2022-11-26,SABADO,17:25:00,DIVERSO,EN TRAMITE,LLAMADA AL 911,COLONIA,HEROES DE CAPELLANIA,AVENIDA,PASEO DE LOS LEONES Y VILLA SEGOVIA,"25.790790710808746, -100.55676542243107",
697,2022,MARZO,2022-03-17,JUEVES,15:11:00,CRUCERO,CODE,LLAMADA AL 911,COLONIA,CENTRO DE GARCIA,CALLE,LERDO DE TEJADA Y TREVIÑO GARZA,"25.818724998334783, -100.58747807239313",
2092,2022,NOVIEMBRE,2022-11-26,SABADO,23:51:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,S/D,CARRETERA,CAMINO A LAS GRUTAS KM. 1.5,"25.860873574675175, -100.52847705201184",
986,2022,MARZO,2022-03-18,VIERNES,07:00:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FRENTE A FRISA,"25.75765322436399, -100.53800805902758",
1897,2022,NOVIEMBRE,2022-11-27,DOMINGO,07:25:00,ATROPELLO,FINIQUITADO,LLAMADA AL 911,COLONIA,VISTA BELLA,CALLE,VISTA PONIENTE Y VISTA DEL OCEANO,"25.81858012845686, -100.53878087280161",
856,2022,MARZO,2022-03-18,VIERNES,19:21:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,MISION SAN JUAN,AVENIDA,MISION AGUA AZUL Y LINCOLN,"25.782543638692353, -100.46488972443177",
3208,2022,NOVIEMBRE,2022-11-27,DOMINGO,16:20:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,VILLAS DEL PONIENTE,AVENIDA,LINCOLN Y VILLAS DEL PONIENTE,"25.773142520531213, -100.42532284926853",
1049,2022,MARZO,2022-03-18,VIERNES,04:31:00,DIVERSO,DAÑOS,LLAMADA AL 911,COLONIA,BUGAMBILIAS,CALLE,GARDENIA Y DALIA,"25.801764564304598, -100.60907432960973",
3088,2022,NOVIEMBRE,2022-11-27,DOMINGO,19:55:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,FRACC. VISTA BELLA,AVENIDA,VISTA PONIENTE Y VISTA DEL VALLE,"25.815453483973158, -100.54142227934804",
857,2022,MARZO,2022-03-19,SABADO,14:40:00,LATERAL,TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA CASA GRANDE,AVENIDA,HEBERTO CASTILLO Y HACIENDA CASA GRANDE,"25.785139048425663, -100.57977435500666",
3157,2022,NOVIEMBRE,2022-11-28,LUNES,21:10:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,CENTRO DE GARCIA,CALLE,HIDALGO Y VICTORIA,"25.81077517986773, -100.60541693939074",
730,2022,MARZO,2022-03-19,SABADO,11:55:00,ATROPELLO,FINIQUITADO,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,MINERIAS Y REAL DE MINAS,"25.79560220924102, -100.48093323577977",
1898,2022,NOVIEMBRE,2022-11-28,LUNES,18:22:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PORTAL DE LINCOLN,AVENIDA,LINCOLN,"25.79893392705732, -100.53917697594092",
1037,2022,MARZO,2022-03-20,DOMINGO,23:48:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE SAN BLAS,CALLE,CARLOS MARTINEZ Y RAMON DE LA FUENTE,"25.798378135183622, -100.56493367491112",
3281,2022,NOVIEMBRE,2022-11-29,MARTES,12:41:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN Y VERANDA,"25.78296448983727, -100.46747588573197",
1108,2022,MARZO,2022-03-20,DOMINGO,15:50:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,ANTIGUO CAMINO A SAN JOSE,"25.794639343435858, -100.46648331743",
2922,2022,NOVIEMBRE,2022-11-29,MARTES,15:05:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,BOULEVARD,HEBERTO CASTILLO Y SIERRA REAL,"25.78866400415674, -100.58155118581413",
418,2022,MARZO,2022-03-20,DOMINGO,06:25:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,COLINAS DEL RIO,CALLE,RIO SANTA CATARINA Y RIO ALAMO,"25.806459871538994, -100.60805676868489",
1899,2022,NOVIEMBRE,2022-11-29,MARTES,14:02:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. INDUSTRIAL Y COLOSIO,"25.745268335560393, -100.52740199590028",
700,2022,MARZO,2022-03-20,DOMINGO,15:26:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,JOYAS DEL CARRISAL,AVENIDA,JUAREZ Y CAMINO AL PANTEON,"25.811359232278377, -100.62439550312061",
2816,2022,NOVIEMBRE,2022-11-30,MIERCOLES,21:38:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,LOS ENCINOS RESIDENCIAL,BOULEVARD,BOLEVARD.DEL LAS PLAZAS Y GALERIAS,"25.824130524983975, -100.59308627380734",
946,2022,MARZO,2022-03-20,DOMINGO,1899-12-30 00:00:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,MIRADOR DE GARCIA,AVENIDA,HEBERTO CASTILLO Y SOR JUAN INES DE LA CRUZ,"25.79612804213994, -100.58486575126746",
3089,2022,DICIEMBRE,2022-12-01,JUEVES,06:25:00,CHOQUE FRONTAL,EN TRAMITE,LLAMADA AL 911,COLONIA,VERANDA,AVENIDA,LINCOLN Y VERANDA,"25.782849805016856, -100.4670375659258",
1086,2022,MARZO,2022-03-21,LUNES,04:31:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FRETEN A EMPRESA MEXTILE,"25.77890512809989, -100.57180100088861",
2924,2022,DICIEMBRE,2022-12-01,JUEVES,13:56:00,CRUCERO,CODE,LLAMADA AL 911,COLONIA,EMILIANO ZAPATA,BOULEVARD,HEBERTO CASTILLO Y LAZARO CARDENAZ,"25.79803304768619, -100.58553688113008",
617,2022,MARZO,2022-03-21,LUNES,18:03:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,REAL DE PALMAS FRENTE A BODEGA AHORRERA,"25.792294504361433, -100.4899638111712",
3136,2022,DICIEMBRE,2022-12-02,VIERNES,17:05:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,JARDIN DE LAS LOMAS,AVENIDA,LINCOLN Y LOMAS JARDINES,"25.7749960722257, -100.43235355087283",
106,2022,MARZO,2022-03-21,LUNES,18:57:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,AVENIDA,MONTE OXX Y PRADERAS,"25.804713109574365, -100.43478345105935",
3552,2022,DICIEMBRE,2022-12-03,SABADO,16:43:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,AVENIDA,PRADERAS Y VALLE DE MEXICO,"25.804650367451835, -100.43496844098483",
959,2022,MARZO,2022-03-21,LUNES,10:37:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y SIERRA SOLEDAD,"25.780933403125125, -100.58741043185582",
3479,2022,DICIEMBRE,2022-12-04,DOMINGO,20:12:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,HEROES DE CAPELLANIA,AVENIDA,LAGO GARDA Y LAGO VICTORIA,"25.791630591427765, -100.55694395244818",
158,2022,MARZO,2022-03-21,LUNES,00:22:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,AVANCE POPULAR,AVENIDA,MARAVILLAS Y EMILIANO ZAPATA,"25.806780894785433, -100.61244896694215",
3176,2022,DICIEMBRE,2022-12-04,DOMINGO,17:17:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,LAS ARBOLEDAS,AVENIDA,HEBERTO CASTILLO Y MEZQUITE,"25.79105906526609, -100.58266614846362",
1087,2022,MARZO,2022-03-21,LUNES,22:11:00,ATROPELLO,FINIQUITADO,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,CALLE,CHAPALA Y ZUMPANGO,"25.798107369152245, -100.43778379997767",
3039,2022,DICIEMBRE,2022-12-04,DOMINGO,00:13:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,LOS PARQUES,CALLE,AGATA Y PLATINO,"25.78870222803776, -100.47081942855532",
1135,2022,MARZO,2022-03-22,MARTES,11:26:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LA RESERVA,AVENIDA,PROL.RUIZ CORTINES Y LA RESERVA,"25.77476665363293, -100.441392096253",
3429,2022,DICIEMBRE,2022-12-04,DOMINGO,23:01:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,MINAS,AVENIDA,HEBERTO CASTILLO Y TITANIO,"25.8009009347611, -100.58616532088816",
923,2022,MARZO,2022-03-22,MARTES,15:19:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,FRACC   P . LAS TORRES,CALLE,PASEO DE LAS PALMAS YPASEO DE LOS NARDOS,"25.787657777595566, -100.59612712188341",
3233,2022,DICIEMBRE,2022-12-05,LUNES,X,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,JARDIN DE LAS LOMAS,AVENIDA,LINCOLN Y JARDIN DE LAS LOMAS,"25.775257101039426, -100.43364675862468",
1050,2022,MARZO,2022-03-23,MIERCOLES,00:11:00,SALIDA DE CAMINO,DAÑOS,LLAMADA AL 911,COLONIA,LA RESERVA,AVENIDA,ALEJANDRO DE RODAS Y LA RESERVA,"25.761547577690777, -100.44548824387739",
3432,2022,DICIEMBRE,2022-12-05,LUNES,14:40:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,CAMINO A SAN JOSE Y SAN ROBERTO,"25.79274560759132, -100.47699993438974",
1136,2022,MARZO,2022-03-23,MIERCOLES,11:31:00,LATERAL,CODE,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,CALLE,SAN JOSE Y PASEO,"25.804367136670358, -100.42930683898831",
3058,2022,DICIEMBRE,2022-12-06,MARTES,09:11:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,MITRAS PONIENTE,AVENIDA,LINCOLN Y AV. SIERRA MADRE,"25.77751839859353, -100.44265992602982",
266,2022,MARZO,2022-03-23,MIERCOLES,18:51:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA 500 MTS. DE ALCALI,"25.763271082674606, -100.54618806076147",
3362,2022,DICIEMBRE,2022-12-06,MARTES,08:24:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,VILLAS DEL PONIENTE,AVENIDA,LINCOLN Y VILLAS DEL PONIENTE,"25.773195302625947, -100.42550442680238",
813,2022,MARZO,2022-03-25,VIERNES,10:03:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,AMPLIACION LOS NOGALES,AVENIDA,MARAVILLAS Y PIRUL,"25.798124385997674, -100.60183128568265",
3480,2022,DICIEMBRE,2022-12-06,MARTES,18:45:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,SANTA ELENA,CALLE,CAMINO AL PANTEON FRENTE A RUTA 155,"25.810916022087458, -100.61828833364116",
909,2022,MARZO,2022-03-25,VIERNES,18:33:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,EMILIANO ZAPATA,AVENIDA,HEBERTO CASTILLO Y FRUCTUOSO,"25.797518492116264, -100.58543888279813",
3383,2022,DICIEMBRE,2022-12-07,MIERCOLES,11:30:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PARAJE SAN JOSE,AVENIDA,PORTAL DEL PARQUE Y SAN JOSE,"25.804833476397018, -100.42950888282527",
1021,2022,MARZO,2022-03-25,VIERNES,02:00:00,ALCANCE,CODE,LLAMADA AL 911,COLONIA,MITRAS BICENTENARIO,AVENIDA,LINCOLN Y BICENTENARIO,"25.78150182917112, -100.45933828345179",
3381,2022,DICIEMBRE,2022-12-07,MIERCOLES,07:11:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,AVENIDA,COLOSIO Y CARR.GARCIA,"25.745197069934207, -100.5273008555047",
108,2022,MARZO,2022-03-26,SABADO,18:05:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,CALLE,MAYORASGO Y CONQUISTA,"25.79956356199447, -100.45796962280639",
3403,2022,DICIEMBRE,2022-12-08,JUEVES,12:05:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MISION SAN JUAN,CALLE,MISION REAL DEL MONTE Y MISION AGUA AZUL,"25.78416434374934, -100.46685684145709",
775,2022,MARZO,2022-03-27,DOMINGO,18:25:00,ALCANCE,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y SIERRA AMARILLA,"25.776398603624855, -100.5884167372658",
3482,2022,DICIEMBRE,2022-12-08,JUEVES,17:05:00,DIVERSO,EN TRAMITE,LLAMADA AL 911,COLONIA,MIRADOR DE GARCIA,CALLE,SOR JUANA INES DE LA CRUZ Y HEBERTO CASTILLO,"25.796051041935442, -100.58366343471353",
1060,2022,MARZO,2022-03-27,DOMINGO,21:48:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,CALLE,HACIENDA SAN ANGEL Y HACIENDA CASA GRANDE,"25.79083203149139, -100.56886909439838",
3113,2022,DICIEMBRE,2022-12-09,VIERNES,19:51:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MIRADOR DE GARCIA,BRECHA,HEBERTO CASTILLO Y SOR JUANA INES,"25.795451917691956, -100.58351159505858",
1032,2022,MARZO,2022-03-28,LUNES,23:41:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VALLE DE SAN BLAS,AVENIDA,PUENTE SAN BLAS Y HOSPITAL,"25.798235686078513, -100.57025073338963",
2818,2022,DICIEMBRE,2022-12-09,VIERNES,22:31:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,HACIENDA DEL SOL,AVENIDA,HACIENDA DEL SOL Y DIAMANTE,"25.78385452752954, -100.57334079081811",
1171,2022,MARZO,2022-03-28,LUNES,15:05:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LAS LOMAS,CALLE,BOSQUES DE PARAGUAYO Y BOSQUE FLAMENCO,"25.762430024926303, -100.4303794237272",
3285,2022,DICIEMBRE,2022-12-10,SABADO,09:02:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y SIERRA DE LAS MITRAS,"25.78589963083594, -100.58428860210549",
964,2022,MARZO,2022-03-29,MARTES,12:35:00,ESTRELLAMIENTO,FINIQUITADO,LLAMADA AL 911,COLONIA,SIERRA REAL,AVENIDA,SIERRA REAL Y HEBERTO CASTILLO,"25.787839166551123, -100.58142726813877",
3483,2022,DICIEMBRE,2022-12-10,SABADO,21:30:00,LATERAL,FINIQUITADO,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,AVENIDA,LINCOLN Y REAL DE MINAS,"25.78865409206397, -100.49149146766524",
1068,2022,MARZO,2022-03-29,MARTES,22:48:00,ALCANCE,DAÑOS,LLAMADA AL 911,COLONIA,MISION SAN JUAN,AVENIDA,LINCOLN Y MISION ARCOS,"25.78231549420237, -100.46388339937803",
3114,2022,DICIEMBRE,2022-12-10,SABADO,17:20:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,BICENTENARIO,AVENIDA,LINCOLN Y LIBRAMIENTO,"25.77937465467387, -100.45165014948749",
1052,2022,MARZO,2022-03-30,MIERCOLES,21:14:00,ESTRELLMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PASEO DE LAS MINAS,CALLE,PLATA Y TITANIO,"25.79882256026394, -100.57816132304838",
2794,2022,DICIEMBRE,2022-12-10,SABADO,22:14:00,ATROPELLO,FINIQUITADO,LLAMADA AL 911,COLONIA,EMILIANO ZAPATA,AVENIDA,HEBERTO CASTILLO Y TITANIO,"25.800863945158465, -100.58627537598346",
1138,2022,MARZO,2022-03-30,MIERCOLES,,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,BICENTENARIO,AVENIDA,BICENTENARIO Y SILAO,"25.783969824927993, -100.4587004938189",
3456,2022,DICIEMBRE,2022-12-11,DOMINGO,08:24:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PRIV.LAS VILLAS,AVENIDA,HEBERTO CASTILLO Y PRIV.LAS VILLAS,"25.786948656263103, -100.58063228058097",
1189,2022,MARZO,2022-03-31,JUEVES,13:45:00,FRONTAL,EN TRAMITE,LLAMADA AL 911,COLONIA,VALLE DE LINCOLN,CALLE,LISBOA YMONTIJO,"25.80931282304366, -100.48526476297567",
3364,2022,DICIEMBRE,2022-12-11,DOMINGO,05:58:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,PRIV.LAS VILLAS,BOULEVARD,HEBERTO CASTILLO Y PRIV.LAS VILLAS,"25.786965869201225, -100.58074698025142",
872,2022,ABRIL,2022-04-02,SABADO,04:32:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,VILLA PONIENTE,AVENIDA,LINCOLN Y CUMBRES DEL SOL,"25.771272349214286, -100.42215386495191",
3275,2022,DICIEMBRE,2022-12-12,LUNES,16:10:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,BOSQUE DE LAS LOMAS,AVENIDA,LINCOLN Y BOSQUE DE LAS LOMAS,"25.773269079670143, -100.426683657867",
1153,2022,ABRIL,2022-04-02,SABADO,16:12:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,LAS LOMAS,AVENIDA,LINCON FRENTE A THE HOME DEPOT,"25.772109609087153, -100.42342457278264",
3235,2022,DICIEMBRE,2022-12-13,MARTES,09:30:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,SAMSARA,AVENIDA,LINCOLN FTE.A GUARDIA CIVIL,"25.778549818538327, -100.44752120981727",
429,2022,ABRIL,2022-04-02,SABADO,20:00:00,LATERAL,EN TRAMITE,LLAMADA AL 911,COLONIA,MIRADOR,AVENIDA,HEBERTO CASTILLOY SOR JUANA INES DE LA CRUZ,"25.796145692479623, -100.58488592705791",
3041,2022,DICIEMBRE,2022-12-13,MARTES,22:52:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,S/D,AVENIDA,PASE DE LOS LEONES Y SANTUARIO,"25.76011835896744, -100.45290306271374",
1168,2022,ABRIL,2022-04-02,SABADO,20:01:00,ALCANCE,FINIQUITADO,LLAMADA AL 911,COLONIA,SAN BLAS,AVENIDA,AV DEL HOSPITAL Y  DR. CARLOS  MARTINEZ DEL RIO,"25.800443757324082, -100.56800420216362",
3091,2022,DICIEMBRE,2022-12-14,MIERCOLES,19:45:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,REAL DE CAPELLANIAS,AVENIDA,LAS TORRES Y TOLEDO,"25.78359392895146, -100.59152195563192",
1276,2022,ABRIL,2022-04-03,DOMINGO,06:03:00,SALIDA DE CAMINO,DAÑOS,LLAMADA AL 911,COLONIA,,CARRETERA,CARR.ICAMOLE A EL MILAGRO,"25.926014248007878, -100.72031548665105",
3367,2022,DICIEMBRE,2022-12-14,MIERCOLES,20:30:00,CRUCERO,FINIQUITADO,LLAMADA AL 911,COLONIA,ZONA CENTRO,CALLE,GENERAL TREVIÑO Y PORFIRIO DIAZ,"25.808101054999472, -100.59460992251834",
763,2022,ABRIL,2022-04-03,DOMINGO,08:56:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,DOMINIO CUMBRES,AVENIDA,RICHAR EBIRD Y MIRADOR,"25.753284526253722, -100.46852344529056",
3602,2022,DICIEMBRE,2022-12-15,JUEVES,08:46:00,FRONTAL,EN TRAMITE,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA,"25.745798547862655, -100.52761017599451",
1022,2022,ABRIL,2022-04-03,DOMINGO,02:18:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,SAN BLAS,CALLE,DR.CARLOS MTZ. Y DR.EDWAR JENNER,"25.802149729628276, -100.56996752430442",
2796,2022,DICIEMBRE,2022-12-16,VIERNES,00:40:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,MISION SAN JUAN,AVENIDA,LINCOLN Y MISION AGUA AZUL,"25.78263534743864, -100.46546129599366",
842,2022,ABRIL,2022-04-03,DOMINGO,15:04:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,ALTAVILLA,AVENIDA,LINCOLN Y ALTAVILLA,"25.792011682215506, -100.51790660675732",
3358,2022,DICIEMBRE,2022-12-16,VIERNES,13:30:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,CENTRO,CALLE,BERNARDO REYES,"25.815311497231967, -100.60263005498906",
1202,2022,ABRIL,2022-04-03,DOMINGO,17:15:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PASEO DE CAPELLANIAS,AVENIDA,MARAVILLAS Y LA ESTACION,"25.79738149317714, -100.59952423735838",
3485,2022,DICIEMBRE,2022-12-16,VIERNES,11:53:00,CRUCERO,EN TRAMITE,LLAMADA AL 911,COLONIA,LOS NOGALES,AVENIDA,SOR JUANA I. DE LA CRUZ Y PIRUL,"25.798164304814833, -100.60183040405508",
1118,2022,ABRIL,2022-04-04,LUNES,08:24:00,ESTRELLAMIENTO,DAÑOS,LLAMADA AL 911,COLONIA,ZONA INDUSTRIAL,CARRETERA,CARR. A GARCIA FTE. A VITRO,"25.771044708491, -100.5589729582621",
3180,2022,DICIEMBRE,2022-12-17,SABADO,13:06:00,ESTRELLAMIENTO,EN TRAMITE,LLAMADA AL 911,COLONIA,PRIV DE LAS VILLAS,AVENIDA,PASEO DE LAS VILLAS Y LAS VILLAS,"25.78829689689014, -100.57726632462555",
