FOLIO ,AÑO,MES,FECHA,DIA ,HORA ,TIPO DE ACCIDENTE ,RESOLUCION,ORIGEN REPORTE,TIPO ASENTAMIENTO,NOMBRE ASENTAMIENTO,TIPO VIALIDAD,NOMBRE VIALIDAD ,GEORREFERENCIA
20815,2021,ABRIL,2021-04-28,MIÉRCOLES,18:57:00,LATERAL,PERITAJES,911,COLONIA,PARQUE STIVA,AVENIDA,BARRAGAN Y STIVA,"25.759346, -100.306363"
18242,2021,FEBRERO,2021-02-08,LUNES,16:12:00,ALCANCE,FINIQUITADO,911,COLONIA,CERRADAS DE CASA BLANCA,AVENIDA,LOPEZ MATEOS Y ORION,"25.741618, -100.235863"
20817,2021,ABRIL,2021-04-29,JUEVES,20:20:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y ZONA NORTE,"25.762644, -100.294324"
15819,2021,FEBRERO,2021-02-08,LUNES,17:04:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,MARGARITA SALAZAR,AVENIDA,LOPEZ MATEOS Y CASA BCA,"25.736241, -100.243574"
19545,2021,ABRIL,2021-04-29,JUEVES,00:50:00,CRUCERO Y PROYECCION,PERITAJES,911,COLONIA,CASA BELLA,AVENIDA,SENDERO Y COLOMBIA,"25.767392, -100.292059"
18715,2021,FEBRERO,2021-02-08,LUNES,15:20:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,JUAN PABLO II Y ROMULO GZA,"25.710516, -100.264117"
14572,2021,ABRIL,2021-04-29,JUEVES,21:43:00,CRUCERO,A.M.P,911,COLONIA,BOSQUES DEL ROBLE,AVENIDA,SANTO DOMINGO Y SOFIA BASSI,"25.754933, -100.279721"
16681,2021,FEBRERO,2021-02-08,LUNES,13:00:00,ALCANCE CON HUIDA,FINIQUITADO,C4,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y GUSTAVO A BEACKER,"25.730964, -100.308959"
20908,2021,ABRIL,2021-04-29,JUEVES,19:15:00,ALCANCE,FINIQUITADO,911,COLONIA,PRIVAL DE ANAHUAC,AVENIDA,REP MEXICANA  Y JUAN PABLO II,"25.73551, -100.286818"
18089,2021,FEBRERO,2021-02-09,MARTES,07:26:00,ESTRELLAMEINTO/VOLCADURA,PERITAJES,RUTINA,COLONIA,FRANCISCO G SADA,AVENIDA,ROMULO GZA  Y CHURUBUSCO,"25.70827, -100.267811"
20491,2021,ABRIL,2021-04-29,JUEVES,17:44:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y FAMOSA,"25.726338, -100.298384"
18299,2021,FEBRERO,2021-02-09,MARTES,07:04:00,REVERSA,FINIQUITADO,RUTINA,COLONIA,MARGARITA SALAZAR,AVENIDA,LOPEZ  MATEOS Y YECORA,"25.738233, -100.241192"
21307,2021,ABRIL,2021-04-29,JUEVES,13:04:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,NOGALAR  Y  INDUSTRIAL NOGALAR,"25.717745, -100.28642"
18904,2021,FEBRERO,2021-02-09,MARTES,07:58:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CHAPULTEPEC,AVENIDA,JUAN PABLO II Y GONZALITOS,"25.746725, -100.294504"
20838,2021,ABRIL,2021-04-29,JUEVES,15:03:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,MARGARITA SALAZAR,AVENIDA,LOPEZ MATEOS Y CARACOL,"25.736831, -100.242963"
18143,2021,FEBRERO,2021-02-09,MARTES,11:50:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,JARDINES DE ANAHUAC,AVENIDA,DIEDO DIAZ Y CORDILLERA,"25.737394, -100.268338"
20501,2021,ABRIL,2021-04-29,JUEVES,19:28:00,LATERAL,PERITAJES,911,COLONIA,ANAHUAC,AVENIDA,BARRAGAN Y GUILLERMO VALENCIA,"25.740027, -100.313005"
18516,2021,FEBRERO,2021-02-09,MARTES,11:05:00,ALCANCE/PROYECCION,FINIQUITADO,RUTINA,FRACCIONAMIENTO,FRAC. KENEDY,AVENIDA,BARRAGAN Y BOSTON,"25.731683, -100.316126"
20816,2021,ABRIL,2021-04-29,JUEVES,17:17:00,ESTRELLAMIENTO DOBLE/VOLCADURA,PERITAJES,C4,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,BARRAGAN Y FIDEL VZZ,"25.729245, -100.316883"
17022,2021,FEBRERO,2021-02-10,MIÉRCOLES,21:50:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CONGREGACION MARIANO ESCOBEDO,AVENIDA,SANTO DOMINGO Y CRSITINA LARRALDE,"25.746995, -100.287484"
21234,2021,ABRIL,2021-04-29,JUEVES,22:00:00,LATERAL,FINIQUITADO,C4,COLONIA,CABECERA MUNICIPAL,AVENIDA,ARTURO B DE LA GZA Y CUAUHTEMOC,"25.75928, -100.287187"
18632,2021,FEBRERO,2021-02-10,MIÉRCOLES,08:35:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y ACAPULCO,"25.72448, -100.214115"
20172,2021,ABRIL,2021-04-29,JUEVES,09:27:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LAS NUEVAS PUENTES,AVENIDA,DIEGO DIAZ Y  SIERRA  DE BAZA,"25.746171, -100.259871"
17546,2021,FEBRERO,2021-02-10,MIÉRCOLES,16:57:00,DIVERSO,PERITAJES,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,LOPEZ MATEOS Y NOGALAR,"25.711209, -100.277666"
21502,2021,ABRIL,2021-04-30,VIERNES,18:15:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SENDERO Y BALCONES DE ANAHUAC,"25.764461, -100.315522"
18212,2021,FEBRERO,2021-02-10,MIÉRCOLES,12:24:00,LATERAL,FINIQUITADO,911,COLONIA,CABECERA MUNICIPAL,CALLE,JUAREZ Y BUSTAMANTE,"25.754217, -100.294134"
21428,2021,ABRIL,2021-04-30,VIERNES,13:32:00,LATERAL,FINIQUITADO,RUTINA,INFONAVIT,FIDEL VELAZQUEZ,AVENIDA,ROMULO G Y JOSE LOPEZ PORTILLO,"25.712866, -100.258217"
18876,2021,FEBRERO,2021-02-10,MIÉRCOLES,17:16:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775, -100.309218"
19621,2021,ABRIL,2021-04-30,VIERNES,17:03:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,NOGALAR Y DIEGO DIAZ,"25.715636, -100.283725"
18255,2021,FEBRERO,2021-02-10,MIÉRCOLES,18:52:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,CRISTINA LARRALDE Y PUENTES,"25.744499, -100.29061"
20466,2021,ABRIL,2021-04-30,VIERNES,15:52:00,ALCANCE/PROYECCION,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,NOGALAR Y DIEGO DIAZ,"25.715636, -100.283725"
18807,2021,FEBRERO,2021-02-10,MIÉRCOLES,10:06:00,CRUCERO,FINIQUITADO,911,COLONIA,VILLA AZUL,CALLE,CALLE 7 Y CALLE 8,"25.755588, -100.301252"
21210,2021,ABRIL,2021-04-30,VIERNES,09:02:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,GUSTAVO DIAZ ORDAZ,AVENIDA,LOPEZ MATEOS Y AQUILE SERDAN,"25.715698, -100.271138"
18963,2021,FEBRERO,2021-02-10,MIÉRCOLES,21:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,PARQUE STIVA,AVENIDA,BARRAGAN Y LERDO,"25.759318, -100.306114"
21402,2021,ABRIL,2021-04-30,VIERNES,13:10:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,AZTECA,AVENIDA,LOPEZ  MATEOS Y CUITLAHUAC,"25.719203, -100.26611"
18521,2021,FEBRERO,2021-02-11,JUEVES,10:47:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y TREVIÑO,"25.760483, -100.295105"
21055,2021,ABRIL,2021-04-30,VIERNES,01:20:00,DIVERSO,FINIQUITADO,RUTINA,RESIDENCIAL,RECIDENCIAL ROBLE,CALLE,JORGE GZZ Y JULIO CASTELLANOS,"25.76563, -100.287433"
18964,2021,FEBRERO,2021-02-11,JUEVES,19:26:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,UNIVERSIDAD Y SOR JUANA INES DE LA CRUZ,"25.739091, -100.302734"
20818,2021,ABRIL,2021-04-30,VIERNES,15:49:00,LATERAL /ESTRELLAMIENTO MULTIPLE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775, -100.309218"
19082,2021,FEBRERO,2021-02-11,JUEVES,00:23:00,DERRAME DE DIESEL,PERITAJES,RUTINA,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SENDERO Y BALCONES DE ANAHUAC,"25.764461, -100.315522"
21377,2021,ABRIL,2021-04-30,VIERNES,22:12:00,SALIDA DE CAMINO,PERITAJES,911,COLONIA,VALLE DE LAS PUENTES,AVENIDA,CRISTINA LARRALDE Y VALLE DE BRAVO,"25.747691, -100.284561"
18213,2021,FEBRERO,2021-02-11,JUEVES,07:25:00,LATERAL,PERITAJES,RUTINA,COLONIA,VALLE DE SAN CARLOS,AVENIDA,SANTO DOMINGO  Y DIEGO DIAZ DE BERLANGA,"25.75077, -100.254897"
20492,2021,ABRIL,2021-04-30,VIERNES,14:20:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,CALLE,CAM ALA GRANGE Y ANILLO ELECTRICO,"25.744688, -100.243978"
18144,2021,FEBRERO,2021-02-11,JUEVES,08:09:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,SAN BARTOLO,AVENIDA,SANTO DOM Y ARTURO B DE LA GZA,"25.756003, -100.286029"
21089,2021,ABRIL,2021-04-30,VIERNES,19:45:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,SAN BARTOLO,AVENIDA,ARTURO B Y MORENITA MIA,"25.757823, -100.286591"
18548,2021,FEBRERO,2021-02-11,JUEVES,06:28:00,ESTRELLAMIENTO,PERITAJES,911,INFONAVIT,FIDEL VELAZQUEZ,AVENIDA,ROMULO GZA Y ROBERTO G SADA,"25.7124, -100.2612"
20910,2021,ABRIL,2021-04-30,VIERNES,18:50:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LOMAS DEL ROBLE,AVENIDA,ALMAZAN Y JORGE DEL MORAL,"25.737413, -100.318474"
18091,2021,FEBRERO,2021-02-11,JUEVES,06:49:00,ESTRELLAMIENTO/MULTIPLE,PERITAJES,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y ROBERTO G. SADA,"25.7124, -100.2612"
20568,2021,MAYO,2021-05-01,SÁBADO,19:10:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CIUDAD IDEAL,CALLE,MARIO J MAYOR Y DOROTEO RUIZ,"25.706696, -100.246825"
19129,2021,FEBRERO,2021-02-11,JUEVES,10:00:00,ALCANCE,PERITAJES,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y ROBERTO G. SADA,"25.7124, -100.2612"
20173,2021,MAYO,2021-05-01,SÁBADO,11:32:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,MARGARITA SALAZAR,AVENIDA,LOPEZ MATEOS Y FUNDIDORES,"25.733371, -100.247867"
18215,2021,FEBRERO,2021-02-11,JUEVES,09:39:00,ALCANCE CON HUIDA,PERITAJES,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAY MUNICH,"25.728658, -100.301883"
20879,2021,MAYO,2021-05-01,SÁBADO,17:26:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,CRISTINA LARRALDE Y JUAN PABLO II,"25.743391, -100.293008"
18451,2021,FEBRERO,2021-02-11,JUEVES,11:11:00,ALCANCE,FINIQUITADO,911,COLONIA,CENTENARIO,AVENIDA,MORENITA MIA Y AARON SAENZ,"25.767742, -100.27909"
21056,2021,MAYO,2021-05-02,DOMINGO,01:00:00,CRUCERO CON HUIDA,PERITAJES,RUTINA,COLONIA,ANAHUAC,AVENIDA,UNIVERISDAD Y LOPE DE VEGA,"25.739417, -100.302999"
18112,2021,FEBRERO,2021-02-11,JUEVES,22:30:00,LATERAL,FINIQUITADO,911,COLONIA,HEROES DE MEXICO,AVENIDA,MONTES BERNESES Y AGUSTIN DE ITURBIDE,"25.759853, -100.264"
21090,2021,MAYO,2021-05-02,DOMINGO,17:22:00,ESTRELLAMEINTO CON 18,INVESTIGACIONES,911,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SENDERO Y BARRAGAN,"25.765865, -100.305457"
19204,2021,FEBRERO,2021-02-11,JUEVES,10:13:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775, -100.309218"
20914,2021,MAYO,2021-05-02,DOMINGO,20:10:00,LATERAL,FINIQUITADO,911,COLONIA,SANTA MARIA,CALLE,LEON XII Y ISAURO ALFARO,"25.75239, -100.281152"
19029,2021,FEBRERO,2021-02-11,JUEVES,23:13:00,LATERAL,FINIQUITADO,C4,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775, -100.309218"
15842,2021,MAYO,2021-05-02,DOMINGO,16:38:00,ALCANCE,FINIQUITADO,911,COLONIA,VALLE DEL MEZQUITAL,CALLE,CAM ALA GRANGE Y SANTA ROSA,"25.740906, -100.239108"
18604,2021,FEBRERO,2021-02-11,JUEVES,09:52:00,ESTRELLAMIENTO,PERITAJES,C4,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y BARRAGAN,"25.729245, -100.316883"
20746,2021,MAYO,2021-05-02,DOMINGO,21:51:00,ESTRELLAMINETO,PERITAJES,RUTINA,COLONIA,VALLE LAGRANGE,CALLE,ANT CAM A APODACA Y ROBERTO G SADA,"25.716062, -100.264101"
18450,2021,FEBRERO,2021-02-11,JUEVES,08:44:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,ARTURO B DE LA GARZA Y JORGE TREVIÑO,"25.748153, -100.284655"
21058,2021,MAYO,2021-05-03,LUNES,20:15:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,VIA MATAMOROS Y FUTURO NOGALAR,"25.722392, -100.283862"
16686,2021,FEBRERO,2021-02-11,JUEVES,11:00:00,ALCANCE,FINIQUITADO,911,COLONIA,CABECERA MUNICIPAL,AVENIDA,ARTURO B DE LA GARZA Y SANTO DOMINGO,"25.756003, -100.286029"
18890,2021,MAYO,2021-05-03,LUNES,19:27:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,UNIVERSIDAD Y DEL BOSQUE,"25.734095, -100.30458"
16385,2021,FEBRERO,2021-02-11,JUEVES,10:00:00,ALCANCE,FINIQUITADO,RUTINA,RESIDENCIAL,ROBLE SAN NICOLAS,AVENIDA,ARTURO B DE LA GARZA Y FAROLITO,"25.76089, -100.287596"
21506,2021,MAYO,2021-05-03,LUNES,12:53:00,CRUCERO,FINIQUITADO,911,COLONIA,CHAPULTEPEC,AVENIDA,UNION Y TEXCOCO,"25.739868, -100.301394"
18312,2021,FEBRERO,2021-02-12,VIERNES,18:50:00,ALCANCE/PROYECCION,FINIQUITADO,RUTINA,COLONIA,VALLE DE LAS FLORES,AVENIDA,SANTO DOMINGO Y MONTES BERNESES,"25.752806, -100.266947"
20846,2021,MAYO,2021-05-03,LUNES,11:29:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,SANTA ROSA Y LOPEZ MATEOS,"25.739607, -100.239361"
13604,2021,FEBRERO,2021-02-12,VIERNES,13:38:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,SANTA ROSA Y VANADIO,"25.740594, -100.239215"
21152,2021,MAYO,2021-05-03,LUNES,20:10:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GZA Y LAS FLORES,"25.719409, -100.236062"
19132,2021,FEBRERO,2021-02-12,VIERNES,07:49:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GARZA Y LOS ARBOLES,"25.720888, -100.232264"
20957,2021,MAYO,2021-05-03,LUNES,21:17:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GZA Y LAS FLORES,"25.719409, -100.236062"
18146,2021,FEBRERO,2021-02-12,VIERNES,11:44:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,FUENTES DE ANAHUAC,AVENIDA,ROBERTO ESPINOZA Y FUENTE ALEGRE,"25.735271, -100.262458"
21504,2021,MAYO,2021-05-03,LUNES,08:22:00,LATERAL,FINIQUITADO,911,COLONIA,LA NOGALERA,AVENIDA,REPUBLICA MEXICANA Y SENDERO,"25.76976, -100.272451"
18811,2021,FEBRERO,2021-02-12,VIERNES,08:18:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,MANUEL L. BARRAGAN Y FIDEL VELAZQUEZ,"25.729245, -100.316883"
20569,2021,MAYO,2021-05-03,LUNES,09:40:00,ESTRELLAMIENTO /17,INVESTIGACIONES,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y OCEANO PACIFICO,"25.727833, -100.208695"
18813,2021,FEBRERO,2021-02-12,VIERNES,10:37:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,MANUEL BARRAGAN Y FIDEL VELAZQUEZ,"25.729245, -100.316883"
20820,2021,MAYO,2021-05-03,LUNES,13:09:00,ESTRELLAMIENTO,PERITAJES,C4,COLONIA,ANAHUAC,AVENIDA,MANUEL L BARRAGAN Y PEDRO DE LBA,"25.723823, -100.317015"
19178,2021,FEBRERO,2021-02-12,VIERNES,12:03:00,LATERAL,FINIQUITADO,RUTINA,RESIDENCIAL,LOS MEZQUITES,AVENIDA,LOPEZ MATEOS Y SAN FELIPE,"25.726535, -100.25756"
20844,2021,MAYO,2021-05-03,LUNES,07:37:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,DEPORTIVO LAGRANGE,AVENIDA,LOPEZ MATEOS Y CALEJON SIN NOMBRE,"25.727816, -100.256144"
16842,2021,FEBRERO,2021-02-12,VIERNES,06:44:00,ESTRELLAMIENTO Y SALIDA DE CAMINO,PERITAJES,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,LOPEZ MATEOS Y NOGALAR,"25.711209, -100.277666"
17769,2021,MAYO,2021-05-03,LUNES,20:15:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,HDA LOS MORALES,CALLE,JUAN MONTEMAYOR Y BONIFACIO SALINAS,"25.715019, -100.237967"
18788,2021,FEBRERO,2021-02-12,VIERNES,19:11:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,RINCON DE ORIENTE,AVENIDA,LOPEZ MATEOS Y CONDUCTORES,"25.72906, -100.25377"
21057,2021,MAYO,2021-05-03,LUNES,17:23:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y MANUEL L BARRAGAN,"25.729245, -100.316883"
18419,2021,FEBRERO,2021-02-12,VIERNES,18:18:00,CRUCERO,PERITAJES,RUTINA,COLONIA,DEPORTIVO LAGRANGE,AVENIDA,LOPEZ MATEOS Y CALLEJON STO DOM,"25.727816, -100.256144"
20986,2021,MAYO,2021-05-03,LUNES,01:02:00,ESTRELLAMINETO,A.M.P,911,COLONIA,CUAUHTEMOC,AVENIDA,CRISTINA LARRALDE Y DE LA JUVENTUD,"25.73633, -100.298926"
18244,2021,FEBRERO,2021-02-12,VIERNES,19:00:00,LATERAL,FINIQUITADO,911,COLONIA,FUTURO NOGALAR,AVENIDA,DIEGO DIAZ Y NOGALAR,"25.715636, -100.283725"
21043,2021,MAYO,2021-05-04,MARTES,08:13:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,UNIVERSIDAD Y TOPO CHICO,"25.73548, -100.304314"
18606,2021,FEBRERO,2021-02-12,VIERNES,08:47:00,REVERSA,FINIQUITADO,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,ARTURO B DE LA GARZA Y HUELVA,"25.767167, -100.28977"
21040,2021,MAYO,2021-05-04,MARTES,14:26:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,EL ROBLE,AVENIDA,UNIVERSIDAD Y FRAY BARTOLOME DE LAS CASAS,"25.746297, -100.300455"
18420,2021,FEBRERO,2021-02-13,SÁBADO,16:45:00,ESTRELLAMIENTO,PERITAJES,911,INFONAVIT,INFONAVIT LOS ANGELES,CALLE,VALLECILLO Y MANZANO,"25.728477, -100.222515"
21041,2021,MAYO,2021-05-04,MARTES,16:25:00,ALCANCE,FINIQUITADO,C4,COLONIA,LA NOGALERA,AVENIDA,SENDERO Y REPUBLICA MEXICANA,"25.76976, -100.272451"
19206,2021,FEBRERO,2021-02-13,SÁBADO,07:44:00,LATERAL /PROYECCION,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO Y CASA DE LA MALINCHE,"25.766508, -100.300063"
20570,2021,MAYO,2021-05-04,MARTES,09:07:00,LATERAL,FINIQUITADO,911,COLONIA,HDA LOS MORALES,AVENIDA,ROMULO GARZA Y LAS FLORES,"25.719409, -100.236062"
18314,2021,FEBRERO,2021-02-13,SÁBADO,16:54:00,ALCANCE,INVESTIGACIONES,911,COLONIA,VILLAS DE SANTO DOMINGO,AVENIDA,SANTO DOMINGO Y DIEGO DIAZ,"25.75077, -100.254897"
20496,2021,MAYO,2021-05-04,MARTES,08:30:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,REP MEXICANA Y PINGÜINO,"25.725101, -100.290849"
18358,2021,FEBRERO,2021-02-13,SÁBADO,15:13:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y MUNICH,"25.728658, -100.301883"
20596,2021,MAYO,2021-05-04,MARTES,20:18:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VILLA UNIVERSIDAD,AVENIDA,MANUEL L BARRAGAN Y U.A.N.L.,"25.747033, -100.310581"
17123,2021,FEBRERO,2021-02-13,SÁBADO,02:58:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,LOPEZ MATEOS Y CARR MEZQUITAL SANTA ROSA,"25.739607, -100.239361"
21001,2021,MAYO,2021-05-04,MARTES,15:46:00,LATERAL,FINIQUITADO,911,FRACCIONAMIENTO,DEL LAGO,CALLE,LAGO RODEO Y ROMULO GZA,"25.724637, -100.217807"
19134,2021,FEBRERO,2021-02-13,SÁBADO,11:49:00,ESTRELLAMEINTO DOBLE,PERITAJES,911,COLONIA,RINCON DE CASA BLANCA,CALLE,CASA DEL JONUCO Y CASA DEL MIRADOR,"25.731026, -100.229544"
21330,2021,MAYO,2021-05-04,MARTES,14:18:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANTIGUO NOGALAR,AVENIDA,JUVENTUD Y DIEGO DIAZ,"25.721909, -100.280161"
18492,2021,FEBRERO,2021-02-13,SÁBADO,18:25:00,LATERAL,FINIQUITADO,911,COLONIA,VICENTE GUERRERO,AVENIDA,ANTIGUO CAMINO A MEZQUITAL Y SENDERO MPAL,"25.756512, -100.248505"
19566,2021,MAYO,2021-05-04,MARTES,22:52:00,LATERAL,PERITAJES,RUTINA,COLONIA,AZTECA,CALLE,EMILIANO ZAPATA Y 1er DE  MAYO,"25.724681, -100.267603"
16843,2021,FEBRERO,2021-02-13,SÁBADO,07:35:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,CALLE,ANT CAMINO A APODACA Y ROBETO G SADA,"25.716075, -100.264081"
19723,2021,MAYO,2021-05-04,MARTES,12:43:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,RINCON DE ORIENTE,AVENIDA,CONDUCTORES Y LOPEZ MATEOS,"25.72906, -100.25377"
18337,2021,FEBRERO,2021-02-14,DOMINGO,14:08:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ITURBIDE,AVENIDA,UNIVERSIDAD Y JUAREZ,"25.753277, -100.297828"
20882,2021,MAYO,2021-05-05,MIÉRCOLES,06:45:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,HACIENDA LOS ANGELES,AVENIDA,ROMULO GARZA Y LAS TORRES,"25.723968, -100.222783"
19354,2021,FEBRERO,2021-02-14,DOMINGO,12:21:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,VALLE DEL NOGALAR,AVENIDA,LOS ANGELES Y DIEGO DIAZ,"25.709333, -100.287735"
20934,2021,MAYO,2021-05-05,MIÉRCOLES,19:52:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,ROMULO GZA Y LAS TORRES,"25.723968, -100.222783"
18610,2021,FEBRERO,2021-02-14,DOMINGO,11:46:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,JORGE TREVIÑO Y JUAN PABLO II,"25.743391, -100.293008"
20747,2021,MAYO,2021-05-05,MIÉRCOLES,14:47:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,PUERTO TUXPAN Y ACAPULCO,"25.723257, -100.209352"
18316,2021,FEBRERO,2021-02-15,LUNES,08:33:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y SAN NICOLAS,"25.722816, -100.293582"
19770,2021,MAYO,2021-05-05,MIÉRCOLES,14:42:00,DIVERSO,INVESTIGACION Y PERITAJES,911,COLONIA,LA FE,CALLE,OCEANO PACIFICO Y PUERTO TAMPICO,"25.727833, -100.208695"
17846,2021,FEBRERO,2021-02-15,LUNES,19:06:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,AVENIDA,MIGUEL ALEMAN Y TRORRES,"25.715089, -100.219121"
20748,2021,MAYO,2021-05-05,MIÉRCOLES,17:59:00,ALCANCE,FINIQUITADO,911,COLONIA,BLAS CHUMACERO,AVENIDA,MIGUEL ALEMAN Y CALZ UNION,"25.714612, -100.219434"
17845,2021,FEBRERO,2021-02-15,LUNES,14:35:00,ESTERLLAMIENTO REVERSA,FINIQUITADO,RUTINA,COLONIA,VILLAS DE SAN CRISTOBAL,AVENIDA,MIGUEL ALEMAN Y CASA BLANCA,"25.733186, -100.209479"
21332,2021,MAYO,2021-05-05,MIÉRCOLES,15:07:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y ACAPULCO,"25.72448, -100.214115"
