"Affected Legal Good ID","Affected Legal Good","Month ID","Month","Value","Value_","Time","date"
1,"Patrimonio",201501,"2015-01",50,50,1422770400000,"Ene-2015"
1,"Patrimonio",201502,"2015-02",48,48,1425189600000,"Feb-2015"
1,"Patrimonio",201503,"2015-03",42,42,1427868000000,"Mar-2015"
1,"Patrimonio",201504,"2015-04",59,59,1430456400000,"Abr-2015"
1,"Patrimonio",201505,"2015-05",51,51,1433134800000,"May-2015"
1,"Patrimonio",201506,"2015-06",44,44,1435726800000,"Jun-2015"
1,"Patrimonio",201507,"2015-07",54,54,1438405200000,"Jul-2015"
1,"Patrimonio",201508,"2015-08",40,40,1441083600000,"Ago-2015"
1,"Patrimonio",201509,"2015-09",45,45,1443675600000,"Sep-2015"
1,"Patrimonio",201510,"2015-10",55,55,1446357600000,"Oct-2015"
1,"Patrimonio",201511,"2015-11",48,48,1448949600000,"Nov-2015"
1,"Patrimonio",201512,"2015-12",36,36,1451628000000,"Dic-2015"
1,"Patrimonio",201601,"2016-01",40,40,1454306400000,"Ene-2016"
1,"Patrimonio",201602,"2016-02",51,51,1456812000000,"Feb-2016"
1,"Patrimonio",201603,"2016-03",48,48,1459490400000,"Mar-2016"
1,"Patrimonio",201604,"2016-04",42,42,1462078800000,"Abr-2016"
1,"Patrimonio",201605,"2016-05",32,32,1464757200000,"May-2016"
1,"Patrimonio",201606,"2016-06",51,51,1467349200000,"Jun-2016"
1,"Patrimonio",201607,"2016-07",44,44,1470027600000,"Jul-2016"
1,"Patrimonio",201608,"2016-08",66,66,1472706000000,"Ago-2016"
1,"Patrimonio",201609,"2016-09",53,53,1475298000000,"Sep-2016"
1,"Patrimonio",201610,"2016-10",71,71,1477980000000,"Oct-2016"
1,"Patrimonio",201611,"2016-11",66,66,1480572000000,"Nov-2016"
1,"Patrimonio",201612,"2016-12",75,75,1483250400000,"Dic-2016"
1,"Patrimonio",201701,"2017-01",55,55,1485928800000,"Ene-2017"
1,"Patrimonio",201702,"2017-02",40,40,1488348000000,"Feb-2017"
