 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
2,2021,Abril,2021-04-01,Jueves,07:30:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.684941011595306, -100.48494146707206",
10,2021,Abril,2021-04-02,Viernes,11:15:00,Diverso,Distraccion,C4,Colonia,Provivienda del poniete 4 sector,Calle,Riva palacio,"25.687153064808076, -100.43201750557957",
22,2021,Abril,2021-04-04,Domingo,06:36:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Los treviño,Boulevard,Diaz ordaz,"25.674518502329725, -100.42811199995027",
23,2021,Abril,2021-04-04,Domingo,08:40:00,Lateral,Invasión de carril,C4,Colonia,La aurora,Calle,Mar rojo,"25.674226802877467, -100.45403965169696",
26,2021,Abril,2021-04-04,Domingo,08:50:00,Lateral,Invasión de carril,C4,Colonia,Los treviño,Boulevard,Diaz ordaz,"25.674484031622, -100.43520199276509",
31,2021,Abril,2021-04-05,Lunes,08:05:00,Diverso,No respetó semáforo,C4,Colonia,Sin nombre,Carretera,Monterrey -saltillo,"25.685289380328264, -100.48482627306761",
32,2021,Abril,2021-04-05,Lunes,16:20:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Avenida,Manuel j clouthier,"25.68422505775743, -100.43685673335604",
34,2021,Abril,2021-04-05,Lunes,18:10:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Carretera,Villa de Garcia,"25.703476368100674, -100.51687075074496",
38,2021,Abril,2021-04-05,Lunes,20:15:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.685533571983505, -100.47326556561237",
39,2021,Abril,2021-04-05,Lunes,20:18:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.685533571983505, -100.47326556561237",
40,2021,Abril,2021-04-06,Martes,08:20:00,Alcance,No guardó distancia,C4,Colonia,El lechugal,Avenida,Industriales del pte,"25.677292097644827, -100.44631676850983",
43,2021,Abril,2021-04-06,Martes,16:15:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Sin nombre,Avenida,Morones prieto,"25.6647941, -100.4272347",
47,2021,Abril,2021-04-06,Martes,23:30:00,Salida del camino,Exceso de velocidad,C4,Colonia,Cumbres de santa catarina,Calle,Mario benedeti,"25.67979220740801, -100.48809504896768",
49,2021,Abril,2021-04-07,Miercoles,10:00:00,Diverso,Distraccion,C4,Colonia,Industrial unidad nacional,Camino,Minera,"25.68530837803087, -100.47482294542658",
51,2021,Abril,2021-04-07,Miercoles,08:30:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Calle,Via mexico,"25.675645911457696, -100.42865791008649",
54,2021,Abril,2021-04-07,Miercoles,14:15:00,Estrellamiento,Distraccion,C4,Colonia,La fama,Calle,Padre mier,"25.671400037187666, -100.42323699435836",
56,2021,Abril,2021-04-07,Miercoles,07:12:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.685561097659523, -100.47013147334359",
57,2021,Abril,2021-04-07,Miercoles,15:35:00,Estrellamiento,Exceso de velocidad,C4,Colonia,El lechugal,Avenida,Manuel ordoñez,"25.674233156370317, -100.4524724042701",
58,2021,Abril,2021-04-07,Miercoles,17:50:00,Diverso,Exceso de velocidad,C4,Colonia,El lechugal,Avenida,Manuel ordoñez,"25.67428157263294, -100.43711414896609",
59,2021,Abril,2021-04-07,Miercoles,19:12:00,Alcance,Distraccion,C4,Colonia,Zimix,Avenida,Industriales del pte,"25.68533435952531, -100.46985526988037",
62,2021,Abril,2021-04-07,Miercoles,19:20:00,Alcance,No guardó distancia,C4,Colonia,La fama,Boulevard,Diaz ordaz,"25.674534369879463, -100.42873687006437",
69,2021,Abril,2021-04-08,Jueves,13:20:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Hda canta catarina,Calle,Jose maria robles,"25.677312204952, -100.47772154973786",
74,2021,Abril,2021-04-08,Jueves,23:40:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Hda san angel,Avenida,Hacienda san angel,"25.705930650926927, -100.50659678699951",
77,2021,Abril,2021-04-09,Viernes,05:50:00,Salida del camino,Exceso de velocidad,C4,Colonia,Sin nombre,Avenida,Luis donaldo colosio,"25.718799510786802, -100.49479209175728",
82,2021,Abril,2021-04-10,Sabado,10:00:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Sin nombre,Calle,Parque finza,"25.71560693472247, -100.51510648776093",
93,2021,Abril,2021-04-10,Sabado,03:45:00,Salida del camino,Exceso de velocidad,C4,Colonia,Parque industrial la puerta,Carretera,Monterrey -saltillo,"25.68591638854831, -100.49007332190784",
94,2021,Abril,2021-04-10,Sabado,07:35:00,Alcance,No guardó distancia,C4,Colonia,Santa catarina,Calle,Hidalgo,"25.66990030285081, -100.46019642372742",
95,2021,Abril,2021-04-10,Sabado,10:04:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Los treviño,Avenida,Cuauhtémoc,"25.674513209195737, -100.43591818929816",
96,2021,Abril,2021-04-10,Sabado,08:50:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Boulevard,Diaz ordaz,"25.674337, -100.434233",
97,2021,Abril,2021-04-10,Sabado,11:15:00,Diverso,No respetó semáforo,C4,Colonia,Eugenio canavati,Calle,Porfirio salinas,"25.691264447578945, -100.42686298230173",
100,2021,Abril,2021-04-10,Sabado,02:00:00,Estrellamiento,Distracción,C4,Colonia,Sin nombre,Calle,San andres,"25.6947868, -100.4690084",
108,2021,Abril,2021-04-11,Domingo,16:00:00,Diverso,Distraccion,C4,Colonia,Zimix,Calle,Las artes,"25.677776731394438, -100.47282311417595",
111,2021,Abril,2021-04-12,Lunes,07:30:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Luis donaldo colosio,"25.738277469760455, -100.50881377140135",
112,2021,Abril,2021-04-12,Lunes,09:10:00,Alcance,No guardó distancia,C4,Colonia,Los treviño,Avenida,Joroba heb la fama,"25.674407140714433, -100.43002452391563",
117,2021,Abril,2021-04-12,Lunes,17:50:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Carretera,Villa de Garcia,"25.675584777797862, -100.44354226413073",
119,2021,Abril,2021-04-12,Lunes,18:20:00,Alcance,No guardó distancia,C4,Colonia,Lechugal,Boulevard,Diaz ordaz,"25.674324583416496, -100.44134473398594",
120,2021,Abril,2021-04-12,Lunes,19:30:00,Lateral,Distraccion,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.685151468902443, -100.48179473769088",
124,2021,Abril,2021-04-13,Martes,11:10:00,Volcadura,Exceso de velocidad,C4,Colonia,Sin nombre,Avenida,Luis donaldo colosio,"25.6948632, -100.4668409",
130,2021,Abril,2021-04-14,Miercoles,01:50:00,Atropello,Distraccion,C4,Colonia,Cerro de las mitras,Calle,Topilitzin,"25.692108112532637, -100.42759343201595",
134,2021,Abril,2021-04-14,Miercoles,12:30:00,Lateral,Invasión de carril,C4,Colonia,Trabajadores,Avenida,Morones prieto,"25.663739064677294, -100.4331235311816",
135,2021,Abril,2021-04-14,Miercoles,12:44:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Camino,Garcia,"25.695939891264743, -100.46677592684053",
137,2021,Abril,2021-04-14,Miercoles,12:35:00,Alcance,No guardó distancia,C4,Colonia,El lechugal,Avenida,Industriales del pte,"25.67731348042629, -100.44633165761111",
144,2021,Abril,2021-04-15,Jueves,06:30:00,Diverso,No respetó señalamientos,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.685156692864584, -100.48176591568703",
148,2021,Abril,2021-04-15,Jueves,17:00:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Residencial cuahutemoc,Avenida,Cuauhtémoc,"25.683086762444884, -100.44207765798208",
149,2021,Abril,2021-04-15,Jueves,10:45:00,Diverso,Exceso de velocidad,C4,Colonia,Centro,Calle,Hidalgo,"25.667482438423566, -100.45979836407433",
154,2021,Abril,2021-04-16,Viernes,09:36:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.6851328, -100.4677208",
155,2021,Abril,2021-04-16,Viernes,10:30:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Calle,Juanita llaguno,"25.6701147, -100.4352031",
157,2021,Abril,2021-04-16,Viernes,14:50:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Adolfo lopez mateos,Avenida,Perimetral ote,"25.686222950131263, -100.444400307595",
158,2021,Abril,2021-04-16,Viernes,16:37:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Avenida,Perimetral ote,"25.69477970241094, -100.4393550993275",
164,2021,Abril,2021-04-16,Viernes,19:45:00,Alcance,No guardó distancia,C4,Colonia,Los treviño,Boulevard,Diaz ordaz,"25.67422483404257, -100.43099624250824",
165,2021,Abril,2021-04-16,Viernes,19:02:00,Alcance,No guardó distancia,C4,Colonia,Puerta mitras,Avenida,Industriales del pte,"25.68870094165044, -100.49760166327721",
166,2021,Abril,2021-04-16,Viernes,22:15:00,Diverso,Distraccion,C4,Colonia,Adolfo lopez mateos,Calle,2 poniente,"25.691874299478187, -100.45071428999613",
168,2021,Abril,2021-04-17,Sabado,05:00:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.6851328, -100.4677208",
169,2021,Abril,2021-04-17,Sabado,08:10:00,Lateral,Invasión de carril,C4,Colonia,Residencial cuahutemoc,Avenida,Cuauhtémoc,"25.681987243743574, -100.44135728616452",
170,2021,Abril,2021-04-17,Sabado,13:00:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Adolfo lopez mateos,Avenida,Perimetral norte,"25.694032002530562, -100.44844224718231",
176,2021,Abril,2021-04-17,Sabado,18:25:00,Diverso,No respetó señalamientos,C4,Colonia,Sin nombre,Avenida,Manuel ordoñez,"25.674947920635386, -100.46984266398087",
180,2021,Abril,2021-04-18,Domingo,10:20:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Camino,A la huasteca,"25.655303, -100.4556258",
181,2021,Abril,2021-04-18,Domingo,15:10:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Sin nombre,Avenida,Morones prieto,"25.6642008236521, -100.43349412974324",
1,2021,Abril,2021-04-01,Jueves,12:43:00,Diverso,Distraccion,C4,Colonia,Residencial cuauhtemos,Calle,Pilastra,"25.680493111893743, -100.4453538832204",
182,2021,Abril,2021-04-18,Domingo,15:05:00,Lateral,No guardó distancia,C4,Colonia,San francisco,Avenida,Luis donaldo colosio,"25.6958824222627, -100.46684939765039",
3,2021,Abril,2021-04-01,Jueves,10:09:00,Alcance,No guardó distancia,C4,Colonia,Provivienda del poniete 4 sector,Calle,San pedro,"25.690838695166494, -100.46034360771468",
4,2021,Abril,2021-04-01,Jueves,12:00:00,Estrellamiento,Distracción,C4,Colonia,Las granadas,Calle,Privada benito juarez,"25.675394945234938, -100.45733990506965",
187,2021,Abril,2021-04-19,Lunes,09:45:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Sin nombre,Carretera,Villa de Garcia,"25.7006862, -100.5172062",
6,2021,Abril,2021-04-01,Jueves,17:35:00,Diverso,No respetó señalamientos,C4,Colonia,Puerta mitras,Avenida,Industriales del pte,"25.68924481233745, -100.49913210327342",
5,2021,Abril,2021-04-01,Jueves,14:50:00,Lateral,Invasión de carril,C4,Colonia,Luis echeverria,Avenida,Manuel ordoñez,"25.67886270876331, -100.48117204849119",
188,2021,Abril,2021-04-19,Lunes,11:30:00,Alcance,No guardó distancia,C4,Colonia,Protexa industrial,Boulevard,Diaz ordaz,"25.67433729679345, -100.42252993551075",
9,2021,Abril,2021-04-02,Viernes,09:20:00,Diverso,No respetó semáforo,C4,Colonia,Villa de las huertas,Avenida,Manuel ordoñez,"25.674373224336463, -100.45244336910055",
7,2021,Abril,2021-04-01,Jueves,21:55:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Carretera,Villa de Garcia,"25.703476368100674, -100.51687075074496",
193,2021,Abril,2021-04-19,Lunes,16:05:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Avenida,Cuauhtémoc,"25.677204861368196, -100.43770359306387",
11,2021,Abril,2021-04-02,Viernes,09:30:00,Diverso,Distraccion,C4,Colonia,La auriora,Avenida,Manuel ordoñez,"25.674278548591325, -100.45594109911974",
8,2021,Abril,2021-04-02,Viernes,10:00:00,Diverso,No respetó señalamientos,C4,Colonia,Bosques de la huasteca,Avenida,Bosques de la huasteca,"25.70103998104202, -100.49925294649239",
196,2021,Abril,2021-04-20,Martes,08:45:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Calle,Republica,"25.674377645757847, -100.45763159956249",
15,2021,Abril,2021-04-02,Viernes,22:30:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Eugenio canavati,Calle,Topitzin,"25.690596757514786, -100.42827134634716",
12,2021,Abril,2021-04-02,Viernes,13:30:00,Diverso,No respetó semáforo,C4,Colonia,El lechugal,Calle,Madero,"25.67442422598343, -100.44337765664612",
200,2021,Abril,2021-04-20,Martes,10:55:00,De frente,Invasión de carril,C4,Colonia,Adolfo lopez mateos,Avenida,Perimetral norte,"25.693603227137338, -100.44762034323064",
16,2021,Abril,2021-04-02,Viernes,13:20:00,Alcance,No guardó distancia,C4,Colonia,San francisco,Avenida,Luis donaldo colosio,"25.694744780215487, -100.46408418354949",
13,2021,Abril,2021-04-02,Viernes,15:25:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Avenida,Manuel j clouthier,"25.683839454088073, -100.43340862365679",
212,2021,Abril,2021-04-21,Miercoles,07:20:00,Diverso,No respetó semáforo,C4,Colonia,San francisco,Avenida,Luis donaldo colosio,"25.695373070893158, -100.46928542961834",
17,2021,Abril,2021-04-02,Viernes,11:40:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Campania,Calle,Hidalgo,"25.66692453294219, -100.43566160451896",
14,2021,Abril,2021-04-02,Viernes,17:00:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Parque industrial diamante,Calle,Parque finza,"25.71560833172807, -100.51511468227314",
215,2021,Abril,2021-04-21,Miercoles,11:45:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Estacionamiento,Soriana la puerta,"25.68323428450024, -100.48502694308641",
18,2021,Abril,2021-04-03,Sabado,22:20:00,Atropello,Exceso de velocidad,C4,Colonia,Bosques de la huasteca,Calle,Aculco,"25.705097234034927, -100.50073371645706",
20,2021,Abril,2021-04-03,Sabado,23:20:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Las arboledas mitras,Calle,Prev. Social,"25.689069137373135, -100.41750017995682",
219,2021,Abril,2021-04-21,Miercoles,10:48:00,Volcadura,Exceso de velocidad,C4,Colonia,Sin nombre,Avenida,Luis donaldo colosio,"25.687630185441392, -100.44779098493115",
19,2021,Abril,2021-04-03,Sabado,07:12:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Provivienda del poniete 4 sector,Avenida,Luis donaldo colosio,"25.69127747765202, -100.45502764781229",
21,2021,Abril,2021-04-04,Domingo,05:20:00,Estrellamiento,Distraccion,C4,Colonia,La fama iii,Calle,Cuatlicue,"25.685552480698995, -100.42241901933407",
220,2021,Abril,2021-04-21,Miercoles,18:10:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Prados del rey,Calle,Astorga,"25.690885891957038, -100.43740845999216",
24,2021,Abril,2021-04-04,Domingo,09:20:00,Estrellamiento,Exceso de velocidad,C4,Colonia,La fama,Boulevard,Diaz ordaz,"25.674385707704456, -100.42567150188627",
27,2021,Abril,2021-04-04,Domingo,11:00:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Adolfo lopez mateos,Calle,8 oriente,"25.691878410785968, -100.44616040429929",
228,2021,Abril,2021-04-22,Jueves,19:00:00,Diverso,Distraccion,C4,Colonia,Las mitras,Boulevard,Diaz ordaz,"25.67434284540057, -100.4357187952519",
25,2021,Abril,2021-04-04,Domingo,10:20:00,Salida del camino,Exceso de velocidad,C4,Colonia,Provivienda del poniete 4 sector,Calle,San pedro,"25.690838695166494, -100.46034360771468",
29,2021,Abril,2021-04-04,Domingo,21:55:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Luis donaldo colosio,"25.741677631897968, -100.51464218669126",
231,2021,Abril,2021-04-22,Jueves,23:03:00,Diverso,Distraccion,C4,Colonia,San gilberto,Avenida,Luis donaldo colosio,"25.69496933700621, -100.46420848016284",
28,2021,Abril,2021-04-04,Domingo,21:30:00,Alcance,No guardó distancia,C4,Colonia,Bosques de la huasteca,Avenida,Torre norte,"25.70024288416003, -100.50619167625487",
30,2021,Abril,2021-04-04,Domingo,18:21:00,Diverso,Distraccion,C4,Colonia,San gilberto,Avenida,Perimetral norte,"25.700003889163586, -100.46204225306681",
234,2021,Abril,2021-04-23,Viernes,12:15:00,Alcance,No guardó distancia,C4,Colonia,Protexa industrial,Avenida,Cuauhtémoc,"25.67474135439728, -100.43597956513615",
33,2021,Abril,2021-04-05,Lunes,17:17:00,Lateral,Invasión de carril,C4,Colonia,Privada ondara,Calle,Galeana,"25.668011918728, -100.44092297192388",
35,2021,Abril,2021-04-05,Lunes,21:55:00,Alcance,No guardó distancia,C4,Colonia,Protexa,Avenida,Manuel ordoñez,"25.67459916146687, -100.44208345654386",
236,2021,Abril,2021-04-23,Viernes,13:48:00,Estrellamiento,Exceso de velocidad,C4,Colonia,El lechugal,Avenida,Industriales del pte,"25.671450110161302, -100.44717525702234",
37,2021,Abril,2021-04-05,Lunes,23:30:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Calle,Cristobal colon,"25.6755471, -100.4652054",
36,2021,Abril,2021-04-05,Lunes,19:03:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Carretera,Villa de Garcia,"25.731189850418282, -100.5226299482418",
237,2021,Abril,2021-04-23,Viernes,16:52:00,Diverso,Sentido contrario,C4,Colonia,Sin nombre,Calle,Valentin g rivero,"25.681617120259357, -100.43304642320618",
45,2021,Abril,2021-04-06,Martes,17:30:00,Lateral,Invasión de carril,C4,Colonia,Villa de las huertas,Avenida,Industriales del pte,"25.682928257869925, -100.45586354068817",
41,2021,Abril,2021-04-06,Martes,12:00:00,Lateral,Invasión de carril,C4,Colonia,Los treviño,Boulevard,Diaz ordaz,"25.67440417289347, -100.42870039585387",
238,2021,Abril,2021-04-23,Viernes,17:40:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Calle,Privadas de santa catarina,"25.693212278802047, -100.50088652971768",
46,2021,Abril,2021-04-06,Martes,21:15:00,Alcance,No guardó distancia,C4,Colonia,Puerta mitras,Avenida,Manuel j clouthier,"25.67428768542993, -100.43598664445499",
42,2021,Abril,2021-04-06,Martes,13:55:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Zimix,Avenida,Manuel ordoñez,"25.676886601369567, -100.47421755818415",
239,2021,Abril,2021-04-23,Viernes,20:34:00,Alcance,No guardó distancia,C4,Colonia,Puerta mitras,Avenida,Industriales del pte,"25.68848485273509, -100.49762541600724",
52,2021,Abril,2021-04-07,Miercoles,16:35:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Camino,Garcia,"25.685561097659523, -100.47013147334359",
44,2021,Abril,2021-04-06,Martes,12:43:00,Salida del camino,Exceso de velocidad,C4,Colonia,Sin nombre,Carretera,Villa de Garcia,"25.718101083657032, -100.52001324307818",
241,2021,Abril,2021-04-23,Viernes,20:25:00,Diverso,Distraccion,C4,Colonia,Rincon de las mitras,Calle,Topilitzin,"25.68344767829438, -100.43010711236924",
53,2021,Abril,2021-04-07,Miercoles,09:08:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Boulevard,Diaz ordaz,"25.674337, -100.434233",
48,2021,Abril,2021-04-07,Miercoles,09:15:00,Alcance,No guardó distancia,C4,Colonia,Puerta mitras,Avenida,Industriales del pte,"25.68870094165044, -100.49760166327721",
244,2021,Abril,2021-04-24,Sabado,10:18:00,Alcance,No guardó distancia,C4,Colonia,Infonavit la huasteca,Avenida,Miguel aleman,"25.65712831961677, -100.45521514887864",
60,2021,Abril,2021-04-07,Miercoles,19:35:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Protexa industrial,Boulevard,Diaz ordaz,"25.674624072037766, -100.42559656197857",
50,2021,Abril,2021-04-07,Miercoles,11:35:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Canavaty,"25.682666018295034, -100.4857697193432",
248,2021,Abril,2021-04-24,Sabado,16:40:00,Diverso,No respetó semáforo,C4,Colonia,Sin nombre,Avenida,Perimetral ote,"25.692988194224608, -100.44046967992502",
66,2021,Abril,2021-04-08,Jueves,08:15:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.684941011595306, -100.48494146707206",
55,2021,Abril,2021-04-07,Miercoles,15:02:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.684941011595306, -100.48494146707206",
250,2021,Abril,2021-04-24,Sabado,15:40:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Manuel ordoñez,"25.673905114467612, -100.46393560260647",
72,2021,Abril,2021-04-08,Jueves,18:10:00,Estrellamiento,Distraccion,C4,Colonia,Sin nombre,Calle,Cuba,"25.69345823121628, -100.50286486085274",
61,2021,Abril,2021-04-07,Miercoles,20:38:00,Alcance,No guardó distancia,C4,Colonia,La fama,Boulevard,Diaz ordaz,"25.67455104632489, -100.42677803033234",
253,2021,Abril,2021-04-24,Sabado,17:30:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Estacionamiento,Soriana colosio,"25.689855360626044, -100.45576947897084",
73,2021,Abril,2021-04-08,Jueves,20:00:00,Diverso,No respetó señalamientos,C4,Colonia,Privadas de santa catarina,Calle,Cordova,"25.694358120612677, -100.50023622088294",
63,2021,Abril,2021-04-08,Jueves,12:07:00,Alcance,No guardó distancia,C4,Colonia,Puerta mitras,Avenida,Industriales del pte,"25.688476315176526, -100.49754308456842",
255,2021,Abril,2021-04-24,Sabado,18:50:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Avenida,Manuel j clouthier,"25.684208765443035, -100.4368726530766",
81,2021,Abril,2021-04-09,Viernes,11:00:00,Alcance,No guardó distancia,C4,Colonia,Protexa industrial,Boulevard,Diaz ordaz,"25.674391369699283, -100.43011403270228",
64,2021,Abril,2021-04-08,Jueves,01:50:00,Estrellamiento,Exceso de velocidad,C4,Colonia,La aurora,Calle,Mar negro,"25.673637706474974, -100.45629247536819",
260,2021,Abril,2021-04-24,Sabado,21:20:00,Diverso,Distracción,C4,Colonia,Adolfo lopez mateos,Avenida,Perimetral sur,"25.691892058633904, -100.45275796759191",
83,2021,Abril,2021-04-10,Sabado,14:20:00,Lateral,Invasión de carril,C4,Colonia,Luis echeverria,Avenida,Manuel ordoñez,"25.679332060087777, -100.4815691916891",
65,2021,Abril,2021-04-08,Jueves,02:15:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Boulevard,Diaz ordaz,"25.674337, -100.434233",
264,2021,Abril,2021-04-25,Domingo,11:40:00,Lateral,Invasión de carril,C4,Colonia,Infonavit la huasteca,Calle,Miguel aleman,"25.664326235164797, -100.45946089011372",
87,2021,Abril,2021-04-10,Sabado,17:35:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Boulevard,Diaz ordaz,"25.681721973456696, -100.4845586562134",
67,2021,Abril,2021-04-08,Jueves,10:45:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Sin nombre,Carretera,Rio tonaya,"25.699301198625335, -100.50056103910504",
278,2021,Abril,2021-04-27,Martes,00:57:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Calle,Torre norte,"25.6998921, -100.5064177",
90,2021,Abril,2021-04-10,Sabado,19:23:00,Lateral,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.68537126466227, -100.48176954964254",
68,2021,Abril,2021-04-08,Jueves,11:04:00,Alcance,No guardó distancia,C4,Colonia,Residencial cuauhtemoc,Avenida,Perimetral ote,"25.686013483208527, -100.4445116234198",
279,2021,Abril,2021-04-27,Martes,18:45:00,Lateral,Invasión de carril,C4,Colonia,Sin nombre,Calle,Educacion,"25.6904351, -100.4360714",
91,2021,Abril,2021-04-10,Sabado,20:39:00,Alcance,No guardó distancia,C4,Colonia,San francisco,Avenida,Luis donaldo colosio,"25.695768284517637, -100.46685683835817",
70,2021,Abril,2021-04-08,Jueves,15:15:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.6851328, -100.4677208",
281,2021,Abril,2021-04-27,Martes,08:10:00,Lateral,Invasión de carril,C4,Colonia,La fama,Boulevard,Diaz ordaz,"25.67438757217734, -100.42566775201847",
92,2021,Abril,2021-04-10,Sabado,19:59:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.734557719261833, -100.52356886411201",
71,2021,Abril,2021-04-08,Jueves,14:00:00,Diverso,Distraccion,C4,Colonia,Sin nombre,Calle,Zaragoza,"25.674154454555623, -100.46165853178005",
283,2021,Abril,2021-04-27,Martes,10:55:00,Diverso,No respetó semáforo,C4,Colonia,Centro,Calle,Cristobal colon,"25.67480125728091, -100.46290647646525",
103,2021,Abril,2021-04-10,Sabado,18:15:00,Diverso,No respetó semáforo,C4,Colonia,Sin nombre,Avenida,Zaragoza,"25.6651742969224, -100.46000214238795",
75,2021,Abril,2021-04-09,Viernes,05:50:00,Diverso,Exceso de velocidad,C4,Colonia,Sin nombre,Avenida,Luis donaldo colosio,"25.718799510786802, -100.49479209175728",
286,2021,Abril,2021-04-27,Martes,18:20:00,Diverso,No respetó semáforo,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.6851328, -100.4677208",
104,2021,Abril,2021-04-11,Domingo,04:50:00,Salida del camino,Exceso de velocidad,C4,Colonia,Sin nombre,Camino,A la huasteca,"25.613918872225536, -100.46893618929539",
76,2021,Abril,2021-04-09,Viernes,05:50:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Sin nombre,Avenida,Luis donaldo colosio,"25.718799510786802, -100.49479209175728",
288,2021,Abril,2021-04-27,Martes,20:11:00,Lateral,Invasión de carril,C4,Colonia,La fama,Boulevard,Diaz ordaz,"25.674569942856287, -100.4287217860832",
107,2021,Abril,2021-04-11,Domingo,01:46:00,Estrellamiento,Exceso de velocidad,C4,Colonia,Cumbres de santa catarina,Calle,Rulfo,"25.680459597194787, -100.48997555893678",
78,2021,Abril,2021-04-09,Viernes,08:45:00,Alcance,No guardó distancia,C4,Colonia,Los treviño,Boulevard,Diaz ordaz,"25.674343271215072, -100.4312789073187",
291,2021,Abril,2021-04-28,Miercoles,10:00:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Calle,Valentin g rivero,"25.67924338377799, -100.43396860917856",
115,2021,Abril,2021-04-12,Lunes,16:34:00,Diverso,Distraccion,C4,Colonia,Las anacuas,Avenida,Industriales del pte,"25.686839308069406, -100.49389738923826",
79,2021,Abril,2021-04-09,Viernes,08:45:00,Alcance,No guardó distancia,C4,Colonia,Los treviño,Boulevard,Diaz ordaz,"25.674343271215072, -100.4312789073187",
292,2021,Abril,2021-04-28,Miercoles,10:15:00,Alcance,No guardó distancia,C4,Colonia,Sin nombre,Avenida,Industriales del pte,"25.6851328, -100.4677208",
118,2021,Abril,2021-04-12,Lunes,17:48:00,Lateral,Invasión de carril,C4,Colonia,Jardines de la fama,Avenida,Movimiento obrero,"25.667735678133937, -100.4372258598145",
