 Numero_de_identificacion,Ejercicio, Mes, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_vialidad, Pista, Juegos_de_parque, Aparatos_de_ejercicio, Cancha, Bebedores, Botes_de_basura, Cantidad_de_botes, Georreferencia, Nota
1,2021,ENERO-MARZO,COLONIA,FRACCIONAMIENTO SAN FRANCISCO,calle,SAN ABRAHAIN ENTRE SANTA ADELAIDA Y SANTA ALICIA,SI,SI,SI,NO,NO,NO,0,"25.6231903, -100.1262901",
2,2021,ENERO-MARZO,COLONIA,FRACCIONAMIENTO SAN FRANCISCO,calle,"SAN BARTOLOME ENTRE SAN BENITO , Y SANTA BERENICE",SI,SI,SI,NO,NO,NO,0,"25.6232352, -100.1271682",
3,2021,ENERO-MARZO,COLONIA,FRACCIONAMIENTO SAN FRANCISCO,calle,SAN ANTONIO  Y SAN FLAUTIN,SI,SI,SI,SI,NO,NO,0,"25.6200722, -100.1283762",
4,2021,ENERO-MARZO,COLONIA,FRACCIONAMIENTO SAN FRANCISCO,calle,SANTA CONSTANZA ENTRE SANTA CARMEN Y SANTA AMALIA,SI,SI,SI,NO,NO,NO,0,"25.6202352, -100.1291212",
7,2021,ENERO-MARZO,COLONIA,SANTA MONICA,calle,SAN ISIDRO Y SANTO TOMAS,NO,SI,NO,SI,NO,NO,0,"25.6167475, -100.1756552",
12,2021,ENERO-MARZO,COLONIA,VILLAS DE LA HACIENDA,calle,HDA. SAN FELIPE Y SAN VALENTIN,SI,SI,NO,NO,NO,NO,0,"25.6356462, -100.1633412",
13,2021,ENERO-MARZO,COLONIA,VILLAS DE LA HACIENDA,calle,HDA. SAN ALSENMO Y SAN FRANCISCO,SI,SI,NO,NO,NO,NO,0,"25.6347972, -100.1641442",
16,2021,ENERO-MARZO,COLONIA,SIERRA VISTA,calle,SIERRA MOJADAY SIERRA ZACATECAS,SI,SI,NO,NO,NO,SI,1,"25.6379462, -100.1659872",
17,2021,ENERO-MARZO,COLONIA,VILLAS DE LA HACIENDA,calle,HACIENDA SAN PASCUAL Y SAN PATRICIO,SI,SI,NO,NO,NO,NO,0,"25.6378272, -100.1604982",
24,2021,ENERO-MARZO,COLONIA,FRACCIONAMIENTO SANTA MONICA,calle,SAN CARLOS Y SAN DIEGO,NO,SI,NO,NO,NO,NO,0,"25.6111402, -100.1703602",
25,2021,ENERO-MARZO,COLONIA,VALLE DE REAL,calle,VALLE CORTES Y VALLE OCASO,SI,NO,NO,SI,NO,NO,0,"25.6109652, -100.1658302",
29,2021,ENERO-MARZO,COLONIA,LOS COMETAS,calle,SEDNA Y URANO,SI,NO,NO,SI,NO,NO,0,"25.6094722, -100.1560572",
31,2021,ENERO-MARZO,COLONIA,Portal de vaquerías,Calle,San Rafael,NO,SI,NO,SI,NO,NO,0,"25.6392245, -100.147523",
33,2021,ENERO-MARZO,COLONIA,Los Reyes,Calle,Alberto I,SI,SI,NO,NO,NO,NO,0,"25.6434582, -100.1466292",
34,2021,ENERO-MARZO,COLONIA,Los Reyes,Calle,Felipe II,SI,SI,NO,NO,NO,NO,0,"25.6438982, -100.1463222",
35,2021,ENERO-MARZO,COLONIA,Los Reyes,Calle,Luis Eduardo III,SI,NO,SI,NO,NO,NO,0,"25.6446062, -100.1459972",
46,2021,ENERO-MARZO,COLONIA,Villa Luz,Calle,Pablo Livas,NO,SI,NO,SI,NO,NO,0,"25.6429295, -100.11997",
51,2021,ENERO-MARZO,COLONIA,Villa Luz,Avenida,Av. Villa Luz,NO,NO,NO,SI,NO,NO,0,"25.6391112, -100.1202612",
53,2021,ENERO-MARZO,COLONIA,Fraccionamiento San Juan,Calle,Hector Espino,SI,SI,NO,NO,NO,SI,3,"25.6472042, -100.1143142",
54,2021,ENERO-MARZO,COLONIA,Fraccionamiento San Juan,Calle,Lic. Jesus Treviño,SI,SI,NO,NO,NO,SI,4,"25.6480882, -100.1161372",
56,2021,ENERO-MARZO,COLONIA,Paseo del Prado,Calle,Paseo de las Bugambilias,SI,NO,SI,SI,NO,NO,0,"25.6502542, -100.1170122",
57,2021,ENERO-MARZO,COLONIA,Monteverde,Calle,Monte Alban,SI,SI,SI,SI,NO,SI,5,"25.6473102, -100.1567802",
58,2021,ENERO-MARZO,COLONIA,Monteverde,Calle,Monte Olimpo,NO,NO,NO,SI,NO,NO,0,"25.6482222, -100.1507162",
61,2021,ENERO-MARZO,COLONIA,TERRANOVA,CALLE,EL SABINAL ENTRE MAPIMI Y SIERRA DE LA LAGUNA,SI,NO,NO,NO,NO,NO,0,"25.6714152, -100.1073432",
63,2021,ENERO-MARZO,COLONIA,TERRANOVA,CALLE,EL SABINAL ENTRE RIO MANTARO Y RIO LUNAS,SI,SI,NO,SI,NO,NO,0,"25.6630622, -100.1081602",
67,2021,ENERO-MARZO,COLONIA,LOS PUERTOS,CALLE,PUERTO CORTES ENTRE PUERTO ANTONIO Y PUERT SANTOS,SI,SI,NO,SI,NO,NO,0,"25.6955782, -100.1125952",
71,2021,ENERO-MARZO,COLONIA,LOMAS DE ANZURES,CALLE,LOMA BONITA ENTRE LOMA MIRADOR Y LOMA GRANDE,SI,SI,NO,NO,NO,NO,0,"25.6872022, -100.1005842",
74,2021,ENERO-MARZO,COLONIA,LOS CANTAROS,CALLE,AV. LOS CANTAROS ENTRE PALOMA Y GUADALAJARA,SI,SI,NO,NO,NO,NO,0,"25.6312082, -100.1177932",
75,2021,ENERO-MARZO,COLONIA,LOS CANTAROS,CALLE,AV. MISION ENTRE PASEO SAN DIEGO Y SAN BERNABE,NO,SI,NO,SI,NO,NO,0,"25.6356632, -100.1150182",
77,2021,ENERO-MARZO,COLONIA,FUENTES DE JUAREZ,CALLE,FUENTE BIZANTINA ENTRE FUENTE GRIEGA Y FUENTE LATINA,SI,NO,NO,NO,NO,NO,0,"25.6428902, -100.1093592",
79,2021,ENERO-MARZO,COLONIA,FUENTES DE JUAREZ,CALLE,FUENTE ANILLADA ENTRE FUENTE ROMANA SUR Y FUENTE DE CAPITEL,SI,SI,NO,NO,NO,NO,0,"25.6419042, -100.1061952",
80,2021,ENERO-MARZO,COLONIA,JARDINES DE VILLA JUAREZ,CALLE,SANTA FE ENTRE ALEJANDRO GARZA LEAL Y VIOLETA,SI,SI,NO,SI,NO,SI,7,"25.6403632, -100.1045082",
86,2021,ENERO-MARZO,COLONIA,RIBERAS DE LA MORENA,CALLE,AV. PASEO SAN JUAN RIBERAS DE LOS ALBA Y RIBERAS DE LOS SALINAS,SI,SI,NO,NO,NO,NO,0,"25.6487622, -100.0715052",
90,2021,ENERO-MARZO,COLONIA,VILLAS DE SAN JUAN,CALLE,MAGNOLIA ENTRE ALCATRAZ Y ALHELI,NO,SI,NO,SI,NO,NO,0,"25.6551292, -100.0794642",
95,2021,ENERO-MARZO,COLONIA,CENTRO DE JUAREZ,CALLE,GRAL. IGNACIO ZARAGOZA ENTRE LI. BENITO JUAREZ 5 MAYO Y FRANCISCO J. MINA,SI,NO,NO,NO,NO,SI,12,"25.6466872, -100.0913112",
98,2021,ENERO-MARZO,COLONIA,PRADERAS DE SAN JUAN,CALLE,MADRID ENTRE VIGO Y SANTIAGO,SI,SI,NO,NO,NO,SI,2,"25.6752462, -100.0889282",
100,2021,ENERO-MARZO,COLONIA,PRADERAS DE SAN JUAN,CALLE,TOLEDO ENTRE BARCELONA Y SORIA,SI,NO,NO,SI,NO,NO,0,"25.6794652, -100.0919632",
101,2021,ENERO-MARZO,COLONIA,UBIVILLA,CALLE,MINA GRANDE ENTRE AGAT Y AV. METAL,SI,SI,NO,NO,NO,NO,0,"25.6842852, -100.0875282",
103,2021,ENERO-MARZO,COLONIA,PRADERAS DE SAN JUAN,CALLE,VALLADOLID ENTRE VALENCIA Y MADRID,SI,SI,NO,NO,NO,NO,0,"25.6715912, -100.0867552",
109,2021,ENERO-MARZO,COLONIA,PEDREGAL DE SANTA MONICA,CALLE,TOPACIO,SI,SI,NO,SI,NO,NO,0,"25.6251612, -100.1792432",
112,2021,ENERO-MARZO,COLONIA,VALLE REAL,AVENIDA,AVENIDA VALLE REAL,SI,SI,NO,SI,NO,SI,8,"25.6097772, -100.1614702",
122,2021,ENERO-MARZO,COLONIA,COLINAS DEL SOL,AVENIDA,COLINAS DEL SOL,SI,SI,SI,SI,NO,NO,0,"25.6686992, -100.1270912",
1,2021,ABRIL-JUNIO,COLONIA,FRACCIONAMIENTO SAN FRANCISCO,calle,SAN ABRAHAIN ENTRE SANTA ADELAIDA Y SANTA ALICIA,SI,SI,SI,NO,NO,NO,0,"25.6231903, -100.1262901",
7,2021,ABRIL-JUNIO,COLONIA,SANTA MONICA,calle,SAN ISIDRO Y SANTO TOMAS,NO,SI,NO,SI,NO,NO,0,"25.6167475, -100.1756552",
10,2021,ABRIL-JUNIO,COLONIA,VALLE DE VAQUERIAS,calle,AV. SINDICALISMO Y JORGE CUESTA,SI,SI,NO,NO,NO,NO,0,"25.6318342, -100.1472712",
11,2021,ABRIL-JUNIO,COLONIA,VILLAS DE LA HACIENDA,calle,HDA. SAN ANTONIO Y SAN FELIPE,SI,SI,NO,NO,NO,NO,0,"25.6371122, -100.1617682",
13,2021,ABRIL-JUNIO,COLONIA,VILLAS DE LA HACIENDA,calle,HDA. SAN ALSENMO Y SAN FRANCISCO,SI,SI,NO,NO,NO,NO,0,"25.6347972, -100.1641442",
14,2021,ABRIL-JUNIO,COLONIA,VILLAS DE LA HACIENDA,calle,HDA. SAN SEBASTIAN  Y SAN FRANCISCO,SI,SI,NO,NO,NO,SI,2,"25.6351852, -100.1652912",
17,2021,ABRIL-JUNIO,COLONIA,VILLAS DE LA HACIENDA,calle,HACIENDA SAN PASCUAL Y SAN PATRICIO,SI,SI,NO,NO,NO,NO,0,"25.6378272, -100.1604982",
18,2021,ABRIL-JUNIO,COLONIA,HEROES DE NACOZARI,calle,FRANSICO VILLA Y ALDAMA,SI,SI,NO,SI,NO,NO,0,"25.6363512, -100.1817972",
24,2021,ABRIL-JUNIO,COLONIA,FRACCIONAMIENTO SANTA MONICA,calle,SAN CARLOS Y SAN DIEGO,NO,SI,NO,NO,NO,NO,0,"25.6111402, -100.1703602",
25,2021,ABRIL-JUNIO,COLONIA,VALLE DE REAL,calle,VALLE CORTES Y VALLE OCASO,SI,NO,NO,SI,NO,NO,0,"25.6109652, -100.1658302",
26,2021,ABRIL-JUNIO,COLONIA,REGUILLETES,calle,AV. REGUILLETES Y JARANA,SI,SI,NO,SI,NO,NO,0,"25.6059022, -100.1703832",
28,2021,ABRIL-JUNIO,COLONIA,REGUILLETES,calle,LOS HERMANOS GRIMM Y ERENEST HEMIN GWAY,SI,SI,NO,SI,NO,NO,0,"25.6035472, -100.1703222",
33,2021,ABRIL-JUNIO,COLONIA,Los Reyes,Calle,Alberto I,SI,SI,NO,NO,NO,NO,0,"25.6434582, -100.1466292",
34,2021,ABRIL-JUNIO,COLONIA,Los Reyes,Calle,Felipe II,SI,SI,NO,NO,NO,NO,0,"25.6438982, -100.1463222",
36,2021,ABRIL-JUNIO,COLONIA,Los Reyes,Calle,Luis XIV,SI,SI,NO,NO,SI,SI,4,"25.6454012, -100.1454682",
37,2021,ABRIL-JUNIO,COLONIA,Los Reyes,Calle,Alfonso XIII,SI,SI,NO,SI,NO,SI,4,"25.6458892, -100.1452252",
43,2021,ABRIL-JUNIO,COLONIA,Portal de San Roque,Calle,Fraccionamiento Azucena,SI,NO,NO,NO,NO,NO,0,"25.649565, -100.1369282",
53,2021,ABRIL-JUNIO,COLONIA,Fraccionamiento San Juan,Calle,Hector Espino,SI,SI,NO,NO,NO,SI,3,"25.6472042, -100.1143142",
54,2021,ABRIL-JUNIO,COLONIA,Fraccionamiento San Juan,Calle,Lic. Jesus Treviño,SI,SI,NO,NO,NO,SI,4,"25.6480882, -100.1161372",
57,2021,ABRIL-JUNIO,COLONIA,Monteverde,Calle,Monte Alban,SI,SI,SI,SI,NO,SI,5,"25.6473102, -100.1567802",
61,2021,ABRIL-JUNIO,COLONIA,TERRANOVA,CALLE,EL SABINAL ENTRE MAPIMI Y SIERRA DE LA LAGUNA,SI,NO,NO,NO,NO,NO,0,"25.6714152, -100.1073432",
62,2021,ABRIL-JUNIO,COLONIA,TERRANOVA,CALLE,EL SABINAL ENTRE BAHIA DE SAN CARLOS Y BAHIA DE KINOS,SI,SI,NO,SI,NO,NO,0,"25.6642862, -100.1085692",
64,2021,ABRIL-JUNIO,COLONIA,TERRANOVA,CALLE,EL SABINAL ENTRE  RIO CENEPA Y RIO CHAO,SI,NO,NO,NO,NO,NO,0,"25.6646322, -100.1077942",
73,2021,ABRIL-JUNIO,COLONIA,LOS CANTAROS,CALLE,AV. LOS CANTAROS ENTRE MARIA BONITA Y EL REY,SI,SI,NO,NO,NO,NO,0,"25.6310132, -100.1172042",
79,2021,ABRIL-JUNIO,COLONIA,FUENTES DE JUAREZ,CALLE,FUENTE ANILLADA ENTRE FUENTE ROMANA SUR Y FUENTE DE CAPITEL,SI,SI,NO,NO,NO,NO,0,"25.6419042, -100.1061952",
85,2021,ABRIL-JUNIO,COLONIA,SAN ANTONIO,CALLE,AV. DE LOS GARZA Y SAN JUAN BOSCO Y STA. LUCIA,SI,SI,SI,SI,NO,SI,2,"25.6269852, -100.0609552",
87,2021,ABRIL-JUNIO,COLONIA,VILLAS DE4 SAN JUAN,CALLE,AV PASEO SAN JUAN ENTRE LIRIO Y ZINNIA,SI,SI,NO,SI,NO,NO,0,"25.6510832, -100.0747832",
95,2021,ABRIL-JUNIO,COLONIA,CENTRO DE JUAREZ,CALLE,GRAL. IGNACIO ZARAGOZA ENTRE LI. BENITO JUAREZ 5 MAYO Y FRANCISCO J. MINA,SI,NO,NO,NO,NO,SI,12,"25.6466872, -100.0913112",
98,2021,ABRIL-JUNIO,COLONIA,PRADERAS DE SAN JUAN,CALLE,MADRID ENTRE VIGO Y SANTIAGO,SI,SI,NO,NO,NO,SI,2,"25.6752462, -100.0889282",
100,2021,ABRIL-JUNIO,COLONIA,PRADERAS DE SAN JUAN,CALLE,TOLEDO ENTRE BARCELONA Y SORIA,SI,NO,NO,SI,NO,NO,0,"25.6794652, -100.0919632",
101,2021,ABRIL-JUNIO,COLONIA,UBIVILLA,CALLE,MINA GRANDE ENTRE AGAT Y AV. METAL,SI,SI,NO,NO,NO,NO,0,"25.6842852, -100.0875282",
104,2021,ABRIL-JUNIO,COLONIA,LOS COMETAS,CALLE,ASTROS,SI,SI,NO,NO,NO,NO,0,"25.6073882, -100.1565902",
105,2021,ABRIL-JUNIO,COLONIA,ARCADIA,AVENIDA,ARCADIA,SI,SI,NO,SI,NO,SI,8,"25.6108752, -100.1776292",
107,2021,ABRIL-JUNIO,COLONIA,LA TRINIDAD,CALLE,SAN ROBERTO,NO,SI,NO,SI,NO,NO,0,"25.6178352, -100.1791572",
115,2021,ABRIL-JUNIO,COLONIA,HEROES DE NACOZARI,CALLE,CAMINO A RANCHO VIEJO,SI,SI,SI,SI,NO,SI,4,"25.6287052, -100.1690472",
118,2021,ABRIL-JUNIO,COLONIA,LOS COMETAS,CALLE,ASTEROIDES,SI,NO,NO,SI,NO,NO,0,"25.6103132, -100.1510002",
119,2021,ABRIL-JUNIO,COLONIA,LOS COMETAS,AVENIDA,AVENIDA LAS TORRES,SI,SI,NO,SI,NO,SI,2,"25.6116342, -100.1524982",
120,2021,ABRIL-JUNIO,COLONIA,LOS COMETAS,AVENIDA,AVENIDA LAS TORRES,SI,NO,NO,NO,NO,SI,16,"25.6195512, -100.1454642",
124,2021,ABRIL-JUNIO,COLONIA,COAHUILA,CALLE,SALTILLO,SI,SI,NO,SI,NO,NO,0,"25.6620882, -100.1350242",
126,2021,ABRIL-JUNIO,COLONIA,HDA. SANTA LUCIA,AVENIDA,LA HACIENDA,SI,SI,NO,SI,NO,NO,0,"25.6582212, -100.1216352",
127,2021,ABRIL-JUNIO,COLONIA,HDA. SANTA LUCIA,CALLE,HACIENDA SANTA BARBARA,SI,NO,NO,NO,NO,NO,0,"25.6298732, -100.1088652",
2,2021,JULIO-SEPTIEMBRE,COLONIA,AMERICA UNIDA,CALLE,CANADA,NO,SI,NO,SI,NO,NO,0,"25.6461192, -100.1397042",
4,2021,JULIO-SEPTIEMBRE,COLONIA,ARCADIA,AVENIDA,ARCADIA,SI,SI,NO,SI,NO,SI,8,"25.6108752, -100.1776292",
9,2021,JULIO-SEPTIEMBRE,COLONIA,COLINAS DEL SOL,AVENIDA,COLINAS DEL SOL Y SANTA EMMA GZZ ALCARAZ,SI,SI,SI,SI,NO,NO,0,"25.6686992, -100.1270912",
13,2021,JULIO-SEPTIEMBRE,COLONIA,FUENTES DE JUAREZ,CALLE,ALEJANDRO GARZA LEAL ENTRE FUENTE COMPUESTA Y FUENTE TORNEADA,SI,SI,NO,NO,NO,NO,0,"25.6403332, -100.1057712",
16,2021,JULIO-SEPTIEMBRE,COLONIA,FUENTES DE JUAREZ,CALLE,FLOR DEL AMOR ENTRE EN MEDIO DEL PARQUE DE BEIBOL,NO,NO,NO,SI,NO,NO,0,"25.6457352, -100.1018172",
23,2021,JULIO-SEPTIEMBRE,COLONIA,HEROES DE NACOZARI,CALLE,CAMINO A RANCHO VIEJO,SI,SI,SI,SI,NO,SI,4,"25.6287052, -100.1690472",
29,2021,JULIO-SEPTIEMBRE,COLONIA,LA ESPERANZA,CALLE,LA ESPERANZA,SI,SI,SI,NO,NO,SI,2,"25.639856, -100.1239622",
31,2021,JULIO-SEPTIEMBRE,COLONIA,LOMAS DE ANZURES,CALLE,LOMA BONITA ENTRE LOMA MIRADOR Y LOMA GRANDE,SI,SI,NO,NO,NO,NO,0,"25.6872022, -100.1005842",
34,2021,JULIO-SEPTIEMBRE,COLONIA,LOS CANTAROS,CALLE,AV. LOS CANTAROS ENTRE MARIA BONITA Y EL REY,SI,SI,NO,NO,NO,NO,0,"25.6310132, -100.1172042",
38,2021,JULIO-SEPTIEMBRE,COLONIA,LOS COMETAS,CALLE,ASTEROIDES ENTRE LLUEVIA Y ATARDECER,SI,SI,NO,SI,NO,NO,0,"25.6103132, -100.1510002",
39,2021,JULIO-SEPTIEMBRE,COLONIA,LOS COMETAS,AVENIDA,AVENIDA LAS TORRES ENTRE VENUS,SI,SI,NO,SI,NO,SI,2,"25.6116342, -100.1524982",
50,2021,JULIO-SEPTIEMBRE,COLONIA,LOS REYES,CALLE,Luis Eduardo III Y FELIPE II CRUZ CON CARLOS V,SI,NO,SI,NO,NO,NO,0,"25.6446062, -100.1459972",
52,2021,JULIO-SEPTIEMBRE,COLONIA,LOS REYES,CALLE,Felipe II Y ALBERTO I ENTRE CARLOS V Y LUSI DE ARAGON,SI,SI,NO,NO,NO,NO,0,"25.6438982, -100.1463222",
54,2021,JULIO-SEPTIEMBRE,COLONIA,LOS REYES,CALLE,Alfonso XIII Y LUIS XIV ENTRE CARLOS V Y LUIS DE ARAGON,SI,SI,NO,SI,NO,SI,4,"25.6458892, -100.1452252",
55,2021,JULIO-SEPTIEMBRE,COLONIA,LOS VALLES,CALLE,VALLES DE LOS FRESNOS CRUZ CON VALLE DE LOS SAUCES Y VALLE DE LOS NARANJOS,SI,SI,NO,SI,NO,NO,0,"25.6196082, -100.1683902",
57,2021,JULIO-SEPTIEMBRE,COLONIA,MONTEVERDE,CALLE,MONTE OLIMPO,NO,NO,NO,SI,NO,NO,0,"25.6482222, -100.1507162",
58,2021,JULIO-SEPTIEMBRE,COLONIA,MONTEVERDE,CALLE,MONTE ALBAN,SI,SI,SI,SI,NO,SI,5,"25.6473102, -100.1567802",
65,2021,JULIO-SEPTIEMBRE,COLONIA,PORTAL DE VAQUERIAS,CALLE,LA GUADALUPE Y TECOLUTLA,SI,SI,NO,NO,NO,NO,0,"25.6369922, -100.1480172",
67,2021,JULIO-SEPTIEMBRE,COLONIA,PRADERAS DE SAN JUAN,CALLE,ALBACETE ENTRE BARCELONA Y ALICANTE,SI,NO,NO,SI,NO,SI,1,"25.6823709, -100.0924",
72,2021,JULIO-SEPTIEMBRE,COLONIA,PRADERAS DE SAN JUAN,CALLE,VALLADOLID ENTRE VALENCIA Y MADRID,SI,SI,NO,NO,NO,NO,0,"25.6715912, -100.0867552",
74,2021,JULIO-SEPTIEMBRE,COLONIA,REAL DE SAN JOSE,CALLE,REAL DE SAN PABLO ENTRE JUDASY TEOFILO SALINAS,SI,SI,NO,SI,NO,SI,5,"25.6555792, -100.0827382",
77,2021,JULIO-SEPTIEMBRE,COLONIA,REFORMA JUAREZ,AVENIDA,COLA  DE CABALLO,SI,SI,NO,SI,NO,NO,0,"25.6698122, -100.1284812",
79,2021,JULIO-SEPTIEMBRE,COLONIA,REGUILLETES,CALLE,LOS HERMANOS GRIMM Y ERENEST HEMIN GWAY,SI,SI,NO,SI,NO,NO,0,"25.6035472, -100.1703222",
80,2021,JULIO-SEPTIEMBRE,COLONIA,REGUILLETES,CALLE,PARIHUELAS Y LA OCA,SI,SI,NO,NO,NO,NO,0,"25.6051382, -100.1711842",
81,2021,JULIO-SEPTIEMBRE,COLONIA,RIBERAS DE LA MORENA,CALLE,AV. PASEO DE SAN JUAN ENTRE RIBERA DE LOS GZZ Y RIBERA DE LOS ALBA,SI,SI,NO,SI,NO,NO,0,"25.6492532, -100.0716132",
90,2021,JULIO-SEPTIEMBRE,FRACCIONAMIENTO,SAN JUAN,CALLE,LIC. JESUS TREVIÑO,SI,SI,NO,NO,NO,SI,4,"25.6480882, -100.1161372",
91,2021,JULIO-SEPTIEMBRE,COLONIA,SAN ROQUE,CALLE,CARRETERA A SAN ROQUE E HIDALGO,SI,NO,NO,NO,NO,NO,0,"25.5989982, -100.1582692",
93,2021,JULIO-SEPTIEMBRE,COLONIA,SANTA MONICA,CALLE,SAN ISIDRO Y CAMINO A LAS ESPINAS,SI,SI,NO,NO,NO,SI,46,"25.6264657, -100.1744032",
94,2021,JULIO-SEPTIEMBRE,COLONIA,SANTA MONICA,CALLE,SAN ISIDRO Y SANTA ROSA DE LIMA,SI,SI,NO,SI,NO,NO,0,"25.623074, -100.1745137",
95,2021,JULIO-SEPTIEMBRE,COLONIA,SANTA MONICA,CALLE,SANTA JUDITH,SI,NO,NO,SI,NO,NO,0,"25.6146912, -100.1754722",
103,2021,JULIO-SEPTIEMBRE,COLONIA,VALLE DE REAL,CALLE,VALLE CORTES Y VALLE OCASO,SI,NO,NO,SI,NO,NO,0,"25.6109652, -100.1658302",
104,2021,JULIO-SEPTIEMBRE,COLONIA,VALLE DE VAQUERIAS,CALLE,SINDICALISMO Y PRIVADAS DE SINDICALISMO,NO,SI,NO,NO,NO,NO,0,"25.6358872, -100.1526812",
106,2021,JULIO-SEPTIEMBRE,COLONIA,VALLE REAL,AVENIDA,AVENIDA VALLE REAL ENTRE VALLE DE CORTEZ Y VALLE REAL,SI,SI,NO,SI,NO,SI,8,"25.6097772, -100.1614702",
108,2021,JULIO-SEPTIEMBRE,COLONIA,VILLA LUZ,CALLE,PABLO LIVAS,NO,SI,NO,SI,NO,NO,0,"25.6429295, -100.11997",
109,2021,JULIO-SEPTIEMBRE,COLONIA,VILLA LUZ,CALLE,VILLA BRUSELAS,NO,SI,NO,NO,NO,NO,0,"25.6381532, -100.1223722",
115,2021,JULIO-SEPTIEMBRE,COLONIA,VILLAS DE LA HACIENDA,CALLE,HDA. SAN ALSENMO Y SAN FRANCISCO,SI,SI,NO,NO,NO,NO,0,"25.6347972, -100.1641442",
122,2021,JULIO-SEPTIEMBRE,COLONIA,VILLAS DE SAN JUAN,CALLE,FLOR DE BELEN ENTRE NOCHE BUENA Y ROSA,SI,SI,NO,NO,NO,NO,0,"25.6559472, -100.0761332",
130,2021,JULIO-SEPTIEMBRE,COLONIA,AURORA,CALLE,AURORA CRUZ CON BOREAL,NO,SI,SI,SI,NO,NO,0,"25.620494322322045, -100.11729648403593",
132,2021,JULIO-SEPTIEMBRE,RESIDENCIAL,BALCONES DE ZIRANDARO 2DO SECTOR,CALLE,TAJIN ENTRE TARAHUMARA,NO,SI,NO,SI,NO,NO,0,"25.645882895449073, -100.13425149510056",
140,2021,JULIO-SEPTIEMBRE,COLONIA,COAHUILA,AVENIDA,SALTILO CRUZ CON PIEDRAS NEGRAS Y NUEVA ROSITA,NO,SI,NO,SI,NO,NO,0,"25.662212551859593, -100.13459177138476",
150,2021,JULIO-SEPTIEMBRE,COLONIA,FUENTES DE JUAREZ 3ER SECTOR,CALLE,ALEJANDRO GARZA ENTRE FUENTE COMPUESTA Y FUENTE TORNEADA,SI,SI,NO,NO,NO,NO,0,"25.640626222683192, -100.10526420206763",
156,2021,JULIO-SEPTIEMBRE,COLONIA,HACIENDA SANTA LUCIA,CALLE,HACIENDA SAN SEBASTIAN ENTRE SANTA LUCIA,NO,SI,NO,SI,NO,NO,0,"25.658259102352993, -100.12086563677273",
158,2021,JULIO-SEPTIEMBRE,COLONIA,MIRADOR DE SAN ANTONIO SECTOR 4,CALLE,DR. ARROYO ENTRE CIENEGA DE FLORES Y ABASOLO,SI,SI,NO,SI,NO,NO,0,"25.639427577423653, -100.05492501324754",
159,2021,JULIO-SEPTIEMBRE,COLONIA,MIRADOR DE SAN ANTONIO SECTOR 4 ALAMO,CALLE,ESCOBEDO ENTRE HUALAHUISES Y MIER Y NORIEGA,SI,SI,NO,SI,NO,SI,2,"25.640001812216454, -100.0523818644639",
162,2021,JULIO-SEPTIEMBRE,COLONIA,MIRADOR DE SAN ANTONIO SECTOR 8,CALLE,DEMAS ENTRE JOSUE Y CARSENA,NO,SI,NO,NO,NO,SI,1,"25.64263779941326, -100.06102494963514",
170,2021,JULIO-SEPTIEMBRE,COLONIA,PASEO DE LAS LOMAS,CALLE,LOMA ALTA CRUZ CON LOMA DEL ROBLE,NO,SI,SI,SI,NO,SI,2,"25.63999664108636, -100.11509248607761",
171,2021,JULIO-SEPTIEMBRE,COLONIA,PASEO DE LAS LOMAS,CALLE,LOMA BONITA CRUZ CON LOMA DE TRONCOS,NO,SI,SI,NO,NO,SI,4,"25.638872180109647, -100.11592130274263",
175,2021,JULIO-SEPTIEMBRE,COLONIA,PASEO SANTA FE,CALLE,MISION  ENTRE SAN DIEGO  Y SAN BERNABE,NO,SI,NO,NO,NO,NO,0,"25.635640571975223, -100.11458536450105",
178,2021,JULIO-SEPTIEMBRE,COLONIA,PORTAL DE JUAREZ,AVENIDA,LOS PORTALES ENTRE PORTAL DE SAN JUAN Y PORTAL DE SAN MARCOS,SI,SI,SI,SI,NO,NO,0,"25.631599373046136, -100.10532073185612",
183,2021,JULIO-SEPTIEMBRE,COLONIA,PRADERAS DE SAN JUAN,CALLE,SEVILLA ENTRE CD. REAL,NO,SI,NO,NO,NO,NO,0,"25.678962530292733, -100.09389609392726",
184,2021,JULIO-SEPTIEMBRE,COLONIA,PRADERAS DEL ORIENTE,CALLE,DESIERTO COLORADO CRUZ CON DESIERTO DE CHIHUAHUA,SI,SI,SI,SI,NO,NO,0,"25.620650754092733, -100.08806708072541",
187,2021,JULIO-SEPTIEMBRE,COLONIA,PRADERAS DEL ORIENTE,CALLE,DESIERTO DE KALAHARI CRUZ CON DESIERTO DE KALAHARI,NO,SI,NO,SI,NO,NO,0,"25.62283736188978, -100.09230415326606",
189,2021,JULIO-SEPTIEMBRE,COLONIA,PRADERAS DEL ORIENTE,CALLE,PRADERAS DE URUGUAY ENTRE PRADERAS DE PERU Y PRADERAS DE CHILE,SI,SI,SI,SI,NO,SI,5,"25.62082355747865, -100.08509633480799",
194,2021,JULIO-SEPTIEMBRE,COLONIA,QUINTA LAS SABINAS,CALLE,ALAMILLO ENTRE HUIZACHE,NO,SI,SI,NO,NO,NO,0,"25.658978693449708, -100.12562544052807",
