 Clave_de_zona, Ejercicio, Mes, Concesionario, Numeros_de_camión, Nombres_de_asentamientos, Turno, Dias,Horario_de_inicio, Horario_de_fin, Perimetro_de_zona, Nota
III,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,25.0,TOLTECA,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6678139, -100.2429061",
III,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,32.0,VALLE DE CHAPULTEPEC,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6620177, -100.2746622",
III,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,30.0,VEINTITRES DE NOVIEMBRE,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6540821, -100.2216671",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,13.0,ALIANZA DE TAXISTAS,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6573553, -100.2180546",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,13.0,AMPLIACION MEXICO NUEVO,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6858865, -100.2415995",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,24.0,BOSQUES DEL SOL,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.7062825, -100.1645501",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,7.0,CERRO DE LA SILLA,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6494567, -100.2297671",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,18.0,COLINAS RESIDENCIAL,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.663559716023396, -100.19828135173594",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,9.0,CORTIJO LA SILLA,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6317548, -100.1985842",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,3.0,DIVISION DEL NORTE,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6700929, -100.1946772",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,12.0,FOMERREY 3,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6609087, -100.2113366",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,20.0,GARZA MELO,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6484027, -100.2095791",
IV,2021,ENERO - MARZO,VEOLIA RESIDUOS NORTE S.A DE C.V,21.0,INDUSTRIAL LA SILLA,VESPERTINO,LUNES-MIERCOLES-VIERNES,14:00:00,24:00:00,"25.6724823, -100.1785793",
