 Numero_de_identificacion,Ejercicio, Mes, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_vialidad, Pista, Juegos_de_parque, Aparatos_de_ejercicio, Cancha, Bebedores, Botes_de_basura, Cantidad_de_botes, Georreferencia, Nota
PARQUE ACUÁTICO BENITO JUÁREZ,2021,ENERO-MARZO,COLONIA,INFONAVIT BENITO JUAREZ,CALLE,FRANCISCO MARQUEZ SIN NUMERO ENTRE MARCELINO JUÁREZ Y PLATEROS,NO,NO,NO,NO,NO,SI,2,"25.70227, -100.190523",EL PARQUE CUNTA CON 1 ALBERCA PARA ADULTOS Y 1 CHAPOTEADERO
3,2021,ENERO-MARZO,COLONIA,VALLE DE TORREMOLINOS,CALLE,TORRE DE CERREDO Y TORRE DEL MAR,SI,SI,SI,SI,NO,SI,2,"25.728182045143168, -100.20275694367757",
4,2021,ENERO-MARZO,COLONIA,CRISTALES 3er Sector,CALLE,OCEANO PACIFICO Y COBALTO,NO,SI,SI,SI,NO,SI,2,"25.728931469734437, -100.20081848153852",
10,2021,ENERO-MARZO,COLONIA,EDUERADO CBALLERO,CALLE,NORA QUINTANA Y JOAQUIN HERNADEZ,NO,SI,SI,SI,NO,SI,3,"25.72903274956226, -100.1961666228672",
12,2021,ENERO-MARZO,COLONIA,EDUERADO CBALLERO,CALLE,"EMILIO GONZALEZ, FIDEL VELAZQUES",NO,SI,NO,SI,NO,SI,2,"25.72666659228572, -100.19402592506523",
13,2021,ENERO-MARZO,COLONIA,EDUERADO CBALLERO,CALLE,"NORA QINTANA, JOSE OVALLE",NO,SI,SI,NO,NO,NO,0,"25.725622906457428, -100.19590746059853",
17,2021,ENERO-MARZO,COLONIA,ZOZAYITA,AVENIDA,MIXCOAC Y URUGUAY,NO,SI,NO,SI,NO,NO,0,"25.724316903149298, -100.18066180043445",
19,2021,ENERO-MARZO,COLONIA,CAÑADA BLANCA,CALLE,CHILCHIHUITLES Y TEPETONGO,NO,SI,NO,SI,NO,SI,4,"25.7259957894671, -100.18706289633262",
23,2021,ENERO-MARZO,COLONIA,REAL DE SAN MIGUEL,CALLE,"GOMEZ FARIAS, JOSE CLEMENTE OROZCO",SI,SI,SI,SI,NO,SI,3,"25.721439139853405, -100.19865867084098",
24,2021,ENERO-MARZO,COLONIA,INFONAVIT BENITO JUAREZ,CALLE,DE LA PAZ Y MATEO A. SAENZ,SI,SI,SI,SI,NO,NO,0,"25.719171260343295, -100.1957369324608",
25,2021,ENERO-MARZO,COLONIA,INFONAVIT BENITO JUAREZ,CALLE,HUMBERTO LOZANO Y JOSE OVALLE MORALES,NO,SI,SI,SI,NO,SI,3,"25.71613896728288, -100.1958771067417",
26,2021,ENERO-MARZO,COLONIA,PRIVADA SAN FERNANDO,CALLE,CATEDRAL CASTILLA Y HACIENDA SAN MIGUEL,NO,SI,NO,NO,NO,SI,1,"25.719456119303914, -100.19411742211584",
28,2021,ENERO-MARZO,COLONIA,HACIENDA SAN MIGUEL,CALLE,LA ACEQUIA Y LOS CORRALES,NO,SI,SI,NO,NO,SI,3,"25.721512473438736, -100.19458246960123",
32,2021,ENERO-MARZO,COLONIA,HACIENDA SAN MIGUEL,CALLE,LOS EBANOS Y LA HUERTA,NO,SI,SI,SI,NO,SI,7,"25.722020034619085, -100.19209119380884",
36,2021,ENERO-MARZO,COLONIA,BALCONES DE SAN MIGUEL,CALLE,CALLE 5 Y CALLE 8,SI,SI,SI,SI,NO,SI,20,"25.718257650186306, -100.18513213680001",
39,2021,ENERO-MARZO,COLONIA,MIXCOAC,CALLE,HABICHUELA Y CACAHUATE,NO,SI,NO,SI,NO,NO,0,"25.711963677573866, -100.18395151445065",
41,2021,ENERO-MARZO,COLONIA,COLONIAL SAN MIGUEL,AVENIDA,AV. BALCONES DE SAN MIGUEL Y COLONIAL LOS ENCINOS,NO,SI,SI,SI,NO,SI,3,"25.71118670434129, -100.18741070114672",
43,2021,ENERO-MARZO,COLONIA,RESIDENCIAL MAYA,CALLE,PASEO MAYA Y LUNA MAYA,NO,SI,SI,NO,NO,SI,4,"25.707207548753647, -100.1873315537183",
46,2021,ENERO-MARZO,COLONIA,RESIDENCIAL MAYA,CALLE,VALLE SAGRADA (ENTRADA LADO IZQUIERDO),NO,NO,NO,NO,NO,NO,0,"25.708637320576223, -100.18597632566365",
51,2021,ENERO-MARZO,COLONIA,JARDINES DE CASA BLANCA,CALLE,PADRE MARIA SANTA VIVIA Y MANUEL NEGRETE,NO,SI,SI,SI,NO,SI,2,"25.699945916619445, -100.18906922552509",
59,2021,ENERO-MARZO,COLONIA,LA CONDESA,AVENIDA,AV. CONDESA Y BARAJAS,NO,SI,SI,SI,NO,SI,3,"25.697547481102582, -100.159154049334",
62,2021,ENERO-MARZO,COLONIA,PRIVADA SAN MIGUEL,CALLE,LOSADA Y ESTEO,NO,SI,NO,NO,NO,NO,0,"25.70091434607437, -100.16015502673149",
64,2021,ENERO-MARZO,COLONIA,PRIVADA SAN MIGUEL,CALLE,PITA Y ROMERO,NO,NO,NO,NO,NO,NO,0,"25.701278235800476, -100.16260908401561",
74,2021,ENERO-MARZO,COLONIA,RECIDENCIAL BELLO AMANECER,AVENIDA,AV. BELLO AMANECER Y JARDIN DE LAS MAGNOLIAS,SI,SI,NO,NO,NO,SI,4,"25.697597725722567, -100.13517489431301",
75,2021,ENERO-MARZO,COLONIA,RECIDENCIAL BELLO AMANECER,CALLE,VALLE DE LAS AUCUBAS Y VALLE DE LAS VIOLETAS,NO,NO,NO,SI,NO,SI,2,"25.69737244036337, -100.13331023182556",
80,2021,ENERO-MARZO,COLONIA,HACIENDA LOS ENCINOS,CALLE,SAN PEDRO Y SAN IGNACIO,NO,SI,NO,NO,NO,NO,0,"25.708778974481532, -100.20386074288736",
81,2021,ENERO-MARZO,COLONIA,HACIENDA LOS ENCINOS,CALLE,SAN PEDRO E INGLATERRA,NO,SI,NO,NO,NO,SI,1,"25.710270302984238, -100.2038511916733",
83,2021,ENERO-MARZO,COLONIA,PEDREGAL DE LINDA VISTA,CALLE,NOTTHINHAM Y WATERFORD,SI,SI,SI,SI,NO,SI,3,"25.711221410022166, -100.20199644747399",
85,2021,ENERO-MARZO,COLONIA,PEDREGAL DE LINDA VISTA,CALLE,WINCHESTER Y GLASLOW,NO,SI,SI,SI,NO,SI,5,"25.713836634352685, -100.2032488385343",
88,2021,ENERO-MARZO,COLONIA,LAS DALIAS,AVENIDA,AV. LAS DALIAS Y FILABRES,NO,SI,NO,SI,NO,NO,0,"25.715638517800937, -100.20121327381565",
89,2021,ENERO-MARZO,COLONIA,LAS DALIAS,AVENIDA,AV. LAS DALIAS Y ADRA,NO,NO,NO,NO,NO,SI,1,"25.717854057318014, -100.20319398820476",
91,2021,ENERO-MARZO,COLONIA,RESIDENCIAL SAN ANTONIO,CALLE,"NORTE, PONIENTE Y SUR",NO,SI,NO,NO,NO,NO,0,"25.71136056513493, -100.2053315940743",
95,2021,ENERO-MARZO,COLONIA,PRIVADAS DE LINDA VISTA,CALLE,FORTIN Y LINDERO,NO,SI,NO,NO,NO,NO,0,"25.712357121875577, -100.20758561412288",
100,2021,ENERO-MARZO,COLONIA,VILLA DE SAN MIGUEL,CALLE,DEL ALTILLO Y DEL YUGO,NO,SI,NO,NO,NO,SI,3,"25.710247927416063, -100.2128700974062",
101,2021,ENERO-MARZO,COLONIA,VILLA DE SAN MIGUEL,CALLE,PILASTRA Y ALTILLO,NO,SI,SI,SI,NO,SI,3,"25.709121253207762, -100.21240491857556",
102,2021,ENERO-MARZO,COLONIA,VILLA DE SAN MIGUEL,CALLE,DEL YUGO Y DEL PROVINCIAL,NO,SI,SI,SI,NO,SI,4,"25.707310671328035, -100.21156193634393",
104,2021,ENERO-MARZO,COLONIA,LA VICTORIA,CALLE,PROF. GERMANALMARAZ Y PROF. ALBERTO SANCHEZ,NO,SI,NO,NO,NO,NO,0,"25.705945034591863, -100.22143967960557",
106,2021,ENERO-MARZO,COLONIA,JARDINES DE SAN RAFAEL,CALLE,EBANO Y SAUCE,SI,SI,NO,SI,NO,SI,2,"25.697443766226005, -100.21998031299299",
112,2021,ENERO-MARZO,COLONIA,SAN RAFAEL,CALLE,CIRCUNVALACION Y 16 DE SEPTIEMBRE,NO,SI,NO,SI,NO,SI,2,"25.69494293159443, -100.20715327897686",
114,2021,ENERO-MARZO,COLONIA,SAN RAFAEL,CALLE,BENITO JUAREZ Y EMILIANO ZAPATA,NO,SI,SI,SI,NO,SI,3,"25.69340596147854, -100.20415578819797",
119,2021,ENERO-MARZO,UNIDAD HABITACIONAL,VILLA ESPAÑOLA,CALLE,PENNINSULA IBERICA Y GIBRALTAR,NO,SI,NO,NO,NO,NO,0,"25.701005410489067, -100.2105663613101",
123,2021,ENERO-MARZO,COLONIA,AVANTE 2da ETAPA,CALLE,CONTEMPORANEO Y PREMIER,NO,SI,NO,NO,NO,NO,0,"25.717786919159618, -100.19283332401393",
124,2021,ENERO-MARZO,COLONIA,JARDINES DEL RIO,CALLE,JARDINES DEL RIO Y BRIGIDA GARCIA,NO,SI,NO,NO,NO,NO,0,"25.70074900918204, -100.18675920199101",
128,2021,ENERO-MARZO,UNIDAD HABITACIONAL,VILLA ESPAÑOLA,CALLE,CASTILLA Y NAVARRA,NO,SI,NO,NO,NO,SI,2,"25.698639420167808, -100.21056324439655",
129,2021,ENERO-MARZO,COLONIA,VALLE SOLEADO,CALLE,"VALLE DEL MIRADOR, VALLE ALEGRE",NO,SI,NO,NO,NO,SI,1,"25.703165155022457, -100.16580369330767",
133,2021,ENERO-MARZO,COLONIA,REFORMA,CALLE,PABLO A. DE LA GARZA Y SANTIAGO VIDAURRI,NO,SI,NO,NO,NO,SI,3,"25.669631062453675, -100.1331429731676",
135,2021,ENERO-MARZO,COLONIA,31 DE DICIEMBRE,CALLE,FRANCISCO VILLA Y ISRAEL CAVAZOS,NO,NO,NO,SI,NO,NO,0,"25.66984187224775, -100.1379011918004",
136,2021,ENERO-MARZO,COLONIA,TAMAULIPAS,CALLE,REYNOSA Y FRANCISCO VILLA,SI,SI,SI,NO,SI,SI,9,"25.664795600297904, -100.1410276376156",
138,2021,ENERO-MARZO,COLONIA,NUEVO TAMAULIPAS,CALLE,FRANCISCO VILLA Y SAN MATEO,NO,SI,NO,NO,NO,SI,2,"25.672579361469452, -100.137146753995",
140,2021,ENERO-MARZO,COLONIA,PUERTA DEL SOL,CALLE,SAN MATEO Y SAN JUAN BAUTISTA,NO,NO,NO,NO,NO,NO,0,"25.671710071251145, -100.14009361957976",
144,2021,ENERO-MARZO,COLONIA,EVOLUCION,CALLE,SAN PEDRO BERNAL Y LA CARDONA,NO,NO,NO,NO,NO,SI,1,"25.67068656850457, -100.14589972207922",
146,2021,ENERO-MARZO,COLONIA,C.N.O.P,CALLE,SENEM RAMIREZ Y AGUSTIN DE LA O,SI,SI,NO,SI,NO,SI,3,"25.665746508966045, -100.14562561882616",
149,2021,ENERO-MARZO,COLONIA,NUEVO LEON,AVENIDA,AV.NUEVO LEON Y CHINA,NO,SI,SI,SI,NO,SI,11,"25.659646310557065, -100.15012661178194",
153,2021,ENERO-MARZO,COLONIA,PASEO DE GUADALUPE,CALLE,ZUBIA Y BORJA,NO,SI,NO,NO,NO,SI,5,"25.65452012109803, -100.16432247569476",
157,2021,ENERO-MARZO,COLONIA,PASEO DE GUADALUPE,AVENIDA,AV.DEL BOSQUE Y PRIEGO,NO,NO,NO,NO,NO,NO,0,"25.654075920363763, -100.16500675515503",
158,2021,ENERO-MARZO,COLONIA,PASEO DE GUADALUPE,CALLE,URCAL Y ADRA,NO,SI,NO,SI,NO,NO,0,"25.654296527756838, -100.16327706474273",
159,2021,ENERO-MARZO,COLONIA,PASEO DE GUADALUPE,CALLE,VERA Y OLVERA,NO,SI,SI,NO,NO,SI,3,"25.655182186205295, -100.16103962020428",
164,2021,ENERO-MARZO,COLONIA,PASEO DE GUADALUPE,AVENIDA,AV.PASEO DE GUADALUPE Y ARZA,NO,SI,SI,NO,NO,NO,0,"25.653138270607826, -100.16143134553751",
167,2021,ENERO-MARZO,COLONIA,VALLES DEL SOL,CALLE,DEL BOSQUE Y VERDON,NO,NO,NO,NO,NO,NO,0,"25.65099262686841, -100.16677241209491",
171,2021,ENERO-MARZO,COLONIA,PEDREGAL DE GUADALUPE,CALLE,ISLA DE CEDROS Y PRIVADA SANTA ROSA,NO,SI,NO,NO,NO,NO,0,"25.660021180231965, -100.17608652707722",
172,2021,ENERO-MARZO,COLONIA,PEDREGAL DE GUADALUPE,CALLE,PEDREGAL DE LA CORDILLERA Y PEDREGAL DE LA MONTAÑA,NO,SI,NO,NO,NO,SI,3,"25.65890839650603, -100.17461257577284",
175,2021,ENERO-MARZO,COLONIA,VAQUERIAS,CALLE,MAR MEDITERRANEO Y MAR ROJO,NO,SI,NO,SI,NO,NO,0,"25.662469740288486, -100.16824133998443",
177,2021,ENERO-MARZO,COLONIA,PRADERAS DE GUADALUPE,CALLE,PRADERAS DE GUADALUPE Y OSO,NO,SI,SI,NO,NO,SI,3,"25.662055392578644, -100.16103797120097",
178,2021,ENERO-MARZO,COLONIA,PORTAL DE XOCHIMILCO,CALLE,RIO NAZAS Y DEL PRADO,NO,SI,SI,SI,NO,SI,3,"25.6571764597656, -100.16867001598152",
179,2021,ENERO-MARZO,COLONIA,PRIVADA LA SILLA,CALLE,IGNACIO ZARAGOZA Y PRIVADA ORION,NO,NO,NO,NO,NO,NO,0,"25.650696350771664, -100.17117880842353",
180,2021,ENERO-MARZO,COLONIA,CROC,CALLE,28 DE AGOSTO Y E.RUIZ CERDA,NO,NO,NO,NO,NO,NO,0,"25.65688056615992, -100.17513475793679",
183,2021,ENERO-MARZO,COLONIA,XOCHIMILCO,AVENIDA,AV.XOCHIMILCO Y LAGO KARAKUL,NO,SI,SI,SI,NO,SI,5,"25.653667297000112, -100.17287797824",
189,2021,ENERO-MARZO,COLONIA,HACIENDA LA SILLA 2,CALLE,HACIENDA SAN PEDRO Y HACIENDA SAN AGUSTIN,NO,SI,SI,SI,NO,NO,0,"25.649123234164115, -100.1725260122902",
190,2021,ENERO-MARZO,COLONIA,SCT,CALLE,SERVICIOS TECNICOS Y SATELITE MORELOS,NO,SI,SI,SI,NO,NO,0,"25.647540608487716, -100.17316755134725",
195,2021,ENERO-MARZO,COLONIA,SIERRA MORENA,CALLE,SIERRA DE HIMALAYA Y SIERRA FRIA,NO,SI,SI,SI,NO,SI,4,"25.644499945552962, -100.17799424108534",
199,2021,ENERO-MARZO,COLONIA,PASEO DEL ACUEDUCTO,AVENIDA,SIERRA DEL MIRADOR Y AV.COAHUILA,SI,NO,SI,SI,NO,NO,0,"25.641320294863682, -100.17752938915349",
205,2021,ENERO-MARZO,COLONIA,VALLE DE SAN RONQUE,CALLE,SAN JUAN Y SAN AGUSTIN,NO,SI,NO,SI,SI,SI,4,"25.646178834571483, -100.19050854193354",
207,2021,ENERO-MARZO,COLONIA,TIERRA PROPIA,CALLE,TEQUILA Y ACATIL,NO,SI,SI,SI,NO,SI,4,"25.641143618231666, -100.18912214493076",
209,2021,ENERO-MARZO,COLONIA,TIERRA PROPIA,CALLE,LAGOS DE MORENO Y PIHUAMO,NO,SI,NO,NO,NO,NO,0,"25.636541252224927, -100.1892137590836",
215,2021,ENERO-MARZO,COLONIA,CORTIJO LA SILLA,CALLE,CORTIJO LOS MENDOZA Y CERRADAS DE GARDENIA,NO,SI,NO,NO,NO,SI,2,"25.631670319773367, -100.19287439737087",
218,2021,ENERO-MARZO,COLONIA,MISION DE LA SILLA,CALLE,CERRADAS DE ROSAS Y CERRADAS DE LIRIOS,NO,NO,NO,NO,NO,NO,0,"25.63342488373306, -100.19420140907684",
224,2021,ENERO-MARZO,COLONIA,DOS RIOS,CALLE,RIO VERDE Y RIO ATOYAC,NO,SI,NO,NO,NO,NO,0,"25.681180005605622, -100.16743675259993",
228,2021,ENERO-MARZO,COLONIA,DOS RIOS,CALLE,RIO ANA Y RIO SOFIA,NO,SI,NO,NO,NO,NO,0,"25.67739335640542, -100.16431773492316",
229,2021,ENERO-MARZO,COLONIA,DOS RIOS,CALLE,RIO SOFIA Y RIO MARCELA,NO,NO,NO,NO,NO,NO,0,"25.67644065097984, -100.16564751148076",
232,2021,ENERO-MARZO,COLONIA,DOS RIOS,CALLE,RIO PAPALOAPAN Y RIO PILON,NO,SI,SI,SI,SI,NO,0,"25.678000385850552, -100.16224950049559",
235,2021,ENERO-MARZO,COLONIA,FUENTES DE  GUADALUOE,AVENIDA,AV.LOS SABINOS Y FUENTE DE PLATA,NO,SI,NO,SI,NO,NO,0,"25.670073794110795, -100.16406741873321",
241,2021,ENERO-MARZO,COLONIA,SANTA CRUZ,CALLE,DIAGONAL SANTA CRUZ Y MANGANESO,NO,SI,NO,NO,NO,NO,0,"25.671827098710683, -100.15837528771836",
244,2021,ENERO-MARZO,COLONIA,SANTA CRUZ,CALLE,DIAGONAL SANTA CRUZ Y ALBASTROS,NO,NO,NO,NO,NO,NO,0,"25.6738133396661, -100.15575564476622",
254,2021,ENERO-MARZO,COLONIA,HACIENDA SAN SEBASTIAN,AVENIDA,"PERAL, C.MELON Y AV.CHABACANO",NO,SI,NO,NO,NO,NO,0,"25.661729898784643, -100.16553942231785",
260,2021,ENERO-MARZO,COLONIA,RIBERAS DEL CONTRY,CALLE,"DAVID BECERRA, ANTIGUO CAMINO AL DIENTE",NO,NO,NO,NO,NO,NO,0,"25.65444554962017, -100.26889299447434",
267,2021,ENERO-MARZO,COLONIA,VALLE DEL CONTRY,CALLE,LAS AMERICAS Y VALLE DEL CHAMPAGNE,SI,SI,SI,NO,NO,SI,6,"25.655246056041015, -100.26490464558434",
271,2021,ENERO-MARZO,COLONIA,CONTRY LAS AGUILAS,CALLE,VAN GOGH Y BOUNAROTI,SI,SI,SI,NO,NO,SI,4,"25.651276938478556, -100.26105068367788",
282,2021,ENERO-MARZO,COLONIA,CONTRY LA SILLA,CALLE,FRANCISCO GOITIA Y CLEMENTE OROZCO,NO,NO,NO,NO,NO,NO,0,"25.644375204868286, -100.26548662117249",
284,2021,ENERO-MARZO,COLONIA,PUNTA CONTRY,CALLE,RAFAEL SANZIO Y RAFAEL ALBERTI,NO,NO,NO,NO,NO,NO,0,"25.64507962154976, -100.26240940168653",
286,2021,ENERO-MARZO,COLONIA,CONTRY 1 ER SECTOR,CALLE,LEONARDO DAVINCI Y GRECO,NO,NO,NO,NO,NO,NO,0,"25.642867285886048, -100.26235088940408",
292,2021,ENERO-MARZO,COLONIA,CONTRY LA SILLA,CALLE,HOMERO Y ALFONSO REYES,NO,NO,NO,NO,NO,NO,0,"25.63485642605448, -100.26245756836335",
300,2021,ENERO-MARZO,COLONIA,CONTRY LA ESCONDIDA,CALLE,PTOLOMEO Y CRONOS,NO,NO,NO,NO,NO,NO,0,"25.626346325255565, -100.26574149906963",
315,2021,ENERO-MARZO,COLONIA,PRIVADAS DEL CONTRY,CALLE,FLAMINGOS Y QUETZALES,NO,SI,NO,NO,NO,NO,0,"25.660793391428378, -100.24181728161858",
317,2021,ENERO-MARZO,COLONIA,GRANJITAS LA SILLA,CALLE,EMILIANO ZAPATA Y VICENTE GUERRERO,NO,SI,SI,SI,NO,SI,2,"25.657263529440183, -100.24114590385038",
320,2021,ENERO-MARZO,COLONIA,FRESNOS LA SILLA,CALLE,COLIMA Y VILLA FRANCA,NO,SI,NO,NO,NO,NO,0,"25.664369568470693, -100.23615425066372",
323,2021,ENERO-MARZO,COLONIA,VIVEINDA POPULAR,CALLE,LAZARO CARDENAS Y BAJA CALIFORNIA,NO,SI,SI,SI,NO,SI,4,"25.66465395418275, -100.23310587372768",
326,2021,ENERO-MARZO,COLONIA,15 DE MAYO,CALLE,15 DE MAYO Y TORREON,NO,SI,NO,SI,NO,NO,0,"25.655763171703146, -100.23340491991901",
329,2021,ENERO-MARZO,COLONIA,FOVISSTE CAMINO REAL,CALLE,MISIA Y KARIA,NO,NO,NO,NO,NO,NO,0,"25.65861005659318, -100.22909443156512",
332,2021,ENERO-MARZO,COLONIA,GALERIAS DE CAMINO REAL 2do SECTOR,CALLE,GALERIAS DEL ARTE ORIENTE,NO,SI,NO,SI,NO,NO,0,"25.65357588739027, -100.22894536385483",
335,2021,ENERO-MARZO,COLONIA,CAMINO REAL,CALLE,PASEO DE LOS CESARES Y SEVERIO,NO,SI,NO,SI,NO,NO,0,"25.663552714349045, -100.2251709711955",
337,2021,ENERO-MARZO,COLONIA,20 DE NOVIEMBRE,CALLE,AVE DE LOS REYES Y NIÑOS HEROESS,NO,SI,NO,NO,NO,NO,0,"25.672774082025573, -100.22520818709317",
338,2021,ENERO-MARZO,COLONIA,20 DE NOVIEMBRE,CALLE,AVE NUEVO LEON Y PINO SUAREZ,NO,SI,NO,NO,NO,NO,0,"25.67202653651273, -100.22823578520466",
347,2021,ENERO-MARZO,COLONIA,GUADALUPE VICTORIA,CALLE,BENITO JUAREZ Y REVOLUCION,NO,SI,NO,SI,NO,NO,0,"25.669118456632503, -100.21551561987006",
348,2021,ENERO-MARZO,COLONIA,RAFAEL RAMIREZ,CALLE,ELOY CAVAZOS Y RAFAEL RAMIREZ,NO,SI,NO,SI,NO,NO,0,"25.65862695509226, -100.22322620053413",
349,2021,ENERO-MARZO,COLONIA,LA ROCA,CALLE,PABLO LIVAS Y LOPEZ MATEOS,NO,SI,NO,NO,NO,NO,0,"25.66679924956689, -100.2171647300578",
355,2021,ENERO-MARZO,COLONIA,EL MILAGRO,CALLE,FATIMA Y TEPEYAC,NO,SI,SI,SI,NO,NO,0,"25.661173044642617, -100.21752573687046",
364,2021,ENERO-MARZO,COLONIA,RAYMUNDO ALMAGUER,CALLE,RAYMUNDO ALMAGUER Y CERRO DEL FRAYLE,NO,SI,NO,NO,NO,NO,0,"25.65274253807668, -100.221080313727",
370,2021,ENERO-MARZO,COLONIA,2 DE MAYO,CALLE,GALAXIA Y FRESNO,NO,NO,NO,NO,NO,NO,0,"25.65881017151578, -100.21115602342196",
371,2021,ENERO-MARZO,COLONIA,ALMAGUER,CALLE,DEL GORRION Y DEL ARROYO,NO,SI,SI,SI,NO,SI,6,"25.649641262560625, -100.21470215751503",
375,2021,ENERO-MARZO,COLONIA,COLLADOS DE GUADALUPE,CALLE,ISRAEL CAVAZOS BERNAL Y HUAJUCO,NO,NO,NO,NO,NO,NO,0,"25.649971410093716, -100.21006980672438",
378,2021,ENERO-MARZO,COLONIA,COLLADOS DE GUADALUPE,CALLE,LA SILLA Y COLLADOS DE GUADALUPE,NO,SI,NO,NO,NO,NO,0,"25.64834388636296, -100.2106125972683",
379,2021,ENERO-MARZO,COLONIA,VILLA OLIMPICA,CALLE,INGLATERRA Y CUBA,NO,SI,SI,SI,NO,SI,4,"25.64758209096675, -100.20854586165831",
384,2021,ENERO-MARZO,COLONIA,COLLADOS DE GUADALUPE,CALLE,POTOSI Y CHIPIQUE,NO,SI,NO,NO,NO,NO,0,"25.64480700347447, -100.21124731810262",
385,2021,ENERO-MARZO,COLONIA,RESIDENCIAL SAN EDUARDO,CALLE,PRIV. SAN EDUARDO NORTE Y ARTURO B. DE LA GARZA,NO,SI,SI,NO,NO,NO,0,"25.6477833832811, -100.21130614906767",
387,2021,ENERO-MARZO,COLONIA,RESIDENCIAL SAN EDUARDO,CALLE,SAN EDUARDO Y CALLE 3,NO,SI,NO,NO,NO,NO,0,"25.649162721383682, -100.21164405033178",
,2021,ENERO-MARZO,COLONIA,2 DE MAYO,,FRESNO Y SABINO,,,,,,,,"25.659662510036263, -100.2103647812139",
391,2021,ENERO-MARZO,COLONIA,VALLE HERMOSO 3er SECTOR,CALLE,ARBOLEDAS  Y NARANJO,NO,SI,SI,SI,NO,SI,4,"25.687378197142674, -100.19917256272927",
392,2021,ENERO-MARZO,COLONIA,LOS ENCINOS,AVENIDA,ENCINOS Y PLUTARCO ELIAS CALLES (CADEREYTA),NO,SI,SI,SI,NO,SI,2,"25.68643388410397, -100.19865154872546",
397,2021,ENERO-MARZO,COLONIA,MELCHOR OCAMPO,CALLE,SAN ANTONIO Y ALAMO,NO,NO,NO,NO,NO,NO,0,"25.680559602666534, -100.1951770213182",
398,2021,ENERO-MARZO,COLONIA,ROSITA 4to SECTOR,AVENIDA,COSTA AZUL Y AV. DEL PARAISO,NO,SI,SI,NO,NO,SI,3,"25.684365540117415, -100.19675677148916",
399,2021,ENERO-MARZO,COLONIA,VALLE DE LAS SABINAS,CALLE,GUSTAVO GAMEZ GUZMAN Y ESTEBAN LEAL VILLAREAL,NO,SI,NO,NO,NO,NO,0,"25.687967161682412, -100.19566899059998",
403,2021,ENERO-MARZO,COLONIA,RINCON DE LA HACIENDA,CALLE,HACIENDA LAS PRESAS Y HACIENDA LAS NORIAS,NO,SI,SI,SI,NO,SI,3,"25.688372563175378, -100.18896798241346",
408,2021,ENERO-MARZO,COLONIA,FAISANES 1,CALLE,HALCON Y CIGÜEÑA,NO,SI,SI,SI,NO,SI,1,"25.690734556942743, -100.17888829633384",
410,2021,ENERO-MARZO,COLONIA,RESIDENCIAL QUETZAL,CALLE,TUCAN Y ALBATROZ,NO,SI,SI,SI,NO,SI,3,"25.6929600832355, -100.17700860291372",
412,2021,ENERO-MARZO,COLONIA,SANTA CLARA,CALLE,OJINAGA Y URUACHI,NO,SI,SI,SI,NO,SI,2,"25.68386364495895, -100.17382200836319",
413,2021,ENERO-MARZO,COLONIA,SANTA CLARA,CALLE,PRAXEDIS GUERRERO Y JANOS,NO,NO,NO,SI,NO,NO,0,"25.684076230784374, -100.17487488204276",
418,2021,ENERO-MARZO,COLONIA,PRIVADA SAN CARLOS,CALLE,CASAS GRANDES,NO,SI,NO,SI,NO,NO,0,"25.68293096961517, -100.18022930513715",
426,2021,ENERO-MARZO,COLONIA,DOS RIOS 14 SECTOR,CALLE,RIO NILO Y RIO RHIN,NO,SI,SI,SI,NO,SI,3,"25.681777660548807, -100.17475728360839",
428,2021,ENERO-MARZO,COLONIA,PRIVADA SAN CARLOS,CALLE,CAMARGO Y PRIVADA DE CAMARGO,NO,SI,NO,SI,NO,SI,2,"25.681743285873686, -100.17746809530226",
429,2021,ENERO-MARZO,COLONIA,PRIVADA SAN CARLOS,CALLE,AHUMADA Y PASEO DE CHIHUAHUA,NO,SI,SI,SI,NO,SI,3,"25.68045400847531, -100.17593790304002",
430,2021,ENERO-MARZO,COLONIA,PRIVADA SAN CARLOS,CALLE,MADERA Y PRIVADA MADERA,NO,SI,NO,NO,NO,SI,2,"25.6809271023928, -100.1753743724311",
433,2021,ENERO-MARZO,COLONIA,RESIDENCIAL PENINSULA,CALLE,PENINSULA DE YUCATAN Y PENINSULA DE FLORIDA,NO,SI,NO,SI,NO,SI,2,"25.67866289352852, -100.17835533647715",
441,2021,ENERO-MARZO,COLONIA,TRES CAMINOS,CALLE,EMILIANO ZAPATA Y SEPALO,NO,SI,NO,NO,NO,SI,1,"25.667648426985785, -100.1830447734496",
453,2021,ENERO-MARZO,COLONIA,TRES CAMINOS,CALLE,"ENREDADERA, FRESA Y GIRASOL",NO,SI,SI,SI,NO,SI,3,"25.663923461395203, -100.18344316661607",
454,2021,ENERO-MARZO,COLONIA,TRES CAMINOS,CALLE,MARAVILLA Y PRIVADA GLADIOLA,NO,SI,NO,NO,NO,NO,0,"25.66314998657187, -100.18401537470542",
456,2021,ENERO-MARZO,COLONIA,NIÑOS HEROES,CALLE,MORELOS Y AGUSTIN MELGAR,NO,SI,NO,SI,NO,NO,0,"25.661605185123822, -100.18190054980282",
460,2021,ENERO-MARZO,COLONIA,TRES CAMINOS,CALLE,VIOLETA Y HELECHOS,NO,SI,SI,SI,NO,NO,0,"25.661269044529764, -100.19216450274399",
