 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
111,2021,ENERO,2021-01-05,2021-01-05 00:00:00,16:35:00,CHOQUE LATERAL,SIN DAÑOS,C4/911,CIUDAD,FAISAN,CALLE,CARRETERA NACIONAL KM 259,"25.506617174582754, -100.19371285823165",
153,2021,ENERO,2021-01-05,2021-01-05 00:00:00,02:25:00,INVACIÓN DE CARRIL,SIN DAÑOS,C4/911,CIUDAD,CENTRO DE SANTIAGO,CALLE,FCO I MADERO,"25.369601555288234, -100.11183917331746",
140,2021,ENERO,2021-01-06,2021-01-06 00:00:00,04:00:00,CHOQUE DE CRUCERO,SIN DAÑOS,C4/911,CIUDAD,BARRIAL,CALLE,ZARAGOZA,"25.47476855693738, -100.19239675690392",
112,2021,ENERO,2021-01-07,2021-01-07 00:00:00,13:25:00,ESTRELLAMIENTO ALCANCE,SIN DAÑOS,C4/911,CIUDAD,LOS FIERROS,CALLE,CARR NACIONAL KM 240,"25.361808634976725, -100.10064499303955",
181,2021,ENERO,2021-01-09,2021-01-09 00:00:00,07:05:00,SALIDA DE CARPETA (ESTRELLAMIENTO),SIN DAÑOS,C4/911,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
182,2021,ENERO,2021-01-10,2021-01-10 00:00:00,16:15:00,SALIDA DE CARPETA (VOLCADURA),SIN DAÑOS,C4/911,CIUDAD,SAN JOSE,CALLE,CARR NACIONAL KM 244,"25.397923125871934, -100.12801582973907",
3250,2021,ENERO,2021-01-19,2021-01-19 00:00:00,20:01:00,TIPO DIVERSO,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL KM 246,CARRETERA,KILOMETRO 246,"25.391043321544792, -100.11937999101838",
152,2021,ENERO,2021-01-21,2021-01-21 00:00:00,17:00:00,ATROPELLO,SIN DAÑOS,C4/911,CIUDAD,SAN FRANCISCO,CALLE,GALEANA,"25.368248346735847, -100.10842743888354",
150,2021,ENERO,2021-01-22,2021-01-22 00:00:00,17:30:00,CORTE DE CIRCULACIÓN,SIN DAÑOS,C4/911,CIUDAD,LOS FIERROS,CALLE,CARR NACIONAL KM 240,"25.360009648721086, -100.09906763185434",
169,2021,ENERO,2021-01-23,2021-01-23 00:00:00,09:02:00,CORTE DE CIRCULACIÓN,SIN DAÑOS,C4/911,CIUDAD,CARR COLA DE CABALLO,CARRETERA,KILOMETRO 13,"25.359840177067028, -100.16405692734675",
163,2021,ENERO,2021-01-26,2021-01-26 00:00:00,12:45:00,ESTRELLAMIENTO CON OBJETO FIJO,SIN DAÑOS,C4/911,CIUDAD,EL CERCADO,CALLE,EUTIMIO SILVA,"25.40116514504706, -100.13221518702335",
213,2021,ENERO,2021-01-27,2021-01-27 00:00:00,11:51:00,DIVERSO DE REVERSA,SIN DAÑOS,C4/911,CIUDAD,EL CERCADO,CALLE,CARR NACIONAL KM 245,"25.4023631533951, -100.13254766764067",
184,2021,ENERO,2021-01-27,2021-01-27 00:00:00,10:10:00,CORTE DE CIRCULACIÓN,SIN DAÑOS,C4/911,CIUDAD,EL CERCADO,CALLE,EUTIMIO SILVA,"25.40099059876641, -100.13255596874097",
148,2021,ENERO,2021-01-27,2021-01-27 00:00:00,21:10:00,FRONTAL,SIN DAÑOS,C4/911,CIUDAD,LOS RODRIGUEZ,CALLE,JUAREZ,"25.478153690770593, -100.17278810315221",
199,2021,ENERO,2021-01-28,2021-01-28 00:00:00,02:05:00,CORTE DE CIRCULACIÓN,MUNICIPIO,C4/911,CIUDAD,LAS HADAS,CALLE,MANUEL TAMEZ,"25.40495800231072, -100.13260003415465",
147,2021,ENERO,2021-01-30,2021-01-30 00:00:00,22:45:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,SAN JOSE,CALLE,CARR NACIONAL KM 242,"25.397162598389176, -100.12608376085454",
139,2021,FEBRERO,2021-02-01,2021-02-01 00:00:00,15:40:00,INVACIÓN DE CARRIL,SIN DAÑOS,C4/911,CIUDAD,CIENEGUILLA,CARRETERA,CARRETERA COLA DE CABALLO,"25.37907783252636, -100.14815870754474",
144,2021,FEBRERO,2021-02-09,2021-02-09 00:00:00,11:40:00,CHOQUE,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL KM 241,CARRETERA,CARR NACIONAL KM 241,"25.3491227251546, -100.08732987418286",
189,2021,FEBRERO,2021-02-10,2021-02-10 00:00:00,17:57:00,INVASION,SIN DAÑOS,C4/911,CIUDAD,LOS CAVAZOS,CARRETERA,CARRETERA LOS CAVAZOS,"25.467097034488578, -100.09506252663623",
110,2021,ENERO,2021-01-01,2021-01-01 00:00:00,18:25:00,CRUCERO,SIN DAÑOS,C4/911,CIUDAD,MALEAÑOS,CALLE,CARMEN SERDAN,"25.39460882734163, -100.12860645971243",
237,2021,FEBRERO,2021-02-11,2021-02-11 00:00:00,07:00:00,INVASION,SIN DAÑOS,C4/911,CIUDAD,SAN FRANCISCO,CALLE,TORIBIO RODRÍGUEZ,"25.406989777549846, -100.16063709579451",
161,2021,ENERO,2021-01-01,2021-01-01 00:00:00,14:50:00,CHOQUE LATERAL (INVACIÓN DE CARRIL),MUNICIPIO,C4/911,CIUDAD,LAS HADAS,CALLE,MANUEL TAMEZ,"25.405015205361323, -100.13254875721579",
3150,2021,FEBRERO,2021-02-12,2021-02-12 00:00:00,07:45:00,SALIDA DE CARPETA,SIN DAÑOS,C4/911,CIUDAD,SAN MATEO,CARRETERA,CARRETERA LOS CAVAZOS,"25.467097034488578, -100.09506252663623",
107,2021,ENERO,2021-01-01,2021-01-01 00:00:00,11:00:00,ALCANCE CON VOLCADURA,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL 229,CARRETERA,CARR NACIONAL KM 229,"25.524032036468935, -100.2072939299909",
245,2021,FEBRERO,2021-02-17,2021-02-17 00:00:00,12:15:00,SALIDA DE CARPETA,TELMEX,C4/911,CIUDAD,CRISTALINAS,CALLE,CARR NACIONAL 250+500,"25.441669830478457, -100.15499318005126",
3285,2021,ENERO,2021-01-06,2021-01-06 00:00:00,18:20:00,SALIDA DE CARPETA,SIN DAÑOS,C4/911,CIUDAD,CRISTALINAS,CALLE,CARR NACIONAL KM 250,"25.448193278686357, -100.16007862673352",
246,2021,FEBRERO,2021-02-18,2021-02-18 00:00:00,09:00:00,CORTE DE CIRCULACIÓN,SIN DAÑOS,C4/911,CIUDAD,EL ALAMO,CALLE,CARR NACIONAL KM 242,"25.35695908306445, -100.09450353032594",
178,2021,ENERO,2021-01-06,2021-01-06 00:00:00,15:00:00,CHOQUE DE CRUCERO,SIN DAÑOS,C4/911,CIUDAD,CENTRO DE SANTIAGO,CALLE,HEROES DEL 47,"25.428142295352952, -100.15381894433814",
226,2021,FEBRERO,2021-02-21,2021-02-21 00:00:00,03:50:00,ALCANCE CON PROYECCION,MUNICIPIO,C4/911,ZONA FEDERAL,CARRETERA NACIONAL KM 253,CARRETERA,CARR NACIONAL KM 253,"25.476472963723502, -100.17817224412232",
146,2021,ENERO,2021-01-07,2021-01-07 00:00:00,22:20:00,CAÍDA DE MOTO,SIN DAÑOS,C4/911,CIUDAD,CAM AL INDIO,CALLE,KILOMETRO 1,"25.421796869264146, -100.16792421737381",
225,2021,FEBRERO,2021-02-22,2021-02-22 00:00:00,20:15:00,ALCANCE,SIN DAÑOS,C4/911,CIUDAD,LOS RODRIGUEZ,CALLE,CARR NACIONAL KM 254,"25.4825300052357, -100.18113099490438",
141,2021,ENERO,2021-01-13,2021-01-13 00:00:00,07:00:00,CAIDA DE MOTO,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL KM 246,CARRETERA,CARR NAC KM  260 EL BARRO,"25.522143350291216, -100.20502007586897",
248,2021,FEBRERO,2021-02-23,2021-02-23 00:00:00,02:15:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,SAN JOSE,CALLE,SERGIO MONTALVO,"25.396663417888938, -100.1325135892242",
176,2021,ENERO,2021-01-14,2021-01-14 00:00:00,15:10:00,CHOQUE CON HUIDA,SIN DAÑOS,C4/911,CIUDAD,EL BARRIAL,CALLE,CAMINO A LOS CAVAZOS,"25.464386357920496, -100.18589244615706",
224,2021,FEBRERO,2021-03-02,2021-03-02 00:00:00,12:40:00,INVASION,SIN DAÑOS,C4/911,CIUDAD,CRISTALINAS,CALLE,CARRETERA NACIONAL KM 250,"25.441582634967432, -100.1548644340314",
177,2021,ENERO,2021-01-16,2021-01-16 00:00:00,16:20:00,REVERSA,MUNICIPIO,C4/911,CIUDAD,LOS RODRIGUEZ,CALLE,CARRETERA NACIONAL KM 254,"25.47823572691894, -100.1790642053488",
222,2021,FEBRERO,2021-03-04,2021-03-04 00:00:00,16:20:00,LATERAL CON PROYECCION,SIN DAÑOS,C4/911,CIUDAD,LAS ADJUNTAS,CARRETERA,CARRETERA A LAS ADJUNTAS KM 4,"25.30066963252783, -100.14168427721934",
116,2021,ENERO,2021-01-17,2021-01-17 00:00:00,11:35:00,SALIDA DE CARPETA CON VOLCADURA,SIN DAÑOS,C4/911,CIUDAD,CARR COLA DE CABALLO,CARRETERA,KILOMETO 6,"25.38787342109675, -100.14621036162843",
242,2021,MARZO,2021-03-12,2021-03-12 00:00:00,01:00:00,SALIDA DE CARPETA CON VOLCADURA,SIN DAÑOS,C4/914,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
179,2021,ENERO,2021-01-18,2021-01-18 00:00:00,11:00:00,SALIDA DE CARPETA,SIN DAÑOS,C4/911,CIUDAD,CARR COLA DE CABALLO,CARRETERA,KILOMETRO 15,"25.36508429401455, -100.16170359568318",
219,2021,MARZO,2021-03-15,2021-03-15 00:00:00,17:20:00,DIVERSO,SIN DAÑOS,C4/914,CIUDAD,SAN JAVIER,CARRETERA,CARR NACIONAL KM 246,"25.41499661263649, -100.14152998093411",
206,2021,ENERO,2021-01-25,2021-01-25 00:00:00,10:10:00,MÓVIL DE VEHÍCULO,SIN DAÑOS,C4/911,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.467097034488578, -100.09506252663623",
266,2021,MARZO,2021-03-19,2021-03-19 00:00:00,15:45:00,ESTRELLAMIENTO CON OBJETO FIJO,MUNICIPIO,C4/914,CIUDAD,LAS MARGARITAS,CARRETERA,CARR NACIONAL KM 238+200,"25.351764439100922, -100.08940528240642",
164,2021,ENERO,2021-01-26,2021-01-26 00:00:00,08:00:00,ALCANCE,SIN DAÑOS,C4/911,CIUDAD,LOS FIERROS,CALLE,CARR NACIONAL KM 239+500,"25.35812222971114, -100.09636527505371",
251,2021,MARZO,2021-03-22,2021-03-22 00:00:00,19:32:00,ESTRELLAMEINTO,MUNICIPIO,C4/914,CIUDAD,LA PLAZUELA,CALLE,SIMON ALMAGUER,"25.394311838479016, -100.13316091985332",
170,2021,ENERO,2021-01-26,2021-01-26 00:00:00,12:30:00,VOLCADURA,SIN DAÑOS,C4/911,CIUDAD,EL CERCADO,CALLE,CARR NACIONAL KM 246,"25.40406680329648, -100.13326712506442",
231,2021,MARZO,2021-03-25,2021-03-25 00:00:00,22:05:00,SALIDA DE CARPETA,SIN DAÑOS,C4/914,CIUDAD,SAN FRANCISCO,CALLE,1 DE MAYO,"25.415954567396305, -100.16211661687684",
185,2021,ENERO,2021-01-27,2021-01-27 00:00:00,12:30:00,CRUCERO,SIN DAÑOS,C4/911,CIUDAD,LOS RODRÍGUEZ,CARRETERA,CARRETERA NACIONAL KM,"25.482336614827545, -100.18090626967309",
253,2021,MARZO,2021-03-27,2021-03-27 00:00:00,11:45:00,DIVERSO DE REVERESA,SIN DAÑOS,C4/914,CIUDAD,SAN FRANCISCO,CALLE,GALEANA,"25.419438617105914, -100.15979848529877",
126,2021,ENERO,2021-01-29,2021-01-29 00:00:00,20:05:00,ATROPELLO,SIN DAÑOS,C4/911,CIUDAD,LOS RODRIGUEZ,CALLE,ALBERTO SANTOS,"25.46757409921798, -100.17230569209305",
3292,2021,MARZO,2021-03-31,2021-03-31 00:00:00,22:20:00,ESTRELLAMIENTO,SIN DAÑOS,C4/914,CIUDAD,ABRAHAM LOPEZ ZARAGOZA,CALLE,ABRAHAM LOPEZ ZARAGOZA,"25.39931379350578, -100.13540198788307",
127,2021,ENERO,2021-01-30,2021-01-30 00:00:00,21:20:00,DIVERSO CAÍDA EN EL CRISTAL,SIN DAÑOS,C4/911,CIUDAD,HUAJUQUITO,CALLE,CARR NACIONAL KM 253,"25.455009693059818, -100.16560960971789",
268,2021,MARZO,2021-04-03,2021-04-03 00:00:00,17:45:00,CHOQUE CON HUIDA,SIN DAÑOS,C4/914,CIUDAD,EL ALAMO,CALLE,EL ALAMO,"25.355047329799483, -100.09444728740765",
129,2021,FEBRERO,2021-02-02,2021-02-02 00:00:00,11:10:00,MOVIL DE VEHICULO,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL KM 245,CARRETERA,CARR NACIONAL KM 245,"25.388633444787914, -100.11786868781654",
287,2021,MARZO,2021-04-05,2021-04-05 00:00:00,16:20:00,ESTRELLAMIENTO,MUNICIPIO,C4/914,CIUDAD,EL BARRIAL,CARRETERA,CARR NACIONAL KM 254,"25.470799296121037, -100.17588829556945",
208,2021,FEBRERO,2021-02-05,2021-02-05 00:00:00,08:10:00,CHOQUE CON HUIDA,SIN DAÑOS,C4/911,CIUDAD,CIENEGUILLA,CARRETERA,CARR COLA DE CABALLO KM 2,"25.3923386312836, -100.14121728536269",
230,2021,MARZO,2021-04-06,2021-04-06 00:00:00,18:25:00,FRONTAL,SIN DAÑOS,C4/914,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
236,2021,FEBRERO,2021-02-13,2021-02-13 00:00:00,09:30:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,SAN FRANCISCO,CALLE,GALEANA,"25.368258044235237, -100.1082290984011",
255,2021,MARZO,2021-04-08,2021-04-08 00:00:00,15:50:00,DIVERSO,SIN DAÑOS,C4/914,CIUDAD,SAN MATEOO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
3287,2021,FEBRERO,2021-02-14,2021-02-14 00:00:00,19:45:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,SAN JAVIER,CALLE,JUAREZ,"25.4038174498673, -100.13208414072788",
244,2021,MARZO,2021-04-15,2021-04-15 00:00:00,04:30:00,CHOQUE LATERAL,SIN DAÑOS,C4/914,ZONA FEDERAL,CARR NACIONAL KM 246,CARRETERA,CARR NACIONAL KM 246,"25.40582941858755, -100.13428462540746",
221,2021,FEBRERO,2021-02-15,2021-02-15 00:00:00,17:20:00,INVASION,SIN DAÑOS,C4/911,CIUDAD,CIENEGUILLA,CARRETERA,CARR COLA DE CABALLO KM 11,"25.363916548888337, -100.16176644853981",
292,2021,MARZO,2021-04-19,2021-04-19 00:00:00,20:30:00,ESTRELLAMIENTO,SIN DAÑOS,C4/914,CIUDAD,MATAMOROS,CALLE,RAYON,"25.423908474762854, -100.15069957183593",
214,2021,FEBRERO,2021-02-19,2021-02-19 00:00:00,08:20:00,DIVERSO,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL,CARRETERA,CARR NACIONAL 214,"25.418352289877323, -100.15343787215683",
288,2021,MARZO,2021-04-22,2021-04-22 00:00:00,20:30:00,DIVERSO,MUNICIPIO,C4/914,CIUDAD,LAGUNA DE SANCHEZ,CARRETERA,CARR COLA DE CABALLO CRUCE CERCADO,"25.39898893764993, -100.13190739319838",
247,2021,FEBRERO,2021-02-20,2021-02-20 00:00:00,19:05:00,ALCANCE,SIN DAÑOS,C4/911,CIUDAD,LOS RODRIGUEZ,CALLE,CARR NACIONAL KM 253,"25.476472963723502, -100.17817224412232",
209,2021,MARZO,2021-04-23,2021-04-23 00:00:00,13:55:00,DIVERSO,MUNICIPIO,C4/914,CIUDAD,LAGUNA DE SANCHEZ,CARRETERA,CARR LAGUNA DE SANCHEZ,"25.34648466059046, -100.2800598789791",
249,2021,FEBRERO,2021-02-24,2021-02-24 00:00:00,21:00:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,EL CERCADO,CALLE,CARR NACIONAL KM 246+800,"25.404918340094223, -100.13379124801861",
233,2021,MARZO,2021-04-25,2021-04-25 00:00:00,10:10:00,DIVERSO,SIN DAÑOS,C4/914,CIUDAD,LOS IFERROS,CALLE,LOPEZ MATEOS,"25.365106855532886, -100.11058860924739",
250,2021,FEBRERO,2021-02-25,2021-02-25 00:00:00,15:05:00,INVASION,SIN DAÑOS,C4/911,CIUDAD,EL CERCADO,CALLE,CARR NACIONAL 245+500,"25.40029976133045, -100.13139010069514",
264,2021,MARZO,2021-04-27,2021-04-27 00:00:00,17:50:00,CRUCERO,SIN DAÑOS,C4/914,CIUDAD,SANTA ROSALIA,CALLE,HEROES DEL 47,"25.428146085474804, -100.15381401390694",
3289,2021,FEBRERO,2021-02-26,2021-02-26 00:00:00,15:45:00,LATERAL CON PROYECCION,SIN DAÑOS,C4/911,CIUDAD,EL FAISAN,CALLE,CARR NACIONAL 258+200,"25.513082174251668, -100.19750027146429",
262,2021,MARZO,2021-04-28,2021-04-28 00:00:00,11:05:00,CORTE DE CIRCULACION,SIN DAÑOS,C4/914,CIUDAD,CENTRO DE SANTIAGO,CALLE,JUAREZ,"25.40184583646422, -100.1341698744663",
3290,2021,FEBRERO,2021-02-27,2021-02-27 00:00:00,10:19:00,LATERAL CON PROYECCION,SIN DAÑOS,C4/911,CIUDAD,EL FAISAN,CALLE,CARR NACIONAL KM 258+200,"25.513082174251668, -100.19750027146429",
265,2021,MARZO,2021-05-05,2021-05-05 00:00:00,11:43:00,SALIDA DE CARPETA,MUNICIPIO,C4/914,CIUDAD,CARR A LA CHUECA,CARRETERA,CARR LA CHUECA,"25.48409059423879, -100.16672328613109",
238,2021,FEBRERO,2021-03-01,2021-03-01 00:00:00,14:00:00,INVASION,SIN DAÑOS,C4/911,CIUDAD,LOS CAVAZOS,CALLE,CARRETERA NACIONAL KM 253,"25.445188069490207, -100.15754210747669",
234,2021,MARZO,2021-05-06,2021-05-06 00:00:00,09:45:00,CORTE DE CIRCULACION,SIN DAÑOS,C4/914,CIUDAD,EL CERCADO,CALLE,OBRERO TEXTIL,"25.40526600939109, -100.13868692602884",
216,2021,MARZO,2021-03-21,2021-03-21 00:00:00,10:45:00,CHOQUE DE CRUCERO,SIN DAÑOS,C4/914,CIUDAD,EL CERCADO,CARRETERA,CARR COLA DE CABALLO,"25.394510766353296, -100.1328920969357",
263,2021,MARZO,2021-05-07,2021-05-07 00:00:00,18:21:00,ESTRELLAMIENTO,TELMEX,C4/914,CIUDAD,ALAMO SUR,CALLE,JUAREZ,"25.355378754842867, -100.09495140621323",
283,2021,MARZO,2021-03-23,2021-03-23 00:00:00,14:30:00,ESTRELLAMIENTO CON OBJETO FIJO,SIN DAÑOS,C4/914,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
261,2021,MARZO,2021-05-09,2021-05-09 00:00:00,03:10:00,ESTRELLAMIENTO,SIN DAÑOS,C4/914,CIUDAD,BLAS CHUMACERO,CALLE,JUAREZ,"25.39564825096652, -100.12796080402175",
254,2021,MARZO,2021-03-28,2021-03-28 00:00:00,17:10:00,ALCANCE,SIN DAÑOS,C4/914,CIUDAD,CIENEGUILLA,CARRETERA,CARR COLA DE CABALLO KM 3,"25.394971859611704, -100.13657158603561",
159,2021,MARZO,2021-05-10,2021-05-10 00:00:00,20:40:00,SALIDA DE CARPETA,SIN DAÑOS,C4/914,CIUDAD,EL CERCADO,CALLE,HIDALGO,"25.400739802056066, -100.13193580537137",
286,2021,MARZO,2021-03-29,2021-03-29 00:00:00,21:42:00,ALCANCE|,SIN DAÑOS,C4/914,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
285,2021,MARZO,2021-04-01,2021-04-01 00:00:00,18:30:00,INVASION DE CARRIL,SIN DAÑOS,C4/914,CIUDAD,SAN FRANCISCO,CALLE,TORIBIO RODRÍGUEZ,"25.40416003276339, -100.15066869501347",
267,2021,MARZO,2021-04-02,2021-04-02 00:00:00,02:50:00,INVASION DE CARRIL,SIN DAÑOS,C4/914,CIUDAD,LAS CRISTALINAS,CARRETERA,CARR NACIONAL KM 250,"25.441909461469695, -100.15520969795307",
203,2021,MARZO,2021-04-04,2021-04-04 00:00:00,10:30:00,SALIDA DE CARPETA,MUNICIPIO,C4/914,CIUDAD,EL CERCADO,CALLE,JUAREZ,"25.400348715075307, -100.13340488164513",
289,2021,MARZO,2021-04-14,2021-04-14 00:00:00,09:10:00,INVADIR CARRIL,SIN DAÑOS,C4/914,CIUDAD,EL BARRIAL,CALLE,CAMINO A LOS CAVAZOS,"25.465472256741425, -100.18787813645646",
257,2021,MARZO,2021-04-18,2021-04-18 00:00:00,15:30:00,DIVERSO,SIN DAÑOS,C4/914,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
160,2021,MARZO,2021-04-21,2021-04-21 00:00:00,18:25:00,SALIDA DE CARPETA,SIN DAÑOS,C4/914,CIUDAD,SAB NATEI,CARRETERA,CARR LOS CAVAZOS KM 12,"25.435260705896308, -100.14022916569007",
212,2021,MARZO,2021-04-26,2021-04-26 00:00:00,17:20:00,VOLCADURA,SIN DAÑOS,C4/914,CIUDAD,SAN JORGE,CARRETERA,CARR SAN MATEO KM 2,"25.447248027344603, -100.14830257955455",
328,2021,MARZO,2021-04-29,2021-04-29 00:00:00,16:00:00,ALCANCE CON HUIDA,SIN DAÑOS,C4/914,CIUDAD,EL CERCADO,CALLE,HIDALGO,"25.40056541866297, -100.13202992747627",
272,2021,MARZO,2021-04-30,2021-04-30 00:00:00,23:11:00,DIVERSO,SIN DAÑOS,C4/914,CIUDAD,LOS CAVAZOS,CARRETERA,CARR NACIONAL KM 251,"25.448681253418577, -100.1606121926244",
235,2021,MARZO,2021-05-03,2021-05-03 00:00:00,04:28:00,SALIDA DE CARPETA,SIN DAÑOS,C4/914,CIUDAD,CAM AL TEJOTOTE,CALLE,CAM AL TEJOCOTE,"25.32849844417832, -100.25974356513775",
260,2021,MARZO,2021-05-04,2021-05-04 00:00:00,21:03:00,ESTRELLAMIENTO,SIN DAÑOS,C4/914,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
205,2021,MARZO,2021-05-08,2021-05-08 00:00:00,19:35:00,CRUCERO,CFE,C4/914,CIUDAD,SAN JOSE,CALLE,JUAREZ,"25.396898131506568, -100.13040944346712",
202,2021,MARZO,2021-05-11,2021-05-11 00:00:00,01:50:00,VOLCADURA,SIN DAÑOS,C4/914,CIUDAD,SAN MATEO,CARRETERA,CARR LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
128,2021,ENERO,2021-01-04,2021-01-04 00:00:00,11:40:00,ALCANCE CON PROYECCIÓN,SIN DAÑOS,C4/911,CIUDAD,SAN MATEO,CALLE,KILEMTRO 2,"25.467222925827816, -100.0959451645926",
106,2021,ENERO,2021-01-06,2021-01-06 00:00:00,20:05:00,ESTRELLAMIENTO OBJETO FIJO,SIN DAÑOS,C4/911,CIUDAD,CIENEGUILLA,CALLE,JESUS ROCHA,"25.373894814670308, -100.15318281985365",
186,2021,ENERO,2021-01-08,2021-01-08 00:00:00,07:00:00,ESTRELLAMIENTO CON OBJETO FIJO,SIN DAÑOS,C4/911,CIUDAD,EL BARRO,CALLE,CARR NACIONAL KM 260,"25.522443887962886, -100.20550818067593",
167,2021,ENERO,2021-01-09,2021-01-09 00:00:00,01:50:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,SAN JAVIER,CARRETERA,CARRETERA NACIONAL KM 247,"25.413901775723424, -100.14097238615294",
114,2021,ENERO,2021-01-09,2021-01-09 00:00:00,22:10:00,CHOQUE DE FRENTE,SIN DAÑOS,C4/911,CIUDAD,CENTRO DE SANTIAGO,CALLE,HEROES DEL 47,"25.424678350107083, -100.15527600345122",
121,2021,ENERO,2021-01-10,2021-01-10 00:00:00,09:25:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,CARR COLA DE CABALLO,CARRETERA,KILOMETRO 4,"25.39057788548163, -100.14426276225423",
171,2021,ENERO,2021-01-13,2021-01-13 00:00:00,13:45:00,ESTRELLAMIENTO CON OBJETO FIJO,SIN DAÑOS,C4/911,CIUDAD,CENTRO DE SANTIAGO,CALLE,GENERAL ESCOBEDO,"25.419844225236798, -100.14461699875645",
115,2021,ENERO,2021-01-13,2021-01-13 00:00:00,20:34:00,SALIDA DE CARPETA,MUNICIPIO,C4/911,CIUDAD,MANUEL TAMEZ,CALLE,CARR NACIONAL KM 245,"25.40505392919577, -100.13286349225807",
168,2021,ENERO,2021-01-17,2021-01-17 00:00:00,20:10:00,DIVERSO,SIN DAÑOS,C4/911,CIUDAD,EL BARRIAL,CALLE,JUAREZ,"25.475300240815375, -100.18662248421785",
191,2021,ENERO,2021-01-22,2021-01-22 00:00:00,12:30:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,LAS MISIONES,CALLE,CARR NACIONAL KM 260,"25.509316654543174, -100.19474529250526",
149,2021,ENERO,2021-01-22,2021-01-22 00:00:00,18:20:00,FALLA MECANICA,SIN DAÑOS,C4/911,CIUDAD,SAN FRANCISCO,CALLE,PASEO DE LLANO,"25.40883405100273, -100.17984406142553",
192,2021,ENERO,2021-01-23,2021-01-23 00:00:00,05:10:00,ACCIDENTE VIAL TIPO ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,LOS CAVAZOS,CALLE,CARR NACIONAL KM 253,"25.444709518160515, -100.15736359159918",
142,2021,ENERO,2021-01-24,2021-01-24 00:00:00,15:06:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,SAN MATEO,CARRETERA,CARR A LOS CAVAZOS,"25.46738961555565, -100.09469014759921",
151,2021,ENERO,2021-01-24,2021-01-24 00:00:00,17:57:00,ESTRELLAMIENTO CON OBJETO FIJO,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL KM 255,CARRETERA,CARR NACIONAL KM 255,"25.470926436843882, -100.1759194711438",
173,2021,ENERO,2021-01-30,2021-01-30 00:00:00,10:20:00,TIPO DIVERSO,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL KM 245,CARRETERA,CARR NACIONAL KM 245,"25.388633444787914, -100.11786868781654",
165,2021,FEBRERO,2021-02-03,2021-02-03 00:00:00,18:00:00,ESTRELLAMIENTO,SIN DAÑOS,C4/911,CIUDAD,BLAS CHUMACERO,CALLE,ALMAGUER,"25.39191625609479, -100.12354732360795",
172,2021,FEBRERO,2021-02-04,2021-02-04 00:00:00,07:40:00,INVACION,SIN DAÑOS,C4/911,CIUDAD,CIENEGUILLA,CARRETERA,CARR COLA DE CABALLO KM 3,"25.383827653142113, -100.14760859209245",
130,2021,FEBRERO,2021-02-06,2021-02-06 00:00:00,10:40:00,DIVERSO,SIN DAÑOS,C4/911,ZONA FEDERAL,CARR NACIONAL KM 243,CARRETERA,CARR NACIONAL KM 243,,
