 Numero_de_identificacion,Ejercicio, Mes, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_vialidad, Pista, Juegos_de_parque, Aparatos_de_ejercicio, Cancha, Bebedores, Botes_de_basura, Cantidad_de_botes, Georreferencia, Nota
1026001 y 1026002,2021,Enero-Marzo,Colonia,"Centro,  Parque  San Francisco",Calle,"Treviño #720,  Centro",Si,Si,No,Si,Si,Si,22,"25.778712936477863, -100.19800943212758",
05048010 folio  27711,2021,Enero-Marzo,Colonia,"Centro, Parque  Fundadores",Calle,Camino al Ojo de Agua,Si,Si,Si,Si,No,Si,25,"25.773572498923084, -100.21744377425522",
04096002  folio 16115 y 04096003  folio16116,2021,Enero-Marzo,Colonia,"Las Margaritas, Parque  Hda. Las Margaritas",Avenida,"Av. Acapulco sin número, Hda. Las margaritas",No,Si,Si,No,No,Si,23,"25.714371993258382, -100.15251396841741",
28130001  folio 23948,2021,Enero-Marzo,Colonia,"Prados de la Cieneguita, Parque  Cieneguita",Calle,"Liberia #543, Prados  de  la  Cieneguita",No,No,No,No,No,Si,14,"25.784375443394634, -100.25403496321327",
04096002  folio 16115 y 04096003  folio16116,2021,Abril-Junio,Colonia,"Las Margaritas, Parque  Hda. Las Margaritas",Avenida,"Av. Acapulco sin número, Hda. Las margaritas",No,Si,Si,No,No,Si,23,"25.714371993258382, -100.15251396841741",
08007001   folio  32500,2021,Abril-Junio,Colonia,"Mezquital, Parque  Mezquital",Tierra,"Fco. Elizondo y Antonio  I. Villarreal, s/n,Mezquital",No,Si,Si,Si,No,Si,14,"25.75983389439394, -100.23759566427997",
P-2,2021,Octubre-Diciembre,Colonia,Agua Fria,Avenida,Morelos,No,Si,No,No,No,Si,2,"25.81373651421746, -100.15181673282967",
P-3,2021,Octubre-Diciembre,Colonia,Alamos,Calle,Alameda,No,No,No,Si,No,No,0,"25.73630547605509, -100.18645582315676",
P-4,2021,Octubre-Diciembre,Colonia,Alamos,Calle,Alameda,No,Si,Si,No,No,No,0,"25.734889609948908, -100.18714246865046",
P-5,2021,Octubre-Diciembre,Colonia,Alamos del Parque,Calle,Aldama,No,Si,Si,No,No,No,0,"25.735191499963648, -100.18749472346559",
P-9,2021,Octubre-Diciembre,Colonia,Amarantos,Calle,Silo,No,Si,No,Si,No,No,0,"25.824070668193098, -100.25676491093557",
P-11,2021,Octubre-Diciembre,Colonia,Valle de las Bugambilias,Calle,Lirio,No,Si,No,No,No,No,0,"25.79332442608414, -100.26354291857868",
P-12,2021,Octubre-Diciembre,Colonia,Quinta Colonial,Calle,Jose Luis Cuevas,No,Si,No,No,No,Si,2,"25.79960216462737, -100.21659618786857",
P-14,2021,Octubre-Diciembre,Colonia,Antigua Santa Rosa,Calle,Santa Julia,No,Si,No,No,No,Si,2,"25.790538908817005, -100.22672938321894",
P-22,2021,Octubre-Diciembre,Colonia,Arboledas de Santa Rosa,Calle,Ebano,Si,Si,No,No,No,Si,2,"25.81508586209917, -100.2419483737498",
P-26,2021,Octubre-Diciembre,Colonia,Artemio Treviño,Calle,Clavel,No,Si,No,No,No,No,0,"25.83881194549339, -100.14760683110232",
P-27,2021,Octubre-Diciembre,Colonia,Balcones de Huinala,Calle,Templanza,Si,Si,Si,Si,No,Si,2,"25.739038850997012, -100.1682318577379",
P-28,2021,Octubre-Diciembre,Colonia,Balcones de Huinala,Calle,Salado de Utan,Si,Si,No,No,No,No,0,"25.73864924104648, -100.16750199498453",
P-29,2021,Octubre-Diciembre,Colonia,Balcones del Mezquital,Calle,Rugo,No,Si,No,No,No,No,0,"25.75356272553166, -100.23794188180784",
P-32,2021,Octubre-Diciembre,Colonia,Bosque Real,Calle,Oyamel,No,Si,No,Si,No,Si,2,"25.781710241486763, -100.24422094275707",
P-33,2021,Octubre-Diciembre,Colonia,Bosque Real,Calle,Alamo,No,Si,No,No,No,No,0,"25.784502498533413, -100.24328618426706",
P-34,2021,Octubre-Diciembre,Colonia,Bosque Real,Calle,Alamo,No,Si,No,Si,No,No,0,"25.78574783366628, -100.24291496492691",
P-35,2021,Octubre-Diciembre,Colonia,Bosques de Huinala,Calle,Bosques de Francia,No,Si,No,Si,No,Si,5,"25.74995606346912, -100.16945868500487",
P-36,2021,Octubre-Diciembre,Colonia,Bosques de San Miguel,Calle,Bosques de San miguel,Si,Si,Si,Si,No,No,0,"25.70469773263543, -100.14260730813947",
P-40,2021,Octubre-Diciembre,Colonia,Colinas de San Miguel,Calle,San Rafael,Si,Si,Si,Si,No,No,0,"25.72139162356047, -100.17052482061851",
P-42,2021,Octubre-Diciembre,Colonia,Complejo laredo,Calle,Carretera Laredo,No,Si,No,No,No,No,0,"25.82046042917083, -100.26070949583203",
P-53,2021,Octubre-Diciembre,Colonia,Ebanos,Calle,Pirul,No,Si,No,Si,No,Si,4,"25.78298015304178, -100.23928878069309",
P-54,2021,Octubre-Diciembre,Colonia,Ebanos,Calle,Ahilite,No,Si,Si,Si,No,Si,0,"25.777717889016284, -100.24170291047025",
P-55,2021,Octubre-Diciembre,Colonia,Ebanos,Calle,Ombu,No,Si,No,Si,No,Si,4,"25.779462600095822, -100.23797388013503",
P-56,2021,Octubre-Diciembre,Colonia,Ebanos,Calle,Tuya,No,Si,No,No,No,No,0,"25.779489100507224, -100.23453535200458",
P-61,2021,Octubre-Diciembre,Colonia,Ebanos Norte,Calle,Nispero,No,No,No,No,No,No,0,"25.789599377160087, -100.23794564179691",
P-65,2021,Octubre-Diciembre,Colonia,Encarnacion,Calle,Cesareo Sepulveda,No,No,No,No,No,No,0,"25.738284606736258, -100.20206876958542",
P-66,2021,Octubre-Diciembre,Colonia,Enramada,Calle,Abedul,No,No,No,Si,No,Si,2,"25.76394462887535, -100.25885549259574",
P-68,2021,Octubre-Diciembre,Colonia,Enramada,Calle,Del Mandarino,No,Si,No,No,No,No,0,"25.767904771078847, -100.25748121102025",
P-69,2021,Octubre-Diciembre,Colonia,Enramada,Calle,Abedul,No,No,No,Si,No,Si,2,"25.76394462887535, -100.25885549259574",
P-71,2021,Octubre-Diciembre,Colonia,Ex Hacienda San Francisco,Calle,Santa Teresa de Jesus,No,No,No,Si,No,Si,2,"25.76020216255503, -100.2161988945753",
P-75,2021,Octubre-Diciembre,Colonia,Ex Hacienda Santa Rosa,Calle,Del Pedregal,No,No,No,Si,No,No,0,"25.794440139012018, -100.21254578178815",
P-79,2021,Octubre-Diciembre,Colonia,Vitrales,Calle,Lirios,Si,Si,No,No,No,Si,3,"25.709993837426463, -100.16004555737611",
P-80,2021,Octubre-Diciembre,Colonia,Vitrales,Avenida,Orquidea,No,No,No,No,No,No,0,"25.70835773789909, -100.16165488270627",
P-82,2021,Octubre-Diciembre,Colonia,Fresnos,Calle,De las violetas,No,Si,No,No,No,No,0,"25.771495883289177, -100.25505556224542",
P-83,2021,Octubre-Diciembre,Colonia,Fresnos,Calle,De las Adelfas,No,No,No,No,No,No,0,"25.767983788805388, -100.25427638356432",
P-84,2021,Octubre-Diciembre,Colonia,Fresnos,Calle,Avellano,No,No,No,No,No,No,0,"25.76501532692477, -100.24668051669184",
P-86,2021,Octubre-Diciembre,Colonia,Fresnos,Avenida,Chopo,No,Si,No,Si,No,No,0,"25.766486785398588, -100.2464866895579",
P-88,2021,Octubre-Diciembre,Colonia,Fresnos,Calle,Senegal,No,Si,No,No,No,No,0,"25.767352612397598, -100.24369694999615",
P-93,2021,Octubre-Diciembre,Colonia,Fuentes de San Miguel,Calle,Sebastian,No,No,No,No,No,No,0,"25.713536727272775, -100.19084324145923",
P-5,2021,Julio-Septiembre,Colonia,Alamos del Parque,Calle,Aldama,No,Si,Si,No,No,No,0,"25.735191499963648, -100.18749472346559",
P-95,2021,Octubre-Diciembre,Colonia,Futuro Apodaca,Calle,Galaxias,No,Si,No,No,No,No,0,"25.78124918968317, -100.180046563175",
P-6,2021,Julio-Septiembre,Colonia,Alberta Escamilla,Calle,Nora Quintana,Si,Si,No,Si,No,No,0,"25.733635112563775, -100.16994408972873",
P-96,2021,Octubre-Diciembre,Colonia,Garcia Mireles,Calle,Ojo de Agua,No,Si,No,No,No,No,0,"25.760245541901813, -100.24284373508276",
P-7,2021,Julio-Septiembre,Colonia,Amarantos,Calle,Ajedra,Si,Si,Si,Si,No,No,0,"25.814985367273906, -100.25519328706316",
P-98,2021,Octubre-Diciembre,Colonia,Golondrinas,Calle,Golondrinas,No,No,No,No,No,No,0,"25.725750508612794, -100.17827311485186",
P-12,2021,Julio-Septiembre,Colonia,Quinta Colonial,Calle,Jose Luis Cuevas,No,Si,No,No,No,Si,2,"25.79960216462737, -100.21659618786857",
P-101,2021,Octubre-Diciembre,Colonia,Golondrinas,Calle,Lomas de Huinala,No,Si,No,No,No,No,0,"25.735023635030736, -100.17468597001987",
P-13,2021,Julio-Septiembre,Colonia,Jardines de Monterrey,Calle,Jardines de la Primavera,No,Si,No,No,No,Si,3,"25.813713159158798, -100.25939381821686",
P-102,2021,Octubre-Diciembre,Colonia,Golondrinas,Calle,Omni,No,Si,No,No,No,No,0,"25.73384211705472, -100.17813701222855",
P-14,2021,Julio-Septiembre,Colonia,Antigua Santa Rosa,Calle,Santa Julia,No,Si,No,No,No,Si,2,"25.790538908817005, -100.22672938321894",
P-104,2021,Octubre-Diciembre,Colonia,Hacienda el Mezquital,Calle,Haciensa San Francisco,No,Si,No,No,No,No,0,"25.74824672118771, -100.23067980447406",
P-15,2021,Julio-Septiembre,Colonia,Antigua Santa Rosa,Calle,Antiguo Camino a Santa Rosa,No,Si,No,No,No,No,0,"25.787373788595374, -100.22388136804608",
P-107,2021,Octubre-Diciembre,Colonia,Hacienda los Nogales,Calle,Hacienda Huajuco,No,Si,No,Si,No,No,0,"25.769081458707895, -100.23534487793617",
P-17,2021,Julio-Septiembre,Colonia,Apodaca,Avenida,Zaragoza,No,No,No,No,Si,Si,8,"25.78162696531579, -100.18866132240437",
P-109,2021,Octubre-Diciembre,Colonia,Hacienda Los Pinos,Calle,Potenzada,No,Si,No,Si,No,No,0,"25.772169751562554, -100.25212732550705",
P-18,2021,Julio-Septiembre,Colonia,Apodaca,Avenida,Zaragoza,No,No,No,No,No,Si,2,"25.78142848344474, -100.18935694028379",
P-110,2021,Octubre-Diciembre,Colonia,Insurgentes,Avenida,Insurgentes,No,Si,No,No,No,No,0,"25.795262844463874, -100.26159452958987",
P-19,2021,Julio-Septiembre,Colonia,Arboledas de Santa Rosa,Calle,Mora,Si,Si,Si,No,No,Si,4,"25.81719695652867, -100.24069523062363",
P-115,2021,Octubre-Diciembre,Colonia,Jardines de Los Pinos,Calle,Del Ajusco,No,No,No,Si,No,No,0,"25.77450949805508, -100.24633593464",
P-22,2021,Julio-Septiembre,Colonia,Arboledas de Santa Rosa,Calle,Ebano,Si,Si,No,No,No,Si,2,"25.81508586209917, -100.2419483737498",
P-116,2021,Octubre-Diciembre,Colonia,Jardines de Monterrey,Calle,Manuel Diguez,No,No,No,Si,No,No,0,"25.813888743036962, -100.25936141238834",
P-23,2021,Julio-Septiembre,Colonia,Arboledas de Santa Rosa,Calle,Tamarindo,No,Si,No,No,No,No,0,"25.810710323944033, -100.241640779242",
P-119,2021,Octubre-Diciembre,Colonia,Jardines de San Andres,Calle,Jardin de los Girasoles,No,No,No,No,No,No,0,"25.79934575856927, -100.24172838406263",
P-24,2021,Julio-Septiembre,Colonia,Arboledas de Santa Rosa,Calle,Yuca,No,Si,No,No,No,No,0,"25.81339097358198, -100.24005551998475",
P-120,2021,Octubre-Diciembre,Colonia,Jardines de San Andres,Calle,Jardin de las Azaleas,No,Si,Si,No,No,No,0,"25.79694340602162, -100.2403904397447",
P-31,2021,Julio-Septiembre,Colonia,Bosque Real,Calle,Chainis,No,Si,Si,Si,No,Si,2,"25.778256981853005, -100.24420772333215",
P-122,2021,Octubre-Diciembre,Colonia,Jardines del Virrey,Calle,Virreyes,No,No,No,No,No,No,0,"25.747904437393142, -100.17256623251917",
P-35,2021,Julio-Septiembre,Colonia,Bosques de Huinala,Calle,Bosques de Francia,No,Si,No,Si,No,Si,5,"25.74995606346912, -100.16945868500487",
P-123,2021,Octubre-Diciembre,Colonia,La Hacienda,Calle,Fe,No,No,No,No,No,No,0,"25.762941291180393, -100.24936558633597",
P-41,2021,Julio-Septiembre,Colonia,Colonial Huinala,Calle,Salado de Utan,No,Si,No,No,No,No,0,"25.740084506503234, -100.16579912583613",
P-125,2021,Octubre-Diciembre,Colonia,Lomas de Huinala,Calle,Telefonos,No,Si,No,No,No,No,0,"25.735052624723462, -100.1741454322953",
P-42,2021,Julio-Septiembre,Colonia,Complejo laredo,Calle,Carretera Laredo,No,Si,No,No,No,No,0,"25.82046042917083, -100.26070949583203",
P-129,2021,Octubre-Diciembre,Colonia,Los Encinos,Calle,Mezquite,No,No,No,Si,No,No,0,"25.79026191719995, -100.26585577924513",
P-43,2021,Julio-Septiembre,Colonia,Conquistadores,Calle,Conquistadores,No,Si,No,No,No,Si,2,"25.81486182759049, -100.25683683307435",
P-130,2021,Octubre-Diciembre,Colonia,Los Lirios,Calle,Manuel de la Garza,No,No,No,No,No,No,0,"25.804228368870575, -100.2531793699465",
P-50,2021,Julio-Septiembre,Colonia,Deportivo Huinala,Calle,Lazaro Salazar,No,No,No,Si,No,No,0,"25.73406553862362, -100.18246889229619",
P-131,2021,Octubre-Diciembre,Colonia,Los Pinos,Calle,Hacienda Guadalupe,No,Si,No,Si,No,No,0,"25.775284168783262, -100.24927598644058",
P-51,2021,Julio-Septiembre,Colonia,Ebanos,Calle,Tepozan,No,Si,Si,Si,No,Si,2,"25.778503888386485, -100.24096738336029",
P-134,2021,Octubre-Diciembre,Colonia,Los Pinos,Calle,Hacienda el Roble,No,Si,No,Si,No,No,0,"25.77531885116036, -100.2484811683014",
P-52,2021,Julio-Septiembre,Colonia,Ebanos,Calle,Ahilite,No,Si,No,Si,No,No,0,"25.777717889016284, -100.24170291047025",
P-135,2021,Octubre-Diciembre,Colonia,Los Robles,Avenida,Del Triunfo,No,Si,Si,Si,No,Si,2,"25.78040528509993, -100.26022705915365",
P-54,2021,Julio-Septiembre,Colonia,Ebanos,Calle,Ahilite,No,Si,Si,Si,No,Si,0,"25.777717889016284, -100.24170291047025",
P-142,2021,Octubre-Diciembre,Colonia,Los Treboles,Calle,Agave,No,Si,No,Si,No,Si,3,"25.764685078000916, -100.14197399497122",
P-55,2021,Julio-Septiembre,Colonia,Ebanos,Calle,Ombu,No,Si,No,Si,No,Si,4,"25.779462600095822, -100.23797388013503",
P-146,2021,Octubre-Diciembre,Colonia,Los Treboles,Calle,Alexa,No,Si,No,No,No,No,0,"25.768180899679056, -100.15135519096086",
P-56,2021,Julio-Septiembre,Colonia,Ebanos,Calle,Tuya,No,Si,No,No,No,No,0,"25.779489100507224, -100.23453535200458",
P-148,2021,Octubre-Diciembre,Colonia,Manantial,Calle,Galaxia,No,Si,Si,No,No,Si,2,"25.78768831910163, -100.25934833998215",
P-65,2021,Julio-Septiembre,Colonia,Encarnacion,Calle,Cesareo Sepulveda,No,No,No,No,No,No,0,"25.738284606736258, -100.20206876958542",
P-156,2021,Octubre-Diciembre,Colonia,Margaritas,Calle,Acapulco,Si,Si,Si,No,No,Si,4,"25.71433729045042, -100.15034420024993",
P-73,2021,Julio-Septiembre,Colonia,Ex Hacienda San Francisco,Calle,Santa Catalina,No,No,No,No,No,No,0,"25.759269621320907, -100.21733099017489",
P-157,2021,Octubre-Diciembre,Colonia,Margaritas,Calle,Acapulco,Si,Si,Si,No,No,Si,4,"25.71433729045042, -100.15034420024993",
P-77,2021,Julio-Septiembre,Colonia,San Javier,Calle,San Patricio,No,Si,No,No,No,No,0,"25.73866515335896, -100.15100640152352",
P-159,2021,Octubre-Diciembre,Colonia,Metroplex,Calle,E-4,No,No,No,No,No,No,0,"25.786082051170293, -100.25091254625305",
P-79,2021,Julio-Septiembre,Colonia,Vitrales,Calle,Lirios,Si,Si,No,No,No,Si,3,"25.709993837426463, -100.16004555737611",
P-163,2021,Octubre-Diciembre,Colonia,Metroplex,Calle,N-25,No,Si,No,No,No,No,0,"25.793659778016, -100.2550570581105",
P-82,2021,Julio-Septiembre,Colonia,Fresnos,Calle,De las violetas,No,Si,No,No,No,No,0,"25.771495883289177, -100.25505556224542",
P-170,2021,Octubre-Diciembre,Colonia,Mirador de Huinala,Calle,Margarita,No,Si,No,No,No,No,0,"25.737713104486403, -100.18195797223996",
P-83,2021,Julio-Septiembre,Colonia,Fresnos,Calle,De las Adelfas,No,No,No,No,No,No,0,"25.767983788805388, -100.25427638356432",
P-174,2021,Octubre-Diciembre,Colonia,Mision de Huinala,Calle,Mision de la Cruz,No,Si,No,Si,No,No,0,"25.754295272133717, -100.15958508014604",
P-86,2021,Julio-Septiembre,Colonia,Fresnos,Avenida,Chopo,No,Si,No,Si,No,No,0,"25.766486785398588, -100.2464866895579",
P-181,2021,Octubre-Diciembre,Colonia,Moises Saenz,Avenida,Eugenio Benavides,No,Si,No,No,No,Si,2,"25.81552765652508, -100.2578451103744",
P-91,2021,Julio-Septiembre,Colonia,Fuentes de San Miguel,Avenida,Mexico,No,Si,No,Si,No,Si,4,"25.713295116308945, -100.18812477270822",
P-187,2021,Octubre-Diciembre,Colonia,Noria Norte,Calle,Jalisco,No,Si,No,No,No,No,0,"25.73590833482969, -100.19211838441578",
P-92,2021,Julio-Septiembre,Colonia,Fuentes de San Miguel,Avenida,Mexico,No,Si,No,Si,No,Si,4,"25.71571889891884, -100.19190003188771",
P-188,2021,Octubre-Diciembre,Colonia,Noria Norte,Calle,Atoyac,No,Si,No,No,No,No,0,"25.73416227556939, -100.19715923558196",
P-95,2021,Julio-Septiembre,Colonia,Futuro Apodaca,Calle,Galaxias,No,Si,No,No,No,No,0,"25.78124918968317, -100.180046563175",
P-190,2021,Octubre-Diciembre,Colonia,Noria Sur,Calle,Monterrey,No,Si,No,Si,No,No,0,"25.731416839740888, -100.19133322215484",
P-100,2021,Julio-Septiembre,Colonia,Golondrinas,Calle,Eridano,No,Si,No,No,No,No,0,"25.73445945906205, -100.17412941166151",
P-192,2021,Octubre-Diciembre,Colonia,Nova Apodaca,Calle,Monterrey,No,Si,No,Si,No,No,0,"25.79048112724126, -100.18477826009229",
P-101,2021,Julio-Septiembre,Colonia,Golondrinas,Calle,Lomas de Huinala,No,Si,No,No,No,No,0,"25.735023635030736, -100.17468597001987",
P-195,2021,Octubre-Diciembre,Colonia,Nova Apodaca,Calle,Nuevo Leon,No,No,No,Si,No,No,0,"25.787488717331478, -100.18661927832737",
P-102,2021,Julio-Septiembre,Colonia,Golondrinas,Calle,Omni,No,Si,No,No,No,No,0,"25.73384211705472, -100.17813701222855",
P-197,2021,Octubre-Diciembre,Colonia,Nuevo Amanecer,Calle,Chile,No,Si,No,Si,No,No,0,"25.78033585574068, -100.24995111654624",
P-103,2021,Julio-Septiembre,Colonia,Hacienda los Encinos,Calle,Irlanda,No,Si,No,Si,No,No,0,"25.77587566468448, -100.2640057613397",
P-198,2021,Octubre-Diciembre,Colonia,Nuevo Amanecer,Calle,Panama,No,Si,No,No,No,No,0,"25.769638344579125, -100.2436799042715",
P-105,2021,Julio-Septiembre,Colonia,Hacienda el Mezquital,Calle,Hacienda San Jose,No,Si,No,Si,No,Si,2,"25.749696250292118, -100.23262440595049",
P-200,2021,Octubre-Diciembre,Colonia,Nuevo las Puentes,Avenida,Anromeda,No,Si,No,No,No,No,0,"25.79073962456188, -100.26191366964764",
P-107,2021,Julio-Septiembre,Colonia,Hacienda los Nogales,Calle,Hacienda Huajuco,No,Si,No,Si,No,No,0,"25.769081458707895, -100.23534487793617",
P-202,2021,Octubre-Diciembre,Colonia,Nuevo las Puentes,Calle,Cobre,No,Si,Si,No,No,Si,4,"25.785204091038892, -100.26137808813867",
P-113,2021,Julio-Septiembre,Colonia,Jardines de Huinala,Calle,Rio Zuichiate,No,Si,No,No,No,No,0,"25.739781441359213, -100.17168803102844",
P-203,2021,Octubre-Diciembre,Colonia,Nuevo las Puentes,Calle,Galaxia,No,Si,No,No,No,No,0,"25.787685906282753, -100.25966341730522",
P-122,2021,Julio-Septiembre,Colonia,Jardines del Virrey,Calle,Virreyes,No,No,No,No,No,No,0,"25.747904437393142, -100.17256623251917",
P-204,2021,Octubre-Diciembre,Colonia,Joyas del Pedregal,Calle,Platino,No,No,No,No,No,No,0,"25.732888877814897, -100.16309012013636",
P-123,2021,Julio-Septiembre,Colonia,La Hacienda,Calle,Fe,No,No,No,No,No,No,0,"25.762941291180393, -100.24936558633597",
P-205,2021,Octubre-Diciembre,Colonia,Cerradas de Santa Rosa,Calle,Verde,No,No,No,No,No,No,0,"25.75575108239056, -100.233596450696",
P-124,2021,Julio-Septiembre,Colonia,La Hacienda,Calle,Ebanos,No,Si,No,No,No,No,0,"25.760694764088797, -100.25163741733725",
P-209,2021,Octubre-Diciembre,Colonia,Paseo de las Flores,Calle,Colector,No,No,No,No,No,No,0,"25.759514706243504, -100.13640489657482",
P-127,2021,Julio-Septiembre,Colonia,Lomas del Pedregal,Calle,Marruecos,No,Si,Si,Si,No,No,0,"25.727838805076683, -100.16639106615135",
P-211,2021,Octubre-Diciembre,Colonia,Paseo de las Flores,Calle,Hamburgo,No,Si,No,No,No,No,0,"25.755532880742198, -100.1355541484852",
P-128,2021,Julio-Septiembre,Colonia,Los Alamos,Calle,Hermosillo,No,No,No,Si,No,No,0,"25.73069993800058, -100.18898542547886",
P-217,2021,Octubre-Diciembre,Colonia,Paseo de las Flores,Calle,Serbia,No,No,No,No,No,No,0,"25.759320865254082, -100.1338348340134",
P-133,2021,Julio-Septiembre,Colonia,Los Pinos,Calle,Hacienda Guadalupe,No,Si,No,Si,No,No,0,"25.77531885116036, -100.2484811683014",
P-219,2021,Octubre-Diciembre,Colonia,Paseo de las Flores,Calle,Zurich,No,No,No,Si,No,No,0,"25.763256204943318, -100.13663187745692",
P-134,2021,Julio-Septiembre,Colonia,Los Pinos,Calle,Hacienda el Roble,No,Si,No,Si,No,No,0,"25.77531885116036, -100.2484811683014",
P-221,2021,Octubre-Diciembre,Colonia,Paseo de las Palmas,Avenida,Palmas,No,Si,No,Si,No,No,0,"25.773644662318812, -100.26538940120929",
P-139,2021,Julio-Septiembre,Colonia,Los Robles,Avenida,Del Triunfo,No,Si,Si,Si,No,Si,2,"25.780079496175215, -100.26074343838535",
P-227,2021,Octubre-Diciembre,Colonia,Paseo de los Pinos,Calle,Atitlan,No,Si,No,No,No,No,0,"25.776841898190376, -100.24534776813478",
P-143,2021,Julio-Septiembre,Colonia,Los Treboles,Calle,Olivo,No,No,No,No,No,No,0,"25.763629845856993, -100.14513289849828",
P-234,2021,Octubre-Diciembre,Colonia,Praderas Apodaca,Calle,Cartagena,No,Si,No,No,No,No,0,"25.771797894934764, -100.25791623284215",
P-144,2021,Julio-Septiembre,Colonia,Los Treboles,Calle,Damasco,No,No,No,No,No,No,0,"25.76376631889748, -100.14011825719274",
P-237,2021,Octubre-Diciembre,Colonia,Prados de la Cieneguita,Calle,Madagascar,No,Si,Si,No,No,No,0,"25.78303849476523, -100.2515479806049",
P-147,2021,Julio-Septiembre,Colonia,Manantial,Calle,Riachuelo,No,Si,No,No,No,No,0,"25.781578646824727, -100.26295132624429",
P-238,2021,Octubre-Diciembre,Colonia,Prados de la Cieneguita,Calle,Liberia,Si,Si,Si,Si,No,No,0,"25.78392003533622, -100.2524384740888",
P-148,2021,Julio-Septiembre,Colonia,Manantial,Calle,Galaxia,No,Si,Si,No,No,Si,2,"25.78768831910163, -100.25934833998215",
P-241,2021,Octubre-Diciembre,Colonia,Los Treboles,Calle,Encanto,Si,Si,No,No,No,No,0,"25.765206217410306, -100.14939437851969",
P-150,2021,Julio-Septiembre,Colonia,Margaritas,Avenida,Margaritas,No,Si,No,Si,No,Si,4,"25.71362164548543, -100.15202545692068",
P-242,2021,Octubre-Diciembre,Colonia,Los Treboles,Calle,Romero,No,Si,No,No,No,No,0,"25.762923911804297, -100.1454123382639",
P-151,2021,Julio-Septiembre,Colonia,Margaritas,Avenida,Acapulco,Si,Si,Si,No,No,Si,6,"25.71437683068015, -100.15092709229502",
P-245,2021,Octubre-Diciembre,Colonia,Pueblo Nuevo,Calle,Rio Acuario,No,No,No,No,No,No,0,"25.754357191717553, -100.1655254329454",
P-152,2021,Julio-Septiembre,Colonia,Margaritas,Calle,Terreros,Si,Si,No,No,No,Si,6,"25.71437683068015, -100.15092709229502",
P-248,2021,Octubre-Diciembre,Colonia,Pueblo Nuevo,Calle,Privada Aguarico,Si,Si,Si,Si,No,No,0,"25.762533198488587, -100.17185197488428",
P-153,2021,Julio-Septiembre,Colonia,Margaritas,Calle,Orquidea,No,Si,No,Si,No,Si,2,"25.708570253383108, -100.15433978898581",
P-249,2021,Octubre-Diciembre,Colonia,Pueblo Nuevo,Calle,Rio Aguarico,Si,Si,Si,Si,No,No,0,"25.762533198488587, -100.17185197488428",
P-157,2021,Julio-Septiembre,Colonia,Margaritas,Calle,Acapulco,Si,Si,Si,No,No,Si,4,"25.71433729045042, -100.15034420024993",
P-250,2021,Octubre-Diciembre,Colonia,Pueblo Nuevo,Calle,Rios Salado,No,Si,No,Si,No,No,0,"25.76422582727921, -100.1692995923826",
P-158,2021,Julio-Septiembre,Colonia,Margaritas,Calle,Margaritas,No,Si,No,Si,No,Si,4,"25.71362164548543, -100.15202545692068",
P-251,2021,Octubre-Diciembre,Colonia,Quinta Colonial,Calle,David Alfaro,No,Si,Si,Si,No,No,0,"25.79911802327298, -100.21592482806693",
P-160,2021,Julio-Septiembre,Colonia,Metroplex,Calle,S-8,No,No,No,No,No,No,0,"25.786082051170293, -100.25091254625305",
P-254,2021,Octubre-Diciembre,Colonia,Real San Andres,Calle,Jazmin,No,No,No,No,No,No,0,"25.799141831559083, -100.23749899151589",
P-164,2021,Julio-Septiembre,Colonia,Metroplex,Calle,N-29,No,Si,No,No,No,Si,2,"25.795056864998298, -100.25312848199673",
P-258,2021,Octubre-Diciembre,Colonia,San Francisco,Avenida,San Francisco,Si,Si,No,No,No,No,0,"25.759117348912646, -100.2176855739063",
P-165,2021,Julio-Septiembre,Colonia,Metroplex,Calle,N-35,No,Si,No,No,No,No,0,"25.795918996812162, -100.25301851145379",
P-262,2021,Octubre-Diciembre,Colonia,Residencial Moises Saenz,Calle,Arco del Triunfo,Si,Si,No,No,No,No,0,"25.81494211593147, -100.25578393611701",
P-166,2021,Julio-Septiembre,Colonia,Metroplex,Calle,N-27,No,Si,No,Si,No,No,0,"25.79434053848143, -100.2499609148552",
P-264,2021,Octubre-Diciembre,Colonia,Recidencial Palmas,Calle,Palma Areka,Si,Si,No,No,No,No,0,"25.761777493519322, -100.24698851328122",
P-170,2021,Julio-Septiembre,Colonia,Mirador de Huinala,Calle,Margarita,No,Si,No,No,No,No,0,"25.737713104486403, -100.18195797223996",
P-266,2021,Octubre-Diciembre,Colonia,Rincon de Huinala,Calle,Rincon de Huinala,Si,Si,No,Si,No,No,0,"25.737407480732394, -100.15767111416824",
P-171,2021,Julio-Septiembre,Colonia,Mision Fundadores,Avenida,Fundadores,No,Si,No,No,No,No,0,"25.79599599251798, -100.24404444395067",
P-272,2021,Octubre-Diciembre,Colonia,Rincon de San Miguel,Calle,Aluminio,Si,Si,No,Si,No,No,0,"25.72175418573355, -100.16794926971578",
P-176,2021,Julio-Septiembre,Colonia,Mision de San Miguel,Calle,Libaneses,No,Si,No,No,No,No,0,"25.720336233211356, -100.17622068226432",
P-273,2021,Octubre-Diciembre,Colonia,Rinconada,Calle,Salamanca,Si,Si,No,No,No,Si,2,"25.798288813990908, -100.19934232334305",
